cond.s.m01,echo.1.301,cond.p.m01,echo.p.301,cond.s.m1,echo.s.m1,cond.p.m1,echo.p.m1,cond.s.m2,echo.s.m2,cond.p.m2,echo.p.m2
m,0.000728011,m,0.000728011,3,0.000364921,3,0.000364921,m,0.000157035,m,0.000157035
m,0.000608244,m,0.000608244,3,0.000336792,3,0.000336792,m,0.00015013,m,0.00015013
m,0.000699361,m,0.000699361,3,0.000319876,3,0.000319876,m,0.0003598,m,0.0003598
m,0.000549852,m,0.000549852,3,0.000358954,3,0.000358954,m,0.000113969,m,0.000113969
m,0.000637001,m,0.000637001,3,0.000379243,3,0.000379243,m,0.000179469,m,0.000179469
m,0.000589391,m,0.000589391,3,0.00038839,3,0.00038839,m,0.000156793,m,0.000156793
m,0.00059056,m,0.00059056,3,0.00038782,3,0.00038782,m,0.000138359,m,0.000138359
m,0.000644166,m,0.000644166,3,0.000405231,3,0.000405231,m,0.000182607,m,0.000182607
m,0.000588344,m,0.000588344,3,0.000297022,3,0.000297022,m,9.79E-05,m,9.79E-05
m,0.000712137,m,0.000712137,3,0.000387883,3,0.000387883,m,0.000173166,m,0.000173166
m,0.00069304,m,0.00069304,3,0.000363592,3,0.000363592,m,0.000124293,m,0.000124293
m,0.000644345,m,0.000644345,3,0.000250229,3,0.000250229,m,7.11E-05,m,7.11E-05
m,0.000607333,m,0.000607333,3,0.000259674,3,0.000259674,m,0.000142048,m,0.000142048
m,0.000622579,m,0.000622579,3,0.000364622,3,0.000364622,m,0.000235702,m,0.000235702
m,0.000772937,m,0.000772937,3,0.000388579,3,0.000388579,m,0.000156736,m,0.000156736
m,0.000725147,m,0.000725147,3,0.000410902,3,0.000410902,m,0.000170486,m,0.000170486
m,0.000678228,m,0.000678228,3,0.000404846,3,0.000404846,m,0.000177592,m,0.000177592
m,0.00052522,m,0.00052522,3,0.000350195,3,0.000350195,m,0.000117223,m,0.000117223
m,0.000575195,m,0.000575195,3,0.000339087,3,0.000339087,m,0.000153073,m,0.000153073
m,0.000602707,m,0.000602707,3,0.000490764,3,0.000490764,m,8.16E-05,m,8.16E-05
m,0.000724164,m,0.000724164,3,0.000350827,3,0.000350827,m,0.0001426,m,0.0001426
m,0.000655795,m,0.000655795,3,0.000360252,3,0.000360252,m,0.000155174,m,0.000155174
m,0.000723577,m,0.000723577,3,0.000415894,3,0.000415894,m,0.00013694,m,0.00013694
m,0.000592844,m,0.000592844,3,0.000369053,3,0.000369053,m,0.000190069,m,0.000190069
m,0.000701263,m,0.000701263,3,0.00043299,3,0.00043299,m,0.000154046,m,0.000154046
m,0.00073292,m,0.00073292,3,0.000401691,3,0.000401691,m,0.000197047,m,0.000197047
m,0.00069843,m,0.00069843,3,0.000376609,3,0.000376609,m,0.00016061,m,0.00016061
m,0.000688383,m,0.000688383,3,0.000279776,3,0.000279776,m,0.000111069,m,0.000111069
m,0.000633444,m,0.000633444,3,0.000311212,3,0.000311212,m,0.000107514,m,0.000107514
m,0.000661955,m,0.000661955,3,0.000364599,3,0.000364599,m,0.000140839,m,0.000140839
m,0.00066019,m,0.00066019,3,0.00031614,3,0.00031614,m,0.000171467,m,0.000171467
m,0.000686995,m,0.000686995,3,0.000343396,3,0.000343396,m,0.000194971,m,0.000194971
m,0.000610792,m,0.000610792,3,0.000328442,3,0.000328442,m,0.000144388,m,0.000144388
m,0.000573108,m,0.000573108,3,0.000292695,3,0.000292695,m,0.000164013,m,0.000164013
m,0.000670852,m,0.000670852,3,0.000362743,3,0.000362743,m,0.000175579,m,0.000175579
m,0.000707022,m,0.000707022,3,0.000447346,3,0.000447346,m,0.000152087,m,0.000152087
m,0.000579272,m,0.000579272,3,0.000363789,3,0.000363789,m,0.000128322,m,0.000128322
m,0.000728475,m,0.000728475,3,0.00045774,3,0.00045774,m,0.000198853,m,0.000198853
m,0.000726593,m,0.000726593,3,0.00033936,3,0.00033936,m,0.00024455,m,0.00024455
m,0.000735183,m,0.000735183,3,0.000452804,3,0.000452804,m,0.0001411,m,0.0001411
m,0.000730103,m,0.000730103,3,0.000261863,3,0.000261863,m,0.000154288,m,0.000154288
m,0.000711109,m,0.000711109,3,0.00034151,3,0.00034151,m,0.000149533,m,0.000149533
m,0.000755917,m,0.000755917,3,0.000381303,3,0.000381303,m,0.000141625,m,0.000141625
m,0.000608502,m,0.000608502,3,0.000384516,3,0.000384516,m,0.000117783,m,0.000117783
m,0.000704398,m,0.000704398,3,0.000361473,3,0.000361473,m,0.000144767,m,0.000144767
m,0.00061361,m,0.00061361,3,0.000406179,3,0.000406179,m,0.000160432,m,0.000160432
m,0.000625629,m,0.000625629,3,0.000342901,3,0.000342901,m,9.69E-05,m,9.69E-05
m,0.000552973,m,0.000552973,3,0.00028791,3,0.00028791,m,0.00015417,m,0.00015417
m,0.00059286,m,0.00059286,3,0.000407184,3,0.000407184,m,9.44E-05,m,9.44E-05
m,0.000696847,m,0.000696847,3,0.00037946,3,0.00037946,m,6.39E-05,m,6.39E-05
m,0.000659003,m,0.000659003,3,0.0002668,3,0.0002668,m,0.000157566,m,0.000157566
m,0.00060964,m,0.00060964,3,0.000229028,3,0.000229028,m,0.00015023,m,0.00015023
m,0.000692001,m,0.000692001,3,0.000334518,3,0.000334518,m,0.000203381,m,0.000203381
m,0.000581091,m,0.000581091,3,0.000426388,3,0.000426388,m,0.000128514,m,0.000128514
m,0.000722521,m,0.000722521,3,0.000394875,3,0.000394875,m,0.000137315,m,0.000137315
m,0.000633269,m,0.000633269,3,0.000414121,3,0.000414121,m,0.000162682,m,0.000162682
m,0.000679746,m,0.000679746,3,0.000336739,3,0.000336739,m,0.000102151,m,0.000102151
m,0.000660321,m,0.000660321,3,0.000398819,3,0.000398819,m,0.000120142,m,0.000120142
m,0.000577696,m,0.000577696,3,0.000347998,3,0.000347998,m,0.000152116,m,0.000152116
m,0.000663641,m,0.000663641,3,0.000389908,3,0.000389908,m,0.000207928,m,0.000207928
m,0.000642652,m,0.000642652,3,0.000287042,3,0.000287042,m,0.000159414,m,0.000159414
m,0.000657577,m,0.000657577,3,0.000412886,3,0.000412886,m,0.000124562,m,0.000124562
m,0.000674398,m,0.000674398,3,0.000259321,3,0.000259321,m,8.65E-05,m,8.65E-05
m,0.000685916,m,0.000685916,3,0.000318344,3,0.000318344,m,0.000158824,m,0.000158824
m,0.000668206,m,0.000668206,3,0.000325089,3,0.000325089,m,0.000136222,m,0.000136222
m,0.000561762,m,0.000561762,3,0.00033768,3,0.00033768,m,0.000121513,m,0.000121513
m,0.00069845,m,0.00069845,3,0.000288185,3,0.000288185,m,0.000148123,m,0.000148123
m,0.000735983,m,0.000735983,3,0.00041797,3,0.00041797,m,0.000162308,m,0.000162308
m,0.000666899,m,0.000666899,3,0.00043288,3,0.00043288,m,0.000130737,m,0.000130737
m,0.00060706,m,0.00060706,3,0.000270505,3,0.000270505,m,0.000164478,m,0.000164478
m,0.000649531,m,0.000649531,3,0.000447242,3,0.000447242,m,0.000197477,m,0.000197477
m,0.000765038,m,0.000765038,3,0.000334348,3,0.000334348,m,0.000195959,m,0.000195959
m,0.000617513,m,0.000617513,3,0.000298308,3,0.000298308,m,9.28E-05,m,9.28E-05
m,0.000664034,m,0.000664034,3,0.000433431,3,0.000433431,m,0.000152915,m,0.000152915
m,0.000582223,m,0.000582223,3,0.000276224,3,0.000276224,m,0.000178001,m,0.000178001
m,0.000674001,m,0.000674001,3,0.000398453,3,0.000398453,m,0.000141001,m,0.000141001
m,0.000665455,m,0.000665455,3,0.000274592,3,0.000274592,m,0.000133093,m,0.000133093
m,0.000615193,m,0.000615193,3,0.000341678,3,0.000341678,m,0.00014479,m,0.00014479
m,0.000546542,m,0.000546542,3,0.000375904,3,0.000375904,m,0.000120381,m,0.000120381
m,0.000620748,m,0.000620748,3,0.000429221,3,0.000429221,m,0.000136191,m,0.000136191
m,0.000562329,m,0.000562329,3,0.000300399,3,0.000300399,m,0.00018078,m,0.00018078
m,0.000532295,m,0.000532295,3,0.000355743,3,0.000355743,m,0.000192581,m,0.000192581
m,0.000628173,m,0.000628173,3,0.000413248,3,0.000413248,m,9.39E-05,m,9.39E-05
m,0.000725095,m,0.000725095,3,0.000322299,3,0.000322299,m,0.000235219,m,0.000235219
m,0.000602947,m,0.000602947,3,0.000345179,3,0.000345179,m,0.000119931,m,0.000119931
m,0.000652242,m,0.000652242,3,0.000395018,3,0.000395018,m,0.000116465,m,0.000116465
m,0.000684911,m,0.000684911,3,0.000391152,3,0.000391152,m,0.000195678,m,0.000195678
m,0.000640808,m,0.000640808,3,0.000240315,3,0.000240315,m,0.000137657,m,0.000137657
m,0.000610034,m,0.000610034,3,0.000343408,3,0.000343408,m,9.77E-05,m,9.77E-05
m,0.000764406,m,0.000764406,3,0.000426819,3,0.000426819,m,0.000137559,m,0.000137559
m,0.000606656,m,0.000606656,3,0.000461538,3,0.000461538,m,0.000112284,m,0.000112284
m,0.000672543,m,0.000672543,3,0.000393559,3,0.000393559,m,0.000182955,m,0.000182955
m,0.000691687,m,0.000691687,3,0.000399647,3,0.000399647,m,0.000130863,m,0.000130863
m,0.000745029,m,0.000745029,3,0.000202243,3,0.000202243,m,0.000147663,m,0.000147663
m,0.000761574,m,0.000761574,3,0.000250962,3,0.000250962,m,0.000194288,m,0.000194288
m,0.000661102,m,0.000661102,3,0.000313187,3,0.000313187,m,0.0001165,m,0.0001165
m,0.000705256,m,0.000705256,3,0.000395162,3,0.000395162,m,0.00016777,m,0.00016777
m,0.000697753,m,0.000697753,3,0.000332386,3,0.000332386,m,0.00014132,m,0.00014132
m,0.000625445,m,0.000625445,3,0.000462048,3,0.000462048,m,8.59E-05,m,8.59E-05
m,0.000666622,m,0.000666622,3,0.00036211,3,0.00036211,m,0.000106325,m,0.000106325
m,0.000649809,m,0.000649809,3,0.000329025,3,0.000329025,m,0.00011961,m,0.00011961
m,0.000573953,m,0.000573953,3,0.000357312,3,0.000357312,m,0.000117525,m,0.000117525
m,0.000655679,m,0.000655679,3,0.000387044,3,0.000387044,m,0.000233865,m,0.000233865
m,0.000810313,m,0.000810313,3,0.000314827,3,0.000314827,m,0.000169751,m,0.000169751
m,0.000656098,m,0.000656098,3,0.000301303,3,0.000301303,m,0.000145318,m,0.000145318
m,0.000596244,m,0.000596244,3,0.000365583,3,0.000365583,m,0.000148682,m,0.000148682
m,0.000731792,m,0.000731792,3,0.000287469,3,0.000287469,m,0.000116534,m,0.000116534
m,0.000642847,m,0.000642847,3,0.000364486,3,0.000364486,m,0.000130494,m,0.000130494
m,0.000688615,m,0.000688615,3,0.000374105,3,0.000374105,m,0.000146538,m,0.000146538
m,0.000655564,m,0.000655564,3,0.000221311,3,0.000221311,m,0.000135035,m,0.000135035
m,0.000725008,m,0.000725008,3,0.000376196,3,0.000376196,m,0.000192679,m,0.000192679
m,0.000655972,m,0.000655972,3,0.000406542,3,0.000406542,m,0.000171815,m,0.000171815
m,0.000628804,m,0.000628804,3,0.000318474,3,0.000318474,m,0.000173425,m,0.000173425
m,0.000580022,m,0.000580022,3,0.00030727,3,0.00030727,m,0.000172664,m,0.000172664
m,0.000699445,m,0.000699445,3,0.000451442,3,0.000451442,m,0.000151169,m,0.000151169
m,0.000620038,m,0.000620038,3,0.000360322,3,0.000360322,m,0.000160981,m,0.000160981
m,0.000679552,m,0.000679552,3,0.00042251,3,0.00042251,m,0.000125964,m,0.000125964
m,0.000637659,m,0.000637659,3,0.000406634,3,0.000406634,m,0.000164183,m,0.000164183
m,0.000548437,m,0.000548437,3,0.00043065,3,0.00043065,m,0.000118121,m,0.000118121
m,0.000661591,m,0.000661591,3,0.000348079,3,0.000348079,m,0.000172546,m,0.000172546
m,0.000642532,m,0.000642532,3,0.000404002,3,0.000404002,m,0.00013813,m,0.00013813
m,0.000730172,m,0.000730172,3,0.000378276,3,0.000378276,m,0.000189944,m,0.000189944
m,0.000501581,m,0.000501581,3,0.00029039,3,0.00029039,m,9.52E-05,m,9.52E-05
m,0.00067317,m,0.00067317,3,0.000395276,3,0.000395276,m,8.96E-05,m,8.96E-05
m,0.00062684,m,0.00062684,3,0.000433484,3,0.000433484,m,0.000166025,m,0.000166025
m,0.00072451,m,0.00072451,3,0.000364794,3,0.000364794,m,0.000159393,m,0.000159393
m,0.000683953,m,0.000683953,3,0.000289286,3,0.000289286,m,9.80E-05,m,9.80E-05
m,0.000704949,m,0.000704949,3,0.000347825,3,0.000347825,m,0.00010431,m,0.00010431
m,0.000633807,m,0.000633807,3,0.000393035,3,0.000393035,m,0.000106662,m,0.000106662
m,0.000692325,m,0.000692325,3,0.000389995,3,0.000389995,m,0.000202219,m,0.000202219
m,0.00063938,m,0.00063938,3,0.000379072,3,0.000379072,m,0.000159467,m,0.000159467
m,0.00068762,m,0.00068762,3,0.00037864,3,0.00037864,m,0.00012483,m,0.00012483
m,0.000672237,m,0.000672237,3,0.00037328,3,0.00037328,m,0.000214515,m,0.000214515
m,0.000650171,m,0.000650171,3,0.000368646,3,0.000368646,m,0.000136765,m,0.000136765
m,0.0007044,m,0.0007044,3,0.000373535,3,0.000373535,m,0.00012773,m,0.00012773
m,0.000674061,m,0.000674061,3,0.000430206,3,0.000430206,m,0.000192399,m,0.000192399
m,0.00065656,m,0.00065656,3,0.000434753,3,0.000434753,m,0.000181738,m,0.000181738
m,0.000654455,m,0.000654455,3,0.000297243,3,0.000297243,m,0.000192548,m,0.000192548
m,0.000673261,m,0.000673261,3,0.00042908,3,0.00042908,m,8.07E-05,m,8.07E-05
m,0.000628834,m,0.000628834,3,0.000294664,3,0.000294664,m,0.000217216,m,0.000217216
m,0.00069747,m,0.00069747,3,0.000327452,3,0.000327452,m,0.000183181,m,0.000183181
m,0.000636675,m,0.000636675,3,0.000255471,3,0.000255471,m,0.000155422,m,0.000155422
m,0.000618877,m,0.000618877,3,0.000439559,3,0.000439559,m,0.000173233,m,0.000173233
m,0.000712192,m,0.000712192,3,0.000299213,3,0.000299213,m,0.000248644,m,0.000248644
m,0.00060714,m,0.00060714,3,0.000356083,3,0.000356083,m,0.000173835,m,0.000173835
m,0.000608315,m,0.000608315,3,0.000355958,3,0.000355958,m,0.000140922,m,0.000140922
m,0.000616192,m,0.000616192,3,0.000390843,3,0.000390843,m,0.00014015,m,0.00014015
m,0.000649316,m,0.000649316,3,0.00027125,3,0.00027125,m,0.000168866,m,0.000168866
m,0.000755851,m,0.000755851,3,0.000380911,3,0.000380911,m,0.000187542,m,0.000187542
m,0.000626535,m,0.000626535,3,0.000312846,3,0.000312846,m,0.000130644,m,0.000130644
m,0.000704929,m,0.000704929,3,0.000311947,3,0.000311947,m,0.00017869,m,0.00017869
m,0.000693731,m,0.000693731,3,0.000296204,3,0.000296204,m,0.000160495,m,0.000160495
m,0.000619359,m,0.000619359,3,0.0003408,3,0.0003408,m,0.000165621,m,0.000165621
m,0.000661919,m,0.000661919,3,0.000295722,3,0.000295722,m,0.000163969,m,0.000163969
m,0.00073631,m,0.00073631,3,0.000300416,3,0.000300416,m,0.000200609,m,0.000200609
m,0.000578868,m,0.000578868,3,0.00041895,3,0.00041895,m,0.000134699,m,0.000134699
m,0.000769781,m,0.000769781,3,0.000344266,3,0.000344266,m,0.000243312,m,0.000243312
m,0.000592691,m,0.000592691,3,0.000395865,3,0.000395865,m,0.000157899,m,0.000157899
m,0.000564643,m,0.000564643,3,0.000392538,3,0.000392538,m,0.000150568,m,0.000150568
m,0.000745305,m,0.000745305,3,0.000240227,3,0.000240227,m,0.00021682,m,0.00021682
m,0.000634514,m,0.000634514,3,0.000252465,3,0.000252465,m,0.00015752,m,0.00015752
m,0.000625604,m,0.000625604,3,0.0003956,3,0.0003956,m,0.000128823,m,0.000128823
m,0.000637329,m,0.000637329,3,0.000380013,3,0.000380013,m,0.000153094,m,0.000153094
m,0.000645232,m,0.000645232,3,0.000294453,3,0.000294453,m,0.000216872,m,0.000216872
m,0.000650143,m,0.000650143,3,0.000478778,3,0.000478778,m,0.000122109,m,0.000122109
m,0.000633281,m,0.000633281,3,0.000394809,3,0.000394809,m,0.000187439,m,0.000187439
m,0.000653259,m,0.000653259,3,0.000466704,3,0.000466704,m,0.000152181,m,0.000152181
m,0.000547467,m,0.000547467,3,0.00034883,3,0.00034883,m,0.000116871,m,0.000116871
m,0.000567803,m,0.000567803,3,0.000426168,3,0.000426168,m,0.000113537,m,0.000113537
m,0.000736562,m,0.000736562,3,0.000419922,3,0.000419922,m,0.000197065,m,0.000197065
m,0.000632128,m,0.000632128,3,0.000390614,3,0.000390614,m,0.000146852,m,0.000146852
m,0.000673687,m,0.000673687,3,0.00030654,3,0.00030654,m,0.000166113,m,0.000166113
m,0.000543788,m,0.000543788,3,0.000296801,3,0.000296801,m,0.000162971,m,0.000162971
m,0.000608129,m,0.000608129,3,0.000428138,3,0.000428138,m,0.000183822,m,0.000183822
m,0.000679018,m,0.000679018,3,0.000325983,3,0.000325983,m,0.000197605,m,0.000197605
m,0.000604336,m,0.000604336,3,0.000341953,3,0.000341953,m,0.000163919,m,0.000163919
m,0.00061512,m,0.00061512,3,0.00032603,3,0.00032603,m,0.000156013,m,0.000156013
m,0.000643822,m,0.000643822,3,0.000330786,3,0.000330786,m,0.000223649,m,0.000223649
m,0.000652799,m,0.000652799,3,0.000460725,3,0.000460725,m,0.000116574,m,0.000116574
m,0.000687062,m,0.000687062,3,0.000376697,3,0.000376697,m,0.000202936,m,0.000202936
m,0.000777027,m,0.000777027,3,0.000442549,3,0.000442549,m,0.000141938,m,0.000141938
m,0.000526076,m,0.000526076,3,0.000207602,3,0.000207602,m,8.32E-05,m,8.32E-05
m,0.000603448,m,0.000603448,3,0.00029175,3,0.00029175,m,0.000181786,m,0.000181786
m,0.000542023,m,0.000542023,3,0.000399534,3,0.000399534,m,0.000141473,m,0.000141473
m,0.00062087,m,0.00062087,3,0.000378034,3,0.000378034,m,0.000193842,m,0.000193842
m,0.00067402,m,0.00067402,3,0.00039648,3,0.00039648,m,0.000188048,m,0.000188048
m,0.000792721,m,0.000792721,3,0.00041288,3,0.00041288,m,0.000207313,m,0.000207313
m,0.000662149,m,0.000662149,3,0.000341235,3,0.000341235,m,0.000127207,m,0.000127207
m,0.000692733,m,0.000692733,3,0.000386075,3,0.000386075,m,0.000180627,m,0.000180627
m,0.000746224,m,0.000746224,3,0.000332151,3,0.000332151,m,0.000203997,m,0.000203997
m,0.000636642,m,0.000636642,3,0.000343405,3,0.000343405,m,0.000136698,m,0.000136698
m,0.000679413,m,0.000679413,3,0.000327497,3,0.000327497,m,0.000219279,m,0.000219279
m,0.000594195,m,0.000594195,3,0.000334736,3,0.000334736,m,0.000148677,m,0.000148677
m,0.000698842,m,0.000698842,3,0.000348348,3,0.000348348,m,7.72E-05,m,7.72E-05
m,0.000680807,m,0.000680807,3,0.000334089,3,0.000334089,m,0.000193865,m,0.000193865
m,0.000710889,m,0.000710889,3,0.000358099,3,0.000358099,m,0.000162778,m,0.000162778
m,0.000647847,m,0.000647847,3,0.000351414,3,0.000351414,m,0.000156886,m,0.000156886
m,0.000621316,m,0.000621316,3,0.000394175,3,0.000394175,m,0.000142038,m,0.000142038
m,0.000713879,m,0.000713879,3,0.000327619,3,0.000327619,m,0.000123912,m,0.000123912
m,0.000673195,m,0.000673195,3,0.00026499,3,0.00026499,m,9.42E-05,m,9.42E-05
m,0.000697198,m,0.000697198,3,0.000410867,3,0.000410867,m,0.000121387,m,0.000121387
m,0.000643919,m,0.000643919,3,0.000349967,3,0.000349967,m,0.000148689,m,0.000148689
m,0.000565801,m,0.000565801,3,0.000407289,3,0.000407289,m,0.000195317,m,0.000195317
m,0.000659119,m,0.000659119,3,0.000431997,3,0.000431997,m,0.00014277,m,0.00014277
m,0.00059807,m,0.00059807,3,0.000436026,3,0.000436026,m,0.000158974,m,0.000158974
m,0.000519226,m,0.000519226,3,0.000385453,3,0.000385453,m,0.000208823,m,0.000208823
m,0.000635521,m,0.000635521,3,0.000361659,3,0.000361659,m,0.000163946,m,0.000163946
m,0.000603773,m,0.000603773,3,0.00039835,3,0.00039835,m,0.00016481,m,0.00016481
m,0.000755403,m,0.000755403,3,0.000313483,3,0.000313483,m,0.000143211,m,0.000143211
m,0.000663611,m,0.000663611,3,0.000402809,3,0.000402809,m,0.000120711,m,0.000120711
m,0.000615476,m,0.000615476,3,0.000376371,3,0.000376371,m,0.000151463,m,0.000151463
m,0.000790819,m,0.000790819,3,0.000274649,3,0.000274649,m,0.000189342,m,0.000189342
m,0.000683953,m,0.000683953,3,0.000423636,3,0.000423636,m,0.000121375,m,0.000121375
m,0.000632999,m,0.000632999,3,0.000338479,3,0.000338479,m,0.000114819,m,0.000114819
m,0.000705417,m,0.000705417,3,0.000275118,3,0.000275118,m,0.000130153,m,0.000130153
m,0.000682268,m,0.000682268,3,0.00033971,3,0.00033971,m,0.000175019,m,0.000175019
m,0.000756524,m,0.000756524,3,0.000476248,3,0.000476248,m,0.000209037,m,0.000209037
m,0.000711002,m,0.000711002,3,0.000394394,3,0.000394394,m,0.000212907,m,0.000212907
m,0.000684411,m,0.000684411,3,0.000508055,3,0.000508055,m,0.000109966,m,0.000109966
m,0.000570277,m,0.000570277,3,0.000243771,3,0.000243771,m,0.00022887,m,0.00022887
m,0.000585085,m,0.000585085,3,0.000329957,3,0.000329957,m,0.000132796,m,0.000132796
m,0.000586514,m,0.000586514,3,0.000308238,3,0.000308238,m,9.14E-05,m,9.14E-05
m,0.000609395,m,0.000609395,3,0.000329911,3,0.000329911,m,0.00015185,m,0.00015185
m,0.000712902,m,0.000712902,3,0.000362794,3,0.000362794,m,0.000180468,m,0.000180468
m,0.000564064,m,0.000564064,3,0.000303161,3,0.000303161,m,0.000100649,m,0.000100649
m,0.000744709,m,0.000744709,3,0.00028864,3,0.00028864,m,0.000152974,m,0.000152974
m,0.000675299,m,0.000675299,3,0.000423086,3,0.000423086,m,0.000116795,m,0.000116795
m,0.000737879,m,0.000737879,3,0.000364004,3,0.000364004,m,0.000184614,m,0.000184614
m,0.000620581,m,0.000620581,3,0.00039462,3,0.00039462,m,0.000110933,m,0.000110933
m,0.000795251,m,0.000795251,3,0.000283838,3,0.000283838,m,0.000109875,m,0.000109875
m,0.000604671,m,0.000604671,3,0.000340244,3,0.000340244,m,7.48E-05,m,7.48E-05
m,0.000679923,m,0.000679923,3,0.000302189,3,0.000302189,m,0.000126367,m,0.000126367
m,0.000502194,m,0.000502194,3,0.000296566,3,0.000296566,m,0.000190092,m,0.000190092
m,0.000654955,m,0.000654955,3,0.000373177,3,0.000373177,m,0.000207665,m,0.000207665
m,0.00068726,m,0.00068726,3,0.000379957,3,0.000379957,m,0.000149422,m,0.000149422
m,0.000614523,m,0.000614523,3,0.00045455,3,0.00045455,m,0.000113434,m,0.000113434
m,0.000615382,m,0.000615382,3,0.000363915,3,0.000363915,m,0.000205365,m,0.000205365
m,0.000721096,m,0.000721096,3,0.000384245,3,0.000384245,m,0.000159274,m,0.000159274
m,0.000661285,m,0.000661285,3,0.000365034,3,0.000365034,m,0.000110871,m,0.000110871
m,0.000699166,m,0.000699166,3,0.000341361,3,0.000341361,m,0.000217442,m,0.000217442
m,0.000636187,m,0.000636187,3,0.000331077,3,0.000331077,m,0.000149797,m,0.000149797
m,0.000709485,m,0.000709485,3,0.000357031,3,0.000357031,m,0.000241389,m,0.000241389
m,0.000679789,m,0.000679789,3,0.000415642,3,0.000415642,m,0.00016916,m,0.00016916
m,0.000627964,m,0.000627964,3,0.000329926,3,0.000329926,m,0.000111319,m,0.000111319
m,0.000682043,m,0.000682043,3,0.000383737,3,0.000383737,m,0.00010842,m,0.00010842
m,0.000618052,m,0.000618052,3,0.00032837,3,0.00032837,m,0.000140926,m,0.000140926
m,0.000814173,m,0.000814173,3,0.000481229,3,0.000481229,m,0.000135288,m,0.000135288
m,0.00062181,m,0.00062181,3,0.000391073,3,0.000391073,m,0.000144513,m,0.000144513
m,0.000553244,m,0.000553244,3,0.000329342,3,0.000329342,m,0.000106949,m,0.000106949
m,0.000758441,m,0.000758441,3,0.000368834,3,0.000368834,m,0.000126168,m,0.000126168
m,0.000666787,m,0.000666787,3,0.000293207,3,0.000293207,m,0.000164778,m,0.000164778
m,0.000576809,m,0.000576809,3,0.000243097,3,0.000243097,m,0.000120351,m,0.000120351
m,0.000768642,m,0.000768642,3,0.000448245,3,0.000448245,m,0.000139338,m,0.000139338
m,0.00054712,m,0.00054712,3,0.000440437,3,0.000440437,m,0.000146003,m,0.000146003
m,0.000596429,m,0.000596429,3,0.000315211,3,0.000315211,m,0.000140773,m,0.000140773
m,0.000718281,m,0.000718281,3,0.000369066,3,0.000369066,m,0.000166279,m,0.000166279
m,0.00061282,m,0.00061282,3,0.000383551,3,0.000383551,m,0.000203151,m,0.000203151
m,0.000626551,m,0.000626551,3,0.000362233,3,0.000362233,m,8.67E-05,m,8.67E-05
m,0.000691788,m,0.000691788,3,0.000360509,3,0.000360509,m,9.87E-05,m,9.87E-05
m,0.000704838,m,0.000704838,3,0.000301147,3,0.000301147,m,0.000220372,m,0.000220372
m,0.000667927,m,0.000667927,3,0.000271576,3,0.000271576,m,0.000116413,m,0.000116413
m,0.000661226,m,0.000661226,3,0.000390303,3,0.000390303,m,0.000321441,m,0.000321441
m,0.000630438,m,0.000630438,3,0.000480674,3,0.000480674,m,0.000105717,m,0.000105717
m,0.000634862,m,0.000634862,3,0.000363666,3,0.000363666,m,0.000114111,m,0.000114111
m,0.000668416,m,0.000668416,3,0.000505882,3,0.000505882,m,0.000164961,m,0.000164961
m,0.000744926,m,0.000744926,3,0.000303875,3,0.000303875,m,0.000102473,m,0.000102473
m,0.000649154,m,0.000649154,3,0.000330376,3,0.000330376,m,0.000105679,m,0.000105679
m,0.000682191,m,0.000682191,3,0.000308078,3,0.000308078,m,0.000168792,m,0.000168792
m,0.000715628,m,0.000715628,3,0.000382897,3,0.000382897,m,0.000116351,m,0.000116351
m,0.00051957,m,0.00051957,3,0.000457958,3,0.000457958,m,0.000127496,m,0.000127496
m,0.000636808,m,0.000636808,3,0.000389443,3,0.000389443,m,0.000145158,m,0.000145158
m,0.000626769,m,0.000626769,3,0.000452529,3,0.000452529,m,0.000176565,m,0.000176565
m,0.000693286,m,0.000693286,3,0.000350477,3,0.000350477,m,0.000113254,m,0.000113254
m,0.000642746,m,0.000642746,3,0.000315473,3,0.000315473,m,0.000178279,m,0.000178279
m,0.000562829,m,0.000562829,3,0.000340672,3,0.000340672,m,0.000151111,m,0.000151111
m,0.000685287,m,0.000685287,3,0.000304768,3,0.000304768,m,0.000143554,m,0.000143554
m,0.000547027,m,0.000547027,3,0.000275327,3,0.000275327,m,0.000137041,m,0.000137041
m,0.000748819,m,0.000748819,3,0.000387245,3,0.000387245,m,0.00013521,m,0.00013521
m,0.000654586,m,0.000654586,3,0.000319063,3,0.000319063,m,0.000194201,m,0.000194201
m,0.000571768,m,0.000571768,3,0.000297485,3,0.000297485,m,0.000164597,m,0.000164597
m,0.000645084,m,0.000645084,3,0.00034764,3,0.00034764,m,0.000174128,m,0.000174128
m,0.000769562,m,0.000769562,3,0.000264796,3,0.000264796,m,0.000192772,m,0.000192772
m,0.00066632,m,0.00066632,3,0.000445234,3,0.000445234,m,0.000134961,m,0.000134961
m,0.000741449,m,0.000741449,3,0.00031615,3,0.00031615,m,0.000206933,m,0.000206933
m,0.000668835,m,0.000668835,3,0.000342258,3,0.000342258,m,9.43E-05,m,9.43E-05
m,0.000848539,m,0.000848539,3,0.000406771,3,0.000406771,m,0.000103227,m,0.000103227
m,0.000750956,m,0.000750956,3,0.000407315,3,0.000407315,m,0.000168433,m,0.000168433
m,0.000659675,m,0.000659675,3,0.00029236,3,0.00029236,m,0.000193223,m,0.000193223
