cond.s.m,echo.s.m,cond.p.m,echo.p.m
s,5.36452E-05,p,0.000160936
s,8.6811E-05,p,0.000260433
s,5.73744E-05,p,0.000172123
s,4.92492E-05,p,0.000147748
s,5.78531E-05,p,0.000173559
s,5.68897E-05,p,0.000170669
s,5.45968E-05,p,0.00016379
s,4.87538E-05,p,0.000146261
s,3.96581E-05,p,0.000118974
s,5.60675E-05,p,0.000168203
s,4.74024E-05,p,0.000142207
s,4.86153E-05,p,0.000145846
s,3.90893E-05,p,0.000117268
s,3.37177E-05,p,0.000101153
s,5.35437E-05,p,0.000160631
s,6.11905E-05,p,0.000183571
s,4.6391E-05,p,0.000139173
s,7.27716E-05,p,0.000218315
s,4.61756E-05,p,0.000138527
s,5.19657E-05,p,0.000155897
s,6.06537E-05,p,0.000181961
s,5.1726E-05,p,0.000155178
s,7.21593E-05,p,0.000216478
s,6.33351E-05,p,0.000190005
s,5.60449E-05,p,0.000168135
s,6.51511E-05,p,0.000195453
s,3.2682E-05,p,9.80461E-05
s,7.3948E-05,p,0.000221844
s,4.77715E-05,p,0.000143315
s,5.82396E-05,p,0.000174719
s,3.42561E-05,p,0.000102768
s,5.72002E-05,p,0.000171601
s,4.23715E-05,p,0.000127114
s,5.41976E-05,p,0.000162593
s,5.01718E-05,p,0.000150515
s,5.80828E-05,p,0.000174248
s,5.61276E-05,p,0.000168383
s,4.0895E-05,p,0.000122685
s,6.69157E-05,p,0.000200747
s,5.97899E-05,p,0.00017937
s,7.89002E-05,p,0.0002367
s,4.79485E-05,p,0.000143846
s,4.91994E-05,p,0.000147598
s,4.30803E-05,p,0.000129241
s,5.13088E-05,p,0.000153926
s,3.68598E-05,p,0.000110579
s,3.98854E-05,p,0.000119656
s,4.94338E-05,p,0.000148301
s,4.68771E-05,p,0.000140631
s,8.14695E-05,p,0.000244408
s,3.92242E-05,p,0.000117673
s,7.27361E-05,p,0.000218208
s,6.14976E-05,p,0.000184493
s,6.16565E-05,p,0.000184969
s,4.48136E-05,p,0.000134441
s,6.02649E-05,p,0.000180795
s,4.85343E-05,p,0.000145603
s,4.10608E-05,p,0.000123182
s,7.3326E-05,p,0.000219978
s,3.28434E-05,p,9.85301E-05
s,3.11521E-05,p,9.34564E-05
s,6.87681E-05,p,0.000206304
s,4.55698E-05,p,0.000136709
s,4.62444E-05,p,0.000138733
s,4.96565E-05,p,0.000148969
s,5.19077E-05,p,0.000155723
s,3.67769E-05,p,0.000110331
s,4.67515E-05,p,0.000140255
s,8.14765E-05,p,0.00024443
s,4.48086E-05,p,0.000134426
s,3.70419E-05,p,0.000111126
s,4.8219E-05,p,0.000144657
s,4.47678E-05,p,0.000134304
s,5.38854E-05,p,0.000161656
s,6.65459E-05,p,0.000199638
s,4.76151E-05,p,0.000142845
s,8.6842E-05,p,0.000260526
s,3.66809E-05,p,0.000110043
s,4.33799E-05,p,0.00013014
s,5.88026E-05,p,0.000176408
s,4.45392E-05,p,0.000133618
s,5.74327E-05,p,0.000172298
s,5.8251E-05,p,0.000174753
s,4.47124E-05,p,0.000134137
s,5.32693E-05,p,0.000159808
s,4.19203E-05,p,0.000125761
s,5.96348E-05,p,0.000178905
s,4.29485E-05,p,0.000128845
s,4.8344E-05,p,0.000145032
s,6.18836E-05,p,0.000185651
s,4.74603E-05,p,0.000142381
s,5.07122E-05,p,0.000152136
s,4.93828E-05,p,0.000148148
s,4.89505E-05,p,0.000146852
s,5.63436E-05,p,0.000169031
s,3.98651E-05,p,0.000119595
s,5.2613E-05,p,0.000157839
s,6.12086E-05,p,0.000183626
s,4.36934E-05,p,0.00013108
s,7.29821E-05,p,0.000218946
s,5.42211E-05,p,0.000162663
s,5.5112E-05,p,0.000165336
s,4.9666E-05,p,0.000148998
s,4.13656E-05,p,0.000124097
s,3.93509E-05,p,0.000118053
s,4.69366E-05,p,0.00014081
s,4.36408E-05,p,0.000130922
s,4.63635E-05,p,0.00013909
s,5.4662E-05,p,0.000163986
s,3.81516E-05,p,0.000114455
s,4.40558E-05,p,0.000132167
s,5.12786E-05,p,0.000153836
s,3.95996E-05,p,0.000118799
s,4.26895E-05,p,0.000128068
s,3.7883E-05,p,0.000113649
s,6.40741E-05,p,0.000192222
s,5.99587E-05,p,0.000179876
s,4.9109E-05,p,0.000147327
s,4.07262E-05,p,0.000122179
s,4.18996E-05,p,0.000125699
s,5.59139E-05,p,0.000167742
s,3.49805E-05,p,0.000104942
s,6.73587E-05,p,0.000202076
s,5.83044E-05,p,0.000174913
s,5.72032E-05,p,0.00017161
s,6.0555E-05,p,0.000181665
s,5.10319E-05,p,0.000153096
s,4.5708E-05,p,0.000137124
s,3.54314E-05,p,0.000106294
s,5.44236E-05,p,0.000163271
s,5.24001E-05,p,0.0001572
s,6.53068E-05,p,0.00019592
s,4.27348E-05,p,0.000128204
s,3.43158E-05,p,0.000102948
s,3.56519E-05,p,0.000106956
s,4.72033E-05,p,0.00014161
s,6.81484E-05,p,0.000204445
s,4.29328E-05,p,0.000128798
s,6.46158E-05,p,0.000193847
s,5.62868E-05,p,0.00016886
s,7.17773E-05,p,0.000215332
s,4.60812E-05,p,0.000138244
s,4.87578E-05,p,0.000146273
s,6.35692E-05,p,0.000190708
s,6.70372E-05,p,0.000201112
s,3.5263E-05,p,0.000105789
s,7.38561E-05,p,0.000221568
s,5.78182E-05,p,0.000173455
s,8.49417E-05,p,0.000254825
s,6.06911E-05,p,0.000182073
s,5.12948E-05,p,0.000153884
s,4.10294E-05,p,0.000123088
s,5.33847E-05,p,0.000160154
s,5.37866E-05,p,0.00016136
s,4.84538E-05,p,0.000145361
s,4.2945E-05,p,0.000128835
s,6.54196E-05,p,0.000196259
s,6.44763E-05,p,0.000193429
s,5.09869E-05,p,0.000152961
s,4.06645E-05,p,0.000121994
s,5.09319E-05,p,0.000152796
s,6.30919E-05,p,0.000189276
s,5.22459E-05,p,0.000156738
s,3.9127E-05,p,0.000117381
s,4.39417E-05,p,0.000131825
s,4.97634E-05,p,0.00014929
s,6.07118E-05,p,0.000182135
s,5.69441E-05,p,0.000170832
s,3.14363E-05,p,9.43088E-05
s,6.39102E-05,p,0.000191731
s,6.58587E-05,p,0.000197576
s,4.41663E-05,p,0.000132499
s,5.63956E-05,p,0.000169187
s,6.16165E-05,p,0.000184849
s,5.69142E-05,p,0.000170743
s,6.86599E-05,p,0.00020598
s,2.31061E-05,p,6.93183E-05
s,5.54086E-05,p,0.000166226
s,4.42108E-05,p,0.000132632
s,5.53125E-05,p,0.000165938
s,4.54034E-05,p,0.00013621
s,5.35379E-05,p,0.000160614
s,3.23885E-05,p,9.71655E-05
s,4.29475E-05,p,0.000128843
s,4.51153E-05,p,0.000135346
s,2.55352E-05,p,7.66057E-05
s,5.49627E-05,p,0.000164888
s,4.80846E-05,p,0.000144254
s,3.93273E-05,p,0.000117982
s,3.56259E-05,p,0.000106878
s,5.86435E-05,p,0.00017593
s,4.93017E-05,p,0.000147905
s,4.07915E-05,p,0.000122374
s,6.00509E-05,p,0.000180153
s,5.23806E-05,p,0.000157142
s,5.65903E-05,p,0.000169771
s,3.82797E-05,p,0.000114839
s,4.77193E-05,p,0.000143158
s,4.881E-05,p,0.00014643
s,3.34526E-05,p,0.000100358
s,5.26387E-05,p,0.000157916
s,5.62576E-05,p,0.000168773
s,6.29883E-05,p,0.000188965
s,5.2282E-05,p,0.000156846
s,4.20513E-05,p,0.000126154
s,4.71607E-05,p,0.000141482
s,7.91087E-05,p,0.000237326
s,2.88383E-05,p,8.6515E-05
s,3.49E-05,p,0.0001047
s,4.98004E-05,p,0.000149401
s,4.12411E-05,p,0.000123723
s,3.99821E-05,p,0.000119946
s,4.169E-05,p,0.00012507
s,4.56311E-05,p,0.000136893
s,6.25371E-05,p,0.000187611
s,4.25698E-05,p,0.000127709
s,3.16661E-05,p,9.49982E-05
s,6.15343E-05,p,0.000184603
s,5.52275E-05,p,0.000165682
s,5.44742E-05,p,0.000163422
s,2.63792E-05,p,7.91376E-05
s,7.21459E-05,p,0.000216438
s,4.68148E-05,p,0.000140444
s,4.98716E-05,p,0.000149615
s,4.15856E-05,p,0.000124757
s,4.54662E-05,p,0.000136398
s,5.44331E-05,p,0.000163299
s,4.01907E-05,p,0.000120572
s,5.40149E-05,p,0.000162045
s,4.75745E-05,p,0.000142724
s,4.01792E-05,p,0.000120538
s,2.70499E-05,p,8.11496E-05
s,5.85384E-05,p,0.000175615
s,4.92019E-05,p,0.000147606
s,4.80675E-05,p,0.000144202
s,5.82224E-05,p,0.000174667
s,4.10128E-05,p,0.000123038
s,5.12853E-05,p,0.000153856
s,3.48587E-05,p,0.000104576
s,6.74156E-05,p,0.000202247
s,5.5303E-05,p,0.000165909
s,4.93726E-05,p,0.000148118
s,5.79136E-05,p,0.000173741
s,3.82424E-05,p,0.000114727
s,6.26377E-05,p,0.000187913
s,4.39218E-05,p,0.000131765
s,5.72675E-05,p,0.000171802
s,3.59187E-05,p,0.000107756
s,5.41377E-05,p,0.000162413
s,5.20953E-05,p,0.000156286
s,4.48223E-05,p,0.000134467
s,7.42001E-05,p,0.0002226
s,3.95061E-05,p,0.000118518
s,5.82556E-05,p,0.000174767
s,6.44413E-05,p,0.000193324
s,5.28811E-05,p,0.000158643
s,6.28747E-05,p,0.000188624
s,6.01999E-05,p,0.0001806
s,5.17831E-05,p,0.000155349
s,5.05404E-05,p,0.000151621
s,6.75084E-05,p,0.000202525
s,4.88147E-05,p,0.000146444
s,5.21417E-05,p,0.000156425
s,4.81685E-05,p,0.000144505
s,3.11405E-05,p,9.34215E-05
s,6.94088E-05,p,0.000208226
s,5.39156E-05,p,0.000161747
s,5.1633E-05,p,0.000154899
s,5.58457E-05,p,0.000167537
s,3.86363E-05,p,0.000115909
s,3.48432E-05,p,0.00010453
s,5.27736E-05,p,0.000158321
s,4.75324E-05,p,0.000142597
s,5.23459E-05,p,0.000157038
s,5.38564E-05,p,0.000161569
s,4.25936E-05,p,0.000127781
s,5.63636E-05,p,0.000169091
s,6.57148E-05,p,0.000197144
s,5.17876E-05,p,0.000155363
s,4.3112E-05,p,0.000129336
s,4.89559E-05,p,0.000146868
s,4.96247E-05,p,0.000148874
s,5.74683E-05,p,0.000172405
s,3.99296E-05,p,0.000119789
s,3.70637E-05,p,0.000111191
s,6.77862E-05,p,0.000203359
s,4.03103E-05,p,0.000120931
s,4.29E-05,p,0.0001287
s,3.84031E-05,p,0.000115209
s,5.36483E-05,p,0.000160945
s,5.46836E-05,p,0.000164051
s,4.67391E-05,p,0.000140217
s,4.17576E-05,p,0.000125273
s,3.3214E-05,p,9.96419E-05
s,6.47717E-05,p,0.000194315
s,5.49012E-05,p,0.000164704
s,4.74875E-05,p,0.000142462
s,5.85008E-05,p,0.000175502
s,4.72689E-05,p,0.000141807
s,5.12136E-05,p,0.000153641
s,4.19336E-05,p,0.000125801
s,4.81008E-05,p,0.000144302
s,4.96803E-05,p,0.000149041
s,4.07877E-05,p,0.000122363
s,3.87595E-05,p,0.000116279
s,3.68435E-05,p,0.000110531
s,4.85857E-05,p,0.000145757
s,5.31173E-05,p,0.000159352
s,7.31158E-05,p,0.000219348
s,5.60401E-05,p,0.00016812
s,6.23935E-05,p,0.00018718
s,7.02787E-05,p,0.000210836
s,4.298E-05,p,0.00012894
s,4.77595E-05,p,0.000143278
s,4.29513E-05,p,0.000128854
s,5.54985E-05,p,0.000166495
s,4.70108E-05,p,0.000141033
s,5.64579E-05,p,0.000169374
s,4.43467E-05,p,0.00013304
s,3.97573E-05,p,0.000119272
s,6.72548E-05,p,0.000201764
s,4.99781E-05,p,0.000149934
s,6.56059E-05,p,0.000196818
s,4.82663E-05,p,0.000144799
s,4.23019E-05,p,0.000126906
s,4.77589E-05,p,0.000143277
s,4.0212E-05,p,0.000120636
s,5.4985E-05,p,0.000164955
s,5.33596E-05,p,0.000160079
s,4.95254E-05,p,0.000148576
s,5.27156E-05,p,0.000158147
s,4.48005E-05,p,0.000134401
s,5.01516E-05,p,0.000150455
s,5.28367E-05,p,0.00015851
s,5.30041E-05,p,0.000159012
s,4.87204E-05,p,0.000146161
s,5.3769E-05,p,0.000161307
s,3.30386E-05,p,9.91159E-05
s,0.000055913,p,0.000167739
s,5.95024E-05,p,0.000178507
s,3.90541E-05,p,0.000117162
s,2.70244E-05,p,8.10733E-05
s,4.99141E-05,p,0.000149742
s,3.64555E-05,p,0.000109366
s,3.7044E-05,p,0.000111132
s,6.09698E-05,p,0.000182909
s,7.75674E-05,p,0.000232702
s,5.03834E-05,p,0.00015115
s,5.58504E-05,p,0.000167551
s,4.89904E-05,p,0.000146971
s,5.98522E-05,p,0.000179557
s,4.07082E-05,p,0.000122125
s,5.0407E-05,p,0.000151221
s,5.89356E-05,p,0.000176807
s,4.43809E-05,p,0.000133143
s,5.60719E-05,p,0.000168216
s,4.83369E-05,p,0.000145011
s,3.6397E-05,p,0.000109191
s,3.99464E-05,p,0.000119839
s,5.39885E-05,p,0.000161966
s,5.68234E-05,p,0.00017047
s,5.26042E-05,p,0.000157813
s,4.77293E-05,p,0.000143188
s,4.53131E-05,p,0.000135939
s,5.177E-05,p,0.00015531
s,7.06744E-05,p,0.000212023
s,3.62067E-05,p,0.00010862
s,3.27348E-05,p,9.82045E-05
s,3.11901E-05,p,9.35704E-05
s,4.83518E-05,p,0.000145055
s,3.95573E-05,p,0.000118672
s,2.86285E-05,p,8.58856E-05
s,3.41382E-05,p,0.000102415
s,4.65325E-05,p,0.000139597
s,5.05317E-05,p,0.000151595
s,4.08537E-05,p,0.000122561
s,4.73842E-05,p,0.000142152
s,5.83246E-05,p,0.000174974
s,5.31084E-05,p,0.000159325
s,3.79189E-05,p,0.000113757
s,5.43647E-05,p,0.000163094
s,3.33962E-05,p,0.000100188
s,3.76483E-05,p,0.000112945
s,5.76032E-05,p,0.00017281
s,4.58573E-05,p,0.000137572
s,4.83725E-05,p,0.000145118
s,0.000048974,p,0.000146922
s,4.76947E-05,p,0.000143084
s,4.4905E-05,p,0.000134715
s,3.72526E-05,p,0.000111758
s,4.8904E-05,p,0.000146712
s,6.09407E-05,p,0.000182822
s,5.13043E-05,p,0.000153913
s,4.56054E-05,p,0.000136816
s,4.61055E-05,p,0.000138316
s,5.30062E-05,p,0.000159018
s,8.33553E-05,p,0.000250066
s,5.76335E-05,p,0.0001729
s,4.82648E-05,p,0.000144794
s,5.94717E-05,p,0.000178415
s,3.05525E-05,p,9.16574E-05
s,4.08693E-05,p,0.000122608
s,4.26141E-05,p,0.000127842
s,5.48815E-05,p,0.000164645
s,5.72398E-05,p,0.000171719
s,4.12976E-05,p,0.000123893
s,4.7921E-05,p,0.000143763
s,4.53517E-05,p,0.000136055
s,4.67173E-05,p,0.000140152
s,6.24495E-05,p,0.000187348
s,5.76499E-05,p,0.00017295
s,3.82495E-05,p,0.000114749
s,5.47858E-05,p,0.000164357
s,6.03808E-05,p,0.000181142
s,4.82265E-05,p,0.00014468
s,5.03783E-05,p,0.000151135
s,5.61505E-05,p,0.000168451
s,5.31906E-05,p,0.000159572
s,6.26663E-05,p,0.000187999
s,4.72644E-05,p,0.000141793
s,6.95726E-05,p,0.000208718
s,6.0185E-05,p,0.000180555
s,3.81168E-05,p,0.00011435
s,4.70437E-05,p,0.000141131
s,5.43755E-05,p,0.000163127
s,7.56935E-05,p,0.000227081
s,4.94739E-05,p,0.000148422
s,3.44954E-05,p,0.000103486
s,5.23892E-05,p,0.000157167
s,5.6695E-05,p,0.000170085
s,7.295E-05,p,0.00021885
s,8.56183E-05,p,0.000256855
s,6.92257E-05,p,0.000207677
s,4.48534E-05,p,0.00013456
s,6.03223E-05,p,0.000180967
s,6.55673E-05,p,0.000196702
s,7.23155E-05,p,0.000216946
s,6.22875E-05,p,0.000186862
s,4.31657E-05,p,0.000129497
s,4.42376E-05,p,0.000132713
s,5.74512E-05,p,0.000172354
s,6.11953E-05,p,0.000183586
s,4.88721E-05,p,0.000146616
s,2.49558E-05,p,7.48675E-05
s,5.50413E-05,p,0.000165124
s,6.29849E-05,p,0.000188955
s,3.81893E-05,p,0.000114568
s,3.8424E-05,p,0.000115272
s,5.19571E-05,p,0.000155871
s,4.44759E-05,p,0.000133428
s,3.72753E-05,p,0.000111826
s,5.55491E-05,p,0.000166647
s,3.9727E-05,p,0.000119181
s,4.5581E-05,p,0.000136743
s,4.37902E-05,p,0.000131371
s,6.73243E-05,p,0.000201973
s,4.11727E-05,p,0.000123518
s,5.62409E-05,p,0.000168723
s,5.60236E-05,p,0.000168071
s,6.60825E-05,p,0.000198248
s,6.27319E-05,p,0.000188196
s,4.30615E-05,p,0.000129184
s,3.84802E-05,p,0.000115441
s,4.98785E-05,p,0.000149636
s,4.78338E-05,p,0.000143502
s,4.34679E-05,p,0.000130404
s,3.87497E-05,p,0.000116249
s,5.22444E-05,p,0.000156733
s,6.74204E-05,p,0.000202261
s,6.47922E-05,p,0.000194377
s,5.99876E-05,p,0.000179963
s,5.31082E-05,p,0.000159325
s,5.84847E-05,p,0.000175454
s,6.44788E-05,p,0.000193436
s,6.54558E-05,p,0.000196367
s,5.52652E-05,p,0.000165796
s,5.88907E-05,p,0.000176672
s,5.02622E-05,p,0.000150787
s,3.77809E-05,p,0.000113343
s,4.79545E-05,p,0.000143864
s,6.34087E-05,p,0.000190226
s,5.92671E-05,p,0.000177801
s,4.74062E-05,p,0.000142219
s,4.76664E-05,p,0.000142999
s,5.07892E-05,p,0.000152367
s,6.12232E-05,p,0.000183669
s,4.74727E-05,p,0.000142418
s,3.45075E-05,p,0.000103523
s,3.92906E-05,p,0.000117872
s,3.52325E-05,p,0.000105698
s,3.82398E-05,p,0.00011472
s,3.80359E-05,p,0.000114108
s,5.91053E-05,p,0.000177316
s,3.21055E-05,p,9.63164E-05
s,5.40189E-05,p,0.000162057
s,4.64714E-05,p,0.000139414
s,6.62654E-05,p,0.000198796
s,2.96044E-05,p,8.88131E-05
s,3.68656E-05,p,0.000110597
s,5.66146E-05,p,0.000169844
s,2.59657E-05,p,7.78972E-05
s,7.91251E-05,p,0.000237375
s,2.84785E-05,p,8.54354E-05
s,5.53798E-05,p,0.000166139
s,6.07524E-05,p,0.000182257
s,4.31941E-05,p,0.000129582
s,5.63765E-05,p,0.000169129
s,4.67558E-05,p,0.000140267
s,3.48373E-05,p,0.000104512
s,5.51081E-05,p,0.000165324
s,4.68946E-05,p,0.000140684
s,4.86224E-05,p,0.000145867
s,3.16544E-05,p,9.49631E-05
s,4.54409E-05,p,0.000136323
s,5.30723E-05,p,0.000159217
s,5.35228E-05,p,0.000160568
s,5.24784E-05,p,0.000157435
s,3.37935E-05,p,0.000101381
s,6.06641E-05,p,0.000181992
s,4.68128E-05,p,0.000140438
s,3.62082E-05,p,0.000108625
s,3.96811E-05,p,0.000119043
s,4.59137E-05,p,0.000137741
s,6.17899E-05,p,0.00018537
s,5.22344E-05,p,0.000156703
s,6.66354E-05,p,0.000199906
s,3.52697E-05,p,0.000105809
s,6.31199E-05,p,0.00018936
s,5.57324E-05,p,0.000167197
s,5.50591E-05,p,0.000165177
s,5.61653E-05,p,0.000168496
s,6.58967E-05,p,0.00019769
s,3.98699E-05,p,0.00011961
s,5.93653E-05,p,0.000178096
s,5.44298E-05,p,0.000163289
s,5.14267E-05,p,0.00015428
s,5.25101E-05,p,0.00015753
s,3.31934E-05,p,9.95803E-05
s,3.65764E-05,p,0.000109729
s,5.6418E-05,p,0.000169254
s,5.95894E-05,p,0.000178768
s,3.62503E-05,p,0.000108751
s,6.39663E-05,p,0.000191899
s,6.90541E-05,p,0.000207162
s,6.20888E-05,p,0.000186266
s,3.37569E-05,p,0.000101271
s,5.81619E-05,p,0.000174486
s,4.9587E-05,p,0.000148761
s,5.14623E-05,p,0.000154387
s,4.72268E-05,p,0.00014168
s,5.0111E-05,p,0.000150333
s,5.98852E-05,p,0.000179656
s,4.17895E-05,p,0.000125368
s,7.18995E-05,p,0.000215698
s,4.97842E-05,p,0.000149352
s,4.5492E-05,p,0.000136476
s,4.60673E-05,p,0.000138202
s,3.12802E-05,p,9.38407E-05
s,3.40742E-05,p,0.000102222
s,4.85427E-05,p,0.000145628
s,5.09641E-05,p,0.000152892
s,4.05111E-05,p,0.000121533
s,3.31902E-05,p,9.95706E-05
s,5.67436E-05,p,0.000170231
s,5.18163E-05,p,0.000155449
s,5.09301E-05,p,0.00015279
s,5.13742E-05,p,0.000154123
s,4.9132E-05,p,0.000147396
s,3.2625E-05,p,9.78749E-05
s,4.06142E-05,p,0.000121842
s,5.41518E-05,p,0.000162455
s,5.29484E-05,p,0.000158845
s,4.93371E-05,p,0.000148011
s,4.23072E-05,p,0.000126922
s,6.51578E-05,p,0.000195473
s,5.10764E-05,p,0.000153229
s,5.93142E-05,p,0.000177943
s,4.9389E-05,p,0.000148167
s,5.94741E-05,p,0.000178422
s,3.75572E-05,p,0.000112672
s,4.11892E-05,p,0.000123568
s,4.33808E-05,p,0.000130142
s,3.82206E-05,p,0.000114662
s,5.47538E-05,p,0.000164262
s,5.96446E-05,p,0.000178934
s,4.50867E-05,p,0.00013526
s,4.38514E-05,p,0.000131554
s,4.16619E-05,p,0.000124986
s,4.23877E-05,p,0.000127163
s,4.3505E-05,p,0.000130515
s,4.72496E-05,p,0.000141749
s,6.94687E-05,p,0.000208406
s,5.2807E-05,p,0.000158421
s,5.24592E-05,p,0.000157378
s,5.86598E-05,p,0.000175979
s,3.5683E-05,p,0.000107049
s,7.31182E-05,p,0.000219354
s,6.39814E-05,p,0.000191944
s,2.87913E-05,p,8.63738E-05
s,5.42168E-05,p,0.00016265
s,4.96365E-05,p,0.00014891
s,5.65357E-05,p,0.000169607
s,4.91514E-05,p,0.000147454
s,5.83232E-05,p,0.00017497
s,5.73025E-05,p,0.000171907
s,4.84709E-05,p,0.000145413
s,3.79758E-05,p,0.000113927
s,4.37603E-05,p,0.000131281
s,5.75035E-05,p,0.000172511
s,4.15184E-05,p,0.000124555
s,3.99286E-05,p,0.000119786
s,5.17268E-05,p,0.00015518
s,4.93726E-05,p,0.000148118
s,4.30971E-05,p,0.000129291
s,3.37509E-05,p,0.000101253
s,2.59122E-05,p,7.77365E-05
s,6.11103E-05,p,0.000183331
s,5.79096E-05,p,0.000173729
s,4.63453E-05,p,0.000139036
s,3.40589E-05,p,0.000102177
s,4.64023E-05,p,0.000139207
s,5.22459E-05,p,0.000156738
s,3.50848E-05,p,0.000105254
s,6.63377E-05,p,0.000199013
s,4.13377E-05,p,0.000124013
s,6.09498E-05,p,0.000182849
s,6.4403E-05,p,0.000193209
s,5.40251E-05,p,0.000162075
s,2.4627E-05,p,7.38809E-05
s,4.32312E-05,p,0.000129693
s,4.58607E-05,p,0.000137582
s,5.80899E-05,p,0.00017427
s,5.01122E-05,p,0.000150337
s,5.68143E-05,p,0.000170443
s,5.76604E-05,p,0.000172981
s,5.76527E-05,p,0.000172958
s,4.34075E-05,p,0.000130223
s,3.90172E-05,p,0.000117052
s,3.33824E-05,p,0.000100147
s,5.96583E-05,p,0.000178975
s,3.59492E-05,p,0.000107848
s,5.46911E-05,p,0.000164073
s,4.24309E-05,p,0.000127293
s,4.64513E-05,p,0.000139354
s,6.12126E-05,p,0.000183638
s,4.41525E-05,p,0.000132457
s,6.10038E-05,p,0.000183011
s,2.58707E-05,p,7.76121E-05
s,5.00131E-05,p,0.000150039
s,4.6797E-05,p,0.000140391
s,5.46575E-05,p,0.000163973
s,5.24126E-05,p,0.000157238
s,4.70609E-05,p,0.000141183
s,5.7621E-05,p,0.000172863
s,3.66503E-05,p,0.000109951
s,6.11824E-05,p,0.000183547
s,4.47744E-05,p,0.000134323
s,4.63442E-05,p,0.000139033
s,5.37109E-05,p,0.000161133
s,5.79699E-05,p,0.00017391
s,4.34847E-05,p,0.000130454
s,7.36661E-05,p,0.000220998
s,4.41037E-05,p,0.000132311
s,5.63429E-05,p,0.000169029
s,5.25426E-05,p,0.000157628
s,5.31913E-05,p,0.000159574
s,5.95145E-05,p,0.000178544
s,4.29896E-05,p,0.000128969
s,5.54053E-05,p,0.000166216
s,6.7138E-05,p,0.000201414
s,6.13831E-05,p,0.000184149
s,4.28058E-05,p,0.000128417
s,4.3161E-05,p,0.000129483
s,2.75596E-05,p,8.26789E-05
s,5.64143E-05,p,0.000169243
s,3.50495E-05,p,0.000105149
s,6.18993E-05,p,0.000185698
s,6.12618E-05,p,0.000183785
s,5.89738E-05,p,0.000176921
s,3.72563E-05,p,0.000111769
s,3.96807E-05,p,0.000119042
s,5.57606E-05,p,0.000167282
s,5.21646E-05,p,0.000156494
s,6.29266E-05,p,0.00018878
s,4.49671E-05,p,0.000134901
s,7.64132E-05,p,0.00022924
s,3.72955E-05,p,0.000111887
s,5.49144E-05,p,0.000164743
s,5.12123E-05,p,0.000153637
s,4.8336E-05,p,0.000145008
s,6.71227E-05,p,0.000201368
s,7.32774E-05,p,0.000219832
s,5.20556E-05,p,0.000156167
s,6.20288E-05,p,0.000186086
s,5.05698E-05,p,0.00015171
s,4.88492E-05,p,0.000146547
s,4.33312E-05,p,0.000129994
s,5.44834E-05,p,0.00016345
s,4.77236E-05,p,0.000143171
s,6.01621E-05,p,0.000180486
s,5.61239E-05,p,0.000168372
s,4.55833E-05,p,0.00013675
s,4.14469E-05,p,0.000124341
s,4.57339E-05,p,0.000137202
s,4.24924E-05,p,0.000127477
s,4.34042E-05,p,0.000130213
s,4.13833E-05,p,0.00012415
s,5.77485E-05,p,0.000173245
s,4.49288E-05,p,0.000134786
s,3.97574E-05,p,0.000119272
s,6.2616E-05,p,0.000187848
s,5.53818E-05,p,0.000166145
s,3.95733E-05,p,0.00011872
s,3.98141E-05,p,0.000119442
s,6.56001E-05,p,0.0001968
s,7.81465E-05,p,0.000234439
s,5.28956E-05,p,0.000158687
s,5.92804E-05,p,0.000177841
s,5.24036E-05,p,0.000157211
s,4.48619E-05,p,0.000134586
s,4.64829E-05,p,0.000139449
s,5.51948E-05,p,0.000165584
s,5.16157E-05,p,0.000154847
s,5.03312E-05,p,0.000150994
s,4.31119E-05,p,0.000129336
s,4.40705E-05,p,0.000132211
s,3.91535E-05,p,0.00011746
s,5.82882E-05,p,0.000174865
s,6.95373E-05,p,0.000208612
s,3.69497E-05,p,0.000110849
s,3.25533E-05,p,9.76598E-05
s,4.47156E-05,p,0.000134147
s,4.20722E-05,p,0.000126217
s,3.91919E-05,p,0.000117576
s,8.61431E-05,p,0.000258429
s,4.95991E-05,p,0.000148797
s,3.83464E-05,p,0.000115039
s,0.00010662,p,0.00031986
s,4.25781E-05,p,0.000127734
s,6.3365E-05,p,0.000190095
s,5.36208E-05,p,0.000160862
s,6.03625E-05,p,0.000181088
s,4.85801E-05,p,0.00014574
s,7.84004E-05,p,0.000235201
s,3.54143E-05,p,0.000106243
s,2.91704E-05,p,8.75111E-05
s,3.31882E-05,p,9.95645E-05
s,5.02768E-05,p,0.00015083
s,7.05192E-05,p,0.000211558
s,5.09717E-05,p,0.000152915
s,4.96805E-05,p,0.000149041
s,7.1934E-05,p,0.000215802
s,0.000064839,p,0.000194517
s,4.77874E-05,p,0.000143362
s,3.95611E-05,p,0.000118683
s,2.35632E-05,p,7.06896E-05
s,4.77864E-05,p,0.000143359
s,5.13977E-05,p,0.000154193
s,3.9896E-05,p,0.000119688
s,4.1643E-05,p,0.000124929
s,5.58575E-05,p,0.000167572
s,6.52136E-05,p,0.000195641
s,3.08906E-05,p,9.26719E-05
s,3.61687E-05,p,0.000108506
s,4.54787E-05,p,0.000136436
s,3.53378E-05,p,0.000106013
s,4.36136E-05,p,0.000130841
s,3.95665E-05,p,0.0001187
s,5.05632E-05,p,0.00015169
s,7.08212E-05,p,0.000212463
s,5.52636E-05,p,0.000165791
s,4.91998E-05,p,0.000147599
