cond.s.m,echo.1.3,cond.p.m,echo.p.3,cond.s.m,echo.1.3,cond.p.m,echo.p.3
s,0.000118486,p,0.000355458,s,5.01477E-05,p,0.000150443
s,0.000129789,p,0.000389368,s,5.15752E-05,p,0.000154726
s,0.000139126,p,0.000417377,s,4.71432E-05,p,0.00014143
s,0.000116637,p,0.000349912,s,4.95601E-05,p,0.00014868
s,0.000105758,p,0.000317274,s,4.39409E-05,p,0.000131823
s,0.000108341,p,0.000325022,s,4.04168E-05,p,0.00012125
s,0.000122086,p,0.000366258,s,4.51146E-05,p,0.000135344
s,8.03293E-05,p,0.000240988,s,4.67318E-05,p,0.000140195
s,9.34519E-05,p,0.000280356,s,4.21296E-05,p,0.000126389
s,0.000113701,p,0.000341103,s,4.42277E-05,p,0.000132683
s,0.000112995,p,0.000338984,s,4.48855E-05,p,0.000134656
s,9.3215E-05,p,0.000279645,s,4.36966E-05,p,0.00013109
s,0.00012002,p,0.000360059,s,5.75851E-05,p,0.000172755
s,0.000116237,p,0.000348711,s,5.09847E-05,p,0.000152954
s,0.000114762,p,0.000344287,s,4.65027E-05,p,0.000139508
s,9.18684E-05,p,0.000275605,s,5.34456E-05,p,0.000160337
s,0.000134596,p,0.000403789,s,4.35291E-05,p,0.000130587
s,0.000128156,p,0.000384467,s,4.88911E-05,p,0.000146673
s,8.64408E-05,p,0.000259322,s,5.47988E-05,p,0.000164396
s,0.000122464,p,0.000367393,s,5.92679E-05,p,0.000177804
s,0.00011014,p,0.000330419,s,4.91785E-05,p,0.000147535
s,0.000111719,p,0.000335156,s,5.30931E-05,p,0.000159279
s,0.000118245,p,0.000354734,s,3.88383E-05,p,0.000116515
s,0.000113843,p,0.000341529,s,4.63265E-05,p,0.000138979
s,9.81217E-05,p,0.000294365,s,4.46091E-05,p,0.000133827
s,0.000115501,p,0.000346502,s,4.87909E-05,p,0.000146373
s,0.00014107,p,0.000423209,s,4.53728E-05,p,0.000136118
s,0.000122806,p,0.000368418,s,5.12211E-05,p,0.000153663
s,0.00011978,p,0.00035934,s,4.6477E-05,p,0.000139431
s,0.000117043,p,0.000351129,s,4.21074E-05,p,0.000126322
s,0.000124685,p,0.000374055,s,4.22916E-05,p,0.000126875
s,0.000115018,p,0.000345053,s,4.94281E-05,p,0.000148284
s,0.000101544,p,0.000304632,s,5.01294E-05,p,0.000150388
s,0.00011031,p,0.00033093,s,4.22045E-05,p,0.000126613
s,0.000123896,p,0.000371689,s,4.37573E-05,p,0.000131272
s,0.000133158,p,0.000399474,s,4.74646E-05,p,0.000142394
s,0.000111771,p,0.000335312,s,4.64176E-05,p,0.000139253
s,0.000117822,p,0.000353465,s,4.04062E-05,p,0.000121219
s,9.8364E-05,p,0.000295092,s,3.5737E-05,p,0.000107211
s,0.000130068,p,0.000390205,s,4.8629E-05,p,0.000145887
s,0.000106477,p,0.000319431,s,4.83814E-05,p,0.000145144
s,0.000106963,p,0.000320888,s,4.78622E-05,p,0.000143587
s,0.000117201,p,0.000351604,s,3.9731E-05,p,0.000119193
s,0.000111591,p,0.000334773,s,4.99302E-05,p,0.000149791
s,0.000120094,p,0.000360281,s,5.41618E-05,p,0.000162485
s,9.67557E-05,p,0.000290267,s,5.26661E-05,p,0.000157998
s,9.89605E-05,p,0.000296881,s,5.17902E-05,p,0.000155371
s,0.000111939,p,0.000335816,s,5.01143E-05,p,0.000150343
s,0.000126579,p,0.000379737,s,5.23438E-05,p,0.000157031
s,0.000128584,p,0.000385751,s,3.95642E-05,p,0.000118693
s,0.00010712,p,0.000321361,s,4.41717E-05,p,0.000132515
s,0.000105193,p,0.000315579,s,5.23E-05,p,0.0001569
s,0.000104739,p,0.000314217,s,5.60549E-05,p,0.000168165
s,0.000119934,p,0.000359801,s,4.05941E-05,p,0.000121782
s,0.000108092,p,0.000324277,s,5.88455E-05,p,0.000176537
s,0.000118223,p,0.000354669,s,4.93145E-05,p,0.000147944
s,0.000102774,p,0.000308322,s,5.76939E-05,p,0.000173082
s,0.000129028,p,0.000387084,s,3.97698E-05,p,0.000119309
s,9.79242E-05,p,0.000293773,s,3.6616E-05,p,0.000109848
s,0.000104554,p,0.000313662,s,4.65133E-05,p,0.00013954
s,0.000130449,p,0.000391346,s,4.83975E-05,p,0.000145192
s,0.000102489,p,0.000307466,s,5.17892E-05,p,0.000155368
s,0.00011195,p,0.00033585,s,4.64229E-05,p,0.000139269
s,9.86703E-05,p,0.000296011,s,4.59305E-05,p,0.000137792
s,0.000119324,p,0.000357973,s,3.7561E-05,p,0.000112683
s,9.73499E-05,p,0.00029205,s,5.47473E-05,p,0.000164242
s,0.000102201,p,0.000306602,s,3.44363E-05,p,0.000103309
s,0.000102157,p,0.000306472,s,5.72955E-05,p,0.000171886
s,0.000101449,p,0.000304347,s,6.51857E-05,p,0.000195557
s,0.000149811,p,0.000449432,s,5.31231E-05,p,0.000159369
s,0.000104735,p,0.000314206,s,4.38416E-05,p,0.000131525
s,0.000105714,p,0.000317143,s,5.2216E-05,p,0.000156648
s,0.000119825,p,0.000359475,s,4.1862E-05,p,0.000125586
s,0.00012316,p,0.00036948,s,4.80395E-05,p,0.000144118
s,0.000100013,p,0.000300038,s,5.01428E-05,p,0.000150428
s,0.000136668,p,0.000410005,s,3.90328E-05,p,0.000117098
s,0.000128474,p,0.000385422,s,4.20181E-05,p,0.000126054
s,0.000121152,p,0.000363457,s,5.51498E-05,p,0.000165449
s,0.000109112,p,0.000327335,s,4.65079E-05,p,0.000139524
s,0.000112344,p,0.000337033,s,4.11585E-05,p,0.000123476
s,0.000108691,p,0.000326072,s,0.000045216,p,0.000135648
s,0.000106252,p,0.000318756,s,5.71298E-05,p,0.000171389
s,0.000100752,p,0.000302256,s,4.93846E-05,p,0.000148154
s,0.000110848,p,0.000332545,s,5.26288E-05,p,0.000157886
s,0.000111979,p,0.000335937,s,5.20088E-05,p,0.000156026
s,0.000107322,p,0.000321965,s,4.90927E-05,p,0.000147278
s,0.000112841,p,0.000338524,s,4.32679E-05,p,0.000129804
s,0.000112803,p,0.000338409,s,3.58884E-05,p,0.000107665
s,0.000111783,p,0.000335349,s,4.97284E-05,p,0.000149185
s,0.000133388,p,0.000400164,s,5.37082E-05,p,0.000161125
s,0.000119602,p,0.000358805,s,5.52343E-05,p,0.000165703
s,0.000106584,p,0.000319753,s,4.1464E-05,p,0.000124392
s,8.99429E-05,p,0.000269829,s,4.57949E-05,p,0.000137385
s,0.000116832,p,0.000350497,s,4.26743E-05,p,0.000128023
s,0.000119515,p,0.000358544,s,4.82004E-05,p,0.000144601
s,0.000124884,p,0.000374653,s,5.13722E-05,p,0.000154117
s,0.000139245,p,0.000417736,s,4.23576E-05,p,0.000127073
s,0.000126134,p,0.000378402,s,5.90263E-05,p,0.000177079
s,0.000103038,p,0.000309114,s,4.33299E-05,p,0.00012999
s,9.37364E-05,p,0.000281209,s,4.90768E-05,p,0.000147231
s,0.000118303,p,0.00035491,s,4.9443E-05,p,0.000148329
s,0.000120114,p,0.000360341,s,5.71412E-05,p,0.000171423
s,0.00013279,p,0.000398371,s,4.61985E-05,p,0.000138595
s,0.000141938,p,0.000425815,s,3.73151E-05,p,0.000111945
s,9.8088E-05,p,0.000294264,s,4.67505E-05,p,0.000140252
s,0.000111768,p,0.000335303,s,4.40028E-05,p,0.000132008
s,0.000109497,p,0.000328492,s,5.37999E-05,p,0.0001614
s,0.000104943,p,0.000314829,s,3.58512E-05,p,0.000107554
s,0.000122936,p,0.000368808,s,4.17077E-05,p,0.000125123
s,0.000128481,p,0.000385444,s,5.39127E-05,p,0.000161738
s,0.000116011,p,0.000348032,s,5.45654E-05,p,0.000163696
s,0.000116301,p,0.000348903,s,4.70236E-05,p,0.000141071
s,0.000131498,p,0.000394494,s,4.51943E-05,p,0.000135583
s,0.000133943,p,0.000401828,s,4.58529E-05,p,0.000137559
s,0.000103427,p,0.000310281,s,4.67603E-05,p,0.000140281
s,0.00012401,p,0.00037203,s,5.41942E-05,p,0.000162583
s,9.972E-05,p,0.00029916,s,4.83416E-05,p,0.000145025
s,0.000100627,p,0.000301881,s,4.80918E-05,p,0.000144275
s,9.36821E-05,p,0.000281046,s,5.47351E-05,p,0.000164205
s,0.00010889,p,0.000326669,s,4.24365E-05,p,0.000127309
s,0.000109792,p,0.000329377,s,3.9626E-05,p,0.000118878
s,0.000122058,p,0.000366173,s,4.31115E-05,p,0.000129334
s,0.000125936,p,0.000377808,s,3.84175E-05,p,0.000115253
s,0.000115281,p,0.000345842,s,3.72374E-05,p,0.000111712
s,0.000107744,p,0.000323233,s,5.01888E-05,p,0.000150566
s,0.000111348,p,0.000334045,s,4.91368E-05,p,0.00014741
s,0.000119203,p,0.00035761,s,5.14232E-05,p,0.00015427
s,0.00011761,p,0.000352831,s,5.2525E-05,p,0.000157575
s,0.000104766,p,0.000314297,s,3.79317E-05,p,0.000113795
s,9.54326E-05,p,0.000286298,s,3.85155E-05,p,0.000115546
s,0.000117193,p,0.000351579,s,5.76053E-05,p,0.000172816
s,0.000132109,p,0.000396327,s,4.71158E-05,p,0.000141347
s,0.000122963,p,0.000368888,s,3.92432E-05,p,0.00011773
s,0.000104314,p,0.000312942,s,5.54123E-05,p,0.000166237
s,0.000125346,p,0.000376039,s,5.461E-05,p,0.00016383
s,9.52597E-05,p,0.000285779,s,5.09091E-05,p,0.000152727
s,0.000136056,p,0.000408168,s,4.97396E-05,p,0.000149219
s,9.63628E-05,p,0.000289088,s,4.17653E-05,p,0.000125296
s,0.000112413,p,0.000337239,s,4.44434E-05,p,0.00013333
s,0.000116592,p,0.000349776,s,4.55244E-05,p,0.000136573
s,0.000110023,p,0.000330068,s,4.39771E-05,p,0.000131931
s,0.000113659,p,0.000340977,s,4.87821E-05,p,0.000146346
s,0.000104367,p,0.0003131,s,4.15801E-05,p,0.00012474
s,0.000123169,p,0.000369506,s,3.69881E-05,p,0.000110964
s,0.000119435,p,0.000358306,s,5.62085E-05,p,0.000168625
s,0.00011204,p,0.000336119,s,3.92279E-05,p,0.000117684
s,0.000114429,p,0.000343286,s,5.19615E-05,p,0.000155884
s,0.000101528,p,0.000304583,s,4.96645E-05,p,0.000148993
s,9.86817E-05,p,0.000296045,s,4.26669E-05,p,0.000128001
s,0.000103805,p,0.000311414,s,4.71798E-05,p,0.00014154
s,0.000130742,p,0.000392227,s,5.24831E-05,p,0.000157449
s,0.000118,p,0.000354,s,3.62886E-05,p,0.000108866
s,0.00010322,p,0.000309661,s,3.88633E-05,p,0.00011659
s,0.000119405,p,0.000358214,s,3.81717E-05,p,0.000114515
s,0.000115015,p,0.000345044,s,5.36064E-05,p,0.000160819
s,0.000106262,p,0.000318787,s,6.36004E-05,p,0.000190801
s,8.99355E-05,p,0.000269807,s,4.99211E-05,p,0.000149763
s,0.000102723,p,0.000308169,s,5.5059E-05,p,0.000165177
s,9.39572E-05,p,0.000281871,s,4.86851E-05,p,0.000146055
s,0.000120726,p,0.000362179,s,5.0801E-05,p,0.000152403
s,0.000111955,p,0.000335864,s,4.98872E-05,p,0.000149662
s,0.000123634,p,0.000370903,s,4.60834E-05,p,0.00013825
s,0.000114032,p,0.000342097,s,5.40713E-05,p,0.000162214
s,0.000111055,p,0.000333164,s,5.42817E-05,p,0.000162845
s,7.65388E-05,p,0.000229616,s,3.88254E-05,p,0.000116476
s,0.000136966,p,0.000410899,s,3.70374E-05,p,0.000111112
s,0.000126791,p,0.000380372,s,4.39578E-05,p,0.000131873
s,0.000118338,p,0.000355015,s,4.99944E-05,p,0.000149983
s,0.000134945,p,0.000404836,s,4.49599E-05,p,0.00013488
s,0.000113242,p,0.000339727,s,5.24403E-05,p,0.000157321
s,0.000116707,p,0.000350121,s,4.64061E-05,p,0.000139218
s,9.93888E-05,p,0.000298166,s,4.30369E-05,p,0.000129111
s,0.000116355,p,0.000349064,s,4.31758E-05,p,0.000129527
s,0.000112188,p,0.000336563,s,4.58819E-05,p,0.000137646
s,0.00010595,p,0.000317851,s,4.80988E-05,p,0.000144296
s,9.74992E-05,p,0.000292497,s,3.38319E-05,p,0.000101496
s,0.000135247,p,0.000405741,s,4.03596E-05,p,0.000121079
s,0.000103241,p,0.000309723,s,4.71295E-05,p,0.000141389
s,0.000116176,p,0.000348528,s,4.65675E-05,p,0.000139703
s,9.64643E-05,p,0.000289393,s,4.33856E-05,p,0.000130157
s,0.000119696,p,0.000359087,s,4.28986E-05,p,0.000128696
s,0.0001049,p,0.000314699,s,6.26475E-05,p,0.000187943
s,0.000116287,p,0.000348862,s,5.11278E-05,p,0.000153383
s,0.000107332,p,0.000321995,s,4.58452E-05,p,0.000137536
s,0.000112312,p,0.000336935,s,3.9156E-05,p,0.000117468
s,0.000121009,p,0.000363028,s,4.54042E-05,p,0.000136212
s,0.000122017,p,0.000366051,s,4.11078E-05,p,0.000123323
s,0.000105533,p,0.0003166,s,4.17918E-05,p,0.000125375
s,0.000132695,p,0.000398086,s,4.74536E-05,p,0.000142361
s,0.000114656,p,0.000343969,s,5.01543E-05,p,0.000150463
s,0.000129844,p,0.000389532,s,4.46169E-05,p,0.000133851
s,0.000102725,p,0.000308174,s,5.09568E-05,p,0.00015287
s,9.96282E-05,p,0.000298885,s,4.4588E-05,p,0.000133764
s,0.000115569,p,0.000346708,s,4.1019E-05,p,0.000123057
s,0.000117258,p,0.000351775,s,4.87056E-05,p,0.000146117
s,0.000112556,p,0.000337667,s,4.56319E-05,p,0.000136896
s,0.000124941,p,0.000374822,s,5.67702E-05,p,0.000170311
s,0.000105942,p,0.000317825,s,4.58092E-05,p,0.000137428
s,0.000105844,p,0.000317533,s,4.94816E-05,p,0.000148445
s,0.000127577,p,0.000382732,s,5.00093E-05,p,0.000150028
s,0.000104487,p,0.00031346,s,4.48939E-05,p,0.000134682
s,0.000117254,p,0.000351761,s,4.08809E-05,p,0.000122643
s,0.000114501,p,0.000343504,s,5.03158E-05,p,0.000150947
s,0.000126978,p,0.000380933,s,4.54233E-05,p,0.00013627
s,0.000132977,p,0.000398932,s,5.88504E-05,p,0.000176551
s,0.00011404,p,0.000342121,s,5.16779E-05,p,0.000155034
s,0.000104123,p,0.000312369,s,5.1093E-05,p,0.000153279
s,0.000115593,p,0.00034678,s,4.94603E-05,p,0.000148381
s,0.000111499,p,0.000334497,s,4.07757E-05,p,0.000122327
s,0.000118828,p,0.000356485,s,4.49876E-05,p,0.000134963
s,0.000103758,p,0.000311275,s,4.29612E-05,p,0.000128884
s,8.79702E-05,p,0.000263911,s,4.96834E-05,p,0.00014905
s,0.000101254,p,0.000303762,s,4.98217E-05,p,0.000149465
s,0.000126109,p,0.000378326,s,4.70171E-05,p,0.000141051
s,0.000118162,p,0.000354487,s,4.23721E-05,p,0.000127116
s,9.52159E-05,p,0.000285648,s,4.26592E-05,p,0.000127978
s,0.000110649,p,0.000331946,s,4.79529E-05,p,0.000143859
s,0.000115136,p,0.000345408,s,3.15195E-05,p,9.45584E-05
s,0.000140437,p,0.000421312,s,4.47848E-05,p,0.000134354
s,0.000110521,p,0.000331563,s,4.2768E-05,p,0.000128304
s,0.000126495,p,0.000379484,s,4.25796E-05,p,0.000127739
s,0.000119394,p,0.000358182,s,5.40332E-05,p,0.0001621
s,8.79674E-05,p,0.000263902,s,5.4569E-05,p,0.000163707
s,0.000107153,p,0.00032146,s,4.97557E-05,p,0.000149267
s,0.000121834,p,0.000365501,s,5.09728E-05,p,0.000152918
s,0.000106278,p,0.000318834,s,4.12655E-05,p,0.000123797
s,0.000125941,p,0.000377822,s,5.94207E-05,p,0.000178262
s,7.80944E-05,p,0.000234283,s,3.88274E-05,p,0.000116482
s,0.000105346,p,0.000316039,s,4.96993E-05,p,0.000149098
s,0.000108355,p,0.000325066,s,5.68214E-05,p,0.000170464
s,0.00011087,p,0.00033261,s,4.97974E-05,p,0.000149392
s,0.000120645,p,0.000361936,s,4.92772E-05,p,0.000147832
s,9.53609E-05,p,0.000286083,s,4.66453E-05,p,0.000139936
s,0.000117846,p,0.000353539,s,4.35866E-05,p,0.00013076
s,0.000113026,p,0.000339078,s,4.75327E-05,p,0.000142598
s,0.00010882,p,0.000326461,s,3.83808E-05,p,0.000115142
s,9.71351E-05,p,0.000291405,s,6.01204E-05,p,0.000180361
s,0.00011772,p,0.000353161,s,4.33252E-05,p,0.000129976
s,0.000121322,p,0.000363966,s,5.27144E-05,p,0.000158143
s,0.000114411,p,0.000343232,s,4.41864E-05,p,0.000132559
s,9.95496E-05,p,0.000298649,s,4.59301E-05,p,0.00013779
s,0.000133433,p,0.000400298,s,5.06936E-05,p,0.000152081
s,0.000123643,p,0.00037093,s,4.28139E-05,p,0.000128442
s,0.000117356,p,0.000352067,s,4.61622E-05,p,0.000138486
s,0.000118468,p,0.000355403,s,4.75704E-05,p,0.000142711
s,0.000110607,p,0.00033182,s,4.60991E-05,p,0.000138297
s,0.00011174,p,0.000335221,s,4.54463E-05,p,0.000136339
s,9.9005E-05,p,0.000297015,s,4.08792E-05,p,0.000122638
s,9.55608E-05,p,0.000286682,s,6.43977E-05,p,0.000193193
s,0.000120299,p,0.000360898,s,4.43598E-05,p,0.000133079
s,0.000127507,p,0.000382522,s,3.80574E-05,p,0.000114172
s,9.78709E-05,p,0.000293613,s,5.29166E-05,p,0.00015875
s,0.000113736,p,0.000341207,s,4.34685E-05,p,0.000130406
s,0.000113137,p,0.000339411,s,4.71745E-05,p,0.000141524
s,0.000135234,p,0.000405702,s,3.60369E-05,p,0.000108111
s,0.000141969,p,0.000425906,s,4.48202E-05,p,0.00013446
s,0.000106255,p,0.000318765,s,5.23394E-05,p,0.000157018
s,0.000107465,p,0.000322396,s,4.71045E-05,p,0.000141314
s,0.000129989,p,0.000389966,s,5.12691E-05,p,0.000153807
s,0.000108115,p,0.000324345,s,3.79977E-05,p,0.000113993
s,0.000119979,p,0.000359936,s,6.64356E-05,p,0.000199307
s,0.000123142,p,0.000369425,s,4.21015E-05,p,0.000126305
s,0.000120152,p,0.000360455,s,4.82183E-05,p,0.000144655
s,0.000127316,p,0.000381947,s,4.5016E-05,p,0.000135048
s,0.000103438,p,0.000310314,s,6.1028E-05,p,0.000183084
s,8.77737E-05,p,0.000263321,s,5.60388E-05,p,0.000168117
s,0.000107952,p,0.000323855,s,4.76107E-05,p,0.000142832
s,0.000101888,p,0.000305664,s,4.73196E-05,p,0.000141959
s,0.000124951,p,0.000374853,s,5.29223E-05,p,0.000158767
s,0.000106699,p,0.000320096,s,3.74008E-05,p,0.000112202
s,9.95487E-05,p,0.000298646,s,5.09537E-05,p,0.000152861
s,0.000137672,p,0.000413017,s,3.80183E-05,p,0.000114055
s,0.000131657,p,0.000394971,s,4.84759E-05,p,0.000145428
s,0.000125573,p,0.000376719,s,4.97608E-05,p,0.000149282
s,0.000104329,p,0.000312987,s,3.51949E-05,p,0.000105585
s,0.000105324,p,0.000315973,s,5.01251E-05,p,0.000150375
s,0.000106838,p,0.000320514,s,5.12377E-05,p,0.000153713
s,0.000112465,p,0.000337394,s,4.58908E-05,p,0.000137672
s,0.000103061,p,0.000309183,s,4.45686E-05,p,0.000133706
s,0.000108702,p,0.000326105,s,5.1673E-05,p,0.000155019
s,9.90063E-05,p,0.000297019,s,4.91569E-05,p,0.000147471
s,0.000108346,p,0.000325037,s,0.000046318,p,0.000138954
s,0.000112014,p,0.000336041,s,4.95444E-05,p,0.000148633
s,0.000124632,p,0.000373896,s,5.18573E-05,p,0.000155572
s,0.000106134,p,0.000318402,s,4.47187E-05,p,0.000134156
s,0.000109524,p,0.000328573,s,5.31855E-05,p,0.000159557
s,0.000125176,p,0.000375529,s,4.89548E-05,p,0.000146864
s,0.000117444,p,0.000352333,s,5.1697E-05,p,0.000155091
s,9.55162E-05,p,0.000286549,s,4.95123E-05,p,0.000148537
s,0.000119029,p,0.000357088,s,4.24301E-05,p,0.00012729
s,0.000101257,p,0.000303771,s,5.20442E-05,p,0.000156133
s,0.000104606,p,0.000313817,s,5.54849E-05,p,0.000166455
s,0.000107207,p,0.00032162,s,4.95986E-05,p,0.000148796
s,0.000108323,p,0.00032497,s,4.58464E-05,p,0.000137539
s,0.000116504,p,0.000349511,s,4.0151E-05,p,0.000120453
s,0.000112648,p,0.000337944,s,4.90535E-05,p,0.00014716
s,0.000133463,p,0.000400389,s,5.10951E-05,p,0.000153285
s,0.000106605,p,0.000319814,s,5.27445E-05,p,0.000158234
s,0.000112465,p,0.000337396,s,4.22829E-05,p,0.000126849
s,0.000131222,p,0.000393667,s,3.98892E-05,p,0.000119668
s,0.000118,p,0.000354,s,4.66961E-05,p,0.000140088
s,0.000110347,p,0.00033104,s,4.85537E-05,p,0.000145661
s,0.000106472,p,0.000319417,s,4.72868E-05,p,0.00014186
s,9.41554E-05,p,0.000282466,s,4.02996E-05,p,0.000120899
s,0.000112692,p,0.000338077,s,3.80422E-05,p,0.000114127
s,0.000123135,p,0.000369404,s,4.68105E-05,p,0.000140432
s,0.000114023,p,0.000342068,s,4.15794E-05,p,0.000124738
s,0.000111423,p,0.000334268,s,4.57626E-05,p,0.000137288
s,0.000103066,p,0.000309197,s,3.97197E-05,p,0.000119159
s,0.000104488,p,0.000313463,s,5.55239E-05,p,0.000166572
s,0.000108965,p,0.000326896,s,5.19448E-05,p,0.000155834
s,8.25596E-05,p,0.000247679,s,4.36716E-05,p,0.000131015
s,0.000112263,p,0.000336789,s,4.52007E-05,p,0.000135602
s,0.000118964,p,0.000356893,s,5.10403E-05,p,0.000153121
s,0.000128165,p,0.000384494,s,5.56749E-05,p,0.000167025
s,0.000120831,p,0.000362494,s,4.68431E-05,p,0.000140529
s,0.000123343,p,0.000370028,s,4.13368E-05,p,0.00012401
s,0.000127195,p,0.000381585,s,5.06834E-05,p,0.00015205
s,0.000101769,p,0.000305307,s,5.52588E-05,p,0.000165776
s,0.00010326,p,0.00030978,s,4.41841E-05,p,0.000132552
s,9.20924E-05,p,0.000276277,s,5.94912E-05,p,0.000178474
s,0.000121447,p,0.000364342,s,4.87249E-05,p,0.000146175
s,9.70304E-05,p,0.000291091,s,4.37471E-05,p,0.000131241
s,0.000119986,p,0.000359958,s,4.55192E-05,p,0.000136557
s,0.000114254,p,0.000342763,s,4.16716E-05,p,0.000125015
s,0.000108365,p,0.000325094,s,5.3723E-05,p,0.000161169
s,0.000111299,p,0.000333898,s,4.2859E-05,p,0.000128577
s,0.000112388,p,0.000337165,s,3.93749E-05,p,0.000118125
s,0.000108418,p,0.000325253,s,5.29128E-05,p,0.000158738
s,9.84198E-05,p,0.000295259,s,4.39568E-05,p,0.00013187
s,0.000103176,p,0.000309527,s,4.39883E-05,p,0.000131965
s,0.000121695,p,0.000365085,s,4.35447E-05,p,0.000130634
s,0.000110058,p,0.000330173,s,5.30501E-05,p,0.00015915
s,9.9938E-05,p,0.000299814,s,4.91146E-05,p,0.000147344
s,9.29416E-05,p,0.000278825,s,5.52623E-05,p,0.000165787
s,0.000125215,p,0.000375644,s,0.000049934,p,0.000149802
s,0.000115452,p,0.000346355,s,4.18968E-05,p,0.000125691
s,0.000127598,p,0.000382795,s,5.50985E-05,p,0.000165295
s,9.85746E-05,p,0.000295724,s,4.42732E-05,p,0.00013282
s,0.000113412,p,0.000340237,s,4.31596E-05,p,0.000129479
s,0.000134932,p,0.000404796,s,4.98177E-05,p,0.000149453
s,0.000101452,p,0.000304357,s,4.94619E-05,p,0.000148386
s,0.000118776,p,0.000356327,s,5.20958E-05,p,0.000156287
s,9.39499E-05,p,0.00028185,s,4.15955E-05,p,0.000124787
s,0.000115415,p,0.000346246,s,4.77422E-05,p,0.000143226
s,0.000108102,p,0.000324307,s,3.59895E-05,p,0.000107968
s,0.000109306,p,0.000327919,s,6.02559E-05,p,0.000180768
s,9.65256E-05,p,0.000289577,s,4.13811E-05,p,0.000124143
s,0.00011264,p,0.000337919,s,4.36286E-05,p,0.000130886
s,0.000125866,p,0.000377599,s,5.79209E-05,p,0.000173763
s,0.000117369,p,0.000352106,s,3.78643E-05,p,0.000113593
s,0.000117363,p,0.000352089,s,4.50827E-05,p,0.000135248
s,0.000115406,p,0.000346217,s,4.60089E-05,p,0.000138027
s,0.000107851,p,0.000323552,s,4.91054E-05,p,0.000147316
s,9.27871E-05,p,0.000278361,s,6.03165E-05,p,0.000180949
s,0.000109354,p,0.000328063,s,4.19148E-05,p,0.000125744
s,0.000121137,p,0.000363412,s,5.47335E-05,p,0.000164201
s,0.000118172,p,0.000354516,s,5.80306E-05,p,0.000174092
s,0.00010996,p,0.00032988,s,5.4986E-05,p,0.000164958
s,0.000115811,p,0.000347433,s,4.80797E-05,p,0.000144239
s,0.000115682,p,0.000347046,s,5.09438E-05,p,0.000152831
s,8.66561E-05,p,0.000259968,s,3.75762E-05,p,0.000112729
s,0.000119521,p,0.000358564,s,3.91115E-05,p,0.000117335
s,0.000128301,p,0.000384903,s,4.9178E-05,p,0.000147534
s,0.000145687,p,0.000437061,s,4.21535E-05,p,0.00012646
s,0.000118754,p,0.000356263,s,4.04825E-05,p,0.000121448
s,0.000127703,p,0.000383109,s,4.71457E-05,p,0.000141437
s,0.000102338,p,0.000307014,s,4.90378E-05,p,0.000147113
s,0.000115223,p,0.000345668,s,4.16334E-05,p,0.0001249
s,0.000129836,p,0.000389507,s,4.25259E-05,p,0.000127578
s,0.000118819,p,0.000356458,s,4.1006E-05,p,0.000123018
s,0.000111583,p,0.000334749,s,5.03991E-05,p,0.000151197
s,0.000119328,p,0.000357984,s,5.15425E-05,p,0.000154628
s,0.000105703,p,0.000317109,s,4.59268E-05,p,0.000137781
s,9.97942E-05,p,0.000299383,s,4.47341E-05,p,0.000134202
s,9.8131E-05,p,0.000294393,s,5.74252E-05,p,0.000172276
s,8.41504E-05,p,0.000252451,s,4.17277E-05,p,0.000125183
s,0.000119521,p,0.000358562,s,4.79826E-05,p,0.000143948
s,0.000113922,p,0.000341765,s,4.38957E-05,p,0.000131687
s,0.000122401,p,0.000367204,s,5.4258E-05,p,0.000162774
s,0.00010219,p,0.00030657,s,5.76177E-05,p,0.000172853
s,9.09623E-05,p,0.000272887,s,4.87433E-05,p,0.00014623
s,0.000125648,p,0.000376945,s,4.6992E-05,p,0.000140976
s,0.000115516,p,0.000346547,s,4.28828E-05,p,0.000128648
s,0.000116936,p,0.000350809,s,4.74092E-05,p,0.000142228
s,9.33401E-05,p,0.00028002,s,4.64326E-05,p,0.000139298
s,9.17103E-05,p,0.000275131,s,4.32049E-05,p,0.000129615
s,0.000108974,p,0.000326923,s,5.01557E-05,p,0.000150467
s,0.000133553,p,0.000400658,s,4.34054E-05,p,0.000130216
s,0.000118866,p,0.000356599,s,5.36907E-05,p,0.000161072
s,0.000120875,p,0.000362624,s,4.54808E-05,p,0.000136442
s,0.000105317,p,0.000315951,s,5.52612E-05,p,0.000165784
s,0.000133606,p,0.000400818,s,4.70796E-05,p,0.000141239
s,0.000130738,p,0.000392213,s,5.31988E-05,p,0.000159596
s,9.9187E-05,p,0.000297561,s,4.94343E-05,p,0.000148303
s,0.000101885,p,0.000305654,s,4.17899E-05,p,0.00012537
s,0.000109159,p,0.000327478,s,5.38844E-05,p,0.000161653
s,0.000129021,p,0.000387064,s,4.74262E-05,p,0.000142278
s,0.000103577,p,0.000310731,s,5.15329E-05,p,0.000154599
s,0.000148445,p,0.000445335,s,4.4989E-05,p,0.000134967
s,0.000121329,p,0.000363986,s,5.81022E-05,p,0.000174307
s,0.000111353,p,0.00033406,s,4.07728E-05,p,0.000122318
s,0.000102473,p,0.00030742,s,5.06401E-05,p,0.00015192
s,0.000122332,p,0.000366995,s,4.22225E-05,p,0.000126667
s,0.000104418,p,0.000313254,s,4.87686E-05,p,0.000146306
s,0.000105437,p,0.000316312,s,4.82475E-05,p,0.000144742
