cond.s.m,echo.1.3,cond.p.m,echo.p.3
s,0.00010864,p,0.00032592
s,0.00011014,p,0.000330419
s,0.000109928,p,0.000329785
s,0.000119646,p,0.000358939
s,8.78974E-05,p,0.000263692
s,0.000106063,p,0.000318189
s,0.000121093,p,0.000363278
s,0.000139111,p,0.000417334
s,9.69629E-05,p,0.000290889
s,9.93522E-05,p,0.000298057
s,0.000105065,p,0.000315195
s,0.000129518,p,0.000388554
s,0.000133861,p,0.000401582
s,0.00011411,p,0.00034233
s,0.000150258,p,0.000450774
s,0.000121062,p,0.000363185
s,0.000100539,p,0.000301616
s,9.25071E-05,p,0.000277521
s,9.74165E-05,p,0.000292249
s,0.000120714,p,0.000362143
s,0.00012456,p,0.000373681
s,0.000110054,p,0.000330162
s,0.000121417,p,0.00036425
s,0.000139752,p,0.000419257
s,0.000104747,p,0.000314241
s,0.000118693,p,0.00035608
s,0.000128198,p,0.000384595
s,0.000112893,p,0.00033868
s,0.000107125,p,0.000321374
s,0.00012177,p,0.00036531
s,0.000116581,p,0.000349744
s,8.09236E-05,p,0.000242771
s,0.000154734,p,0.000464202
s,8.7912E-05,p,0.000263736
s,0.000119118,p,0.000357353
s,0.00010179,p,0.000305371
s,0.000110023,p,0.000330069
s,0.000105038,p,0.000315113
s,0.000133086,p,0.000399258
s,0.000103179,p,0.000309538
s,0.000110224,p,0.000330672
s,0.000130952,p,0.000392855
s,0.000101657,p,0.000304972
s,0.000145493,p,0.00043648
s,0.000112092,p,0.000336275
s,0.000117923,p,0.000353769
s,0.000138562,p,0.000415686
s,0.000116346,p,0.000349037
s,0.000131999,p,0.000395997
s,0.000135816,p,0.000407447
s,0.000114494,p,0.000343482
s,9.82592E-05,p,0.000294777
s,0.00010955,p,0.000328649
s,0.000112917,p,0.000338751
s,0.000107826,p,0.000323478
s,0.000134248,p,0.000402743
s,0.000109758,p,0.000329275
s,9.53824E-05,p,0.000286147
s,0.00010234,p,0.00030702
s,0.000102935,p,0.000308805
s,0.000107459,p,0.000322377
s,8.87561E-05,p,0.000266268
s,0.000121002,p,0.000363005
s,0.000107774,p,0.000323322
s,0.000112861,p,0.000338583
s,0.000112194,p,0.000336583
s,0.000143387,p,0.00043016
s,0.000122941,p,0.000368823
s,0.000101212,p,0.000303635
s,0.000129947,p,0.00038984
s,8.58588E-05,p,0.000257576
s,0.00012023,p,0.000360689
s,0.000121139,p,0.000363416
s,0.000113151,p,0.000339452
s,0.000102359,p,0.000307077
s,0.000113661,p,0.000340984
s,0.000121596,p,0.000364788
s,0.000117287,p,0.00035186
s,0.000116695,p,0.000350085
s,0.000109281,p,0.000327843
s,0.000104594,p,0.000313782
s,0.000110045,p,0.000330134
s,0.000109526,p,0.000328578
s,9.96888E-05,p,0.000299066
s,0.000133877,p,0.00040163
s,9.68348E-05,p,0.000290504
s,0.000114427,p,0.000343282
s,0.00013562,p,0.00040686
s,0.00010307,p,0.000309209
s,0.000102115,p,0.000306345
s,0.000122536,p,0.000367609
s,0.000116392,p,0.000349177
s,0.000110622,p,0.000331865
s,0.000121558,p,0.000364673
s,0.000129214,p,0.000387641
s,0.000130091,p,0.000390272
s,0.000112157,p,0.000336472
s,0.000107168,p,0.000321505
s,0.000104689,p,0.000314066
s,0.000105374,p,0.000316122
s,0.000107108,p,0.000321323
s,9.66283E-05,p,0.000289885
s,0.00011192,p,0.000335761
s,8.28194E-05,p,0.000248458
s,0.000122895,p,0.000368684
s,0.000124869,p,0.000374608
s,0.000126491,p,0.000379473
s,0.000103494,p,0.000310481
s,0.000119344,p,0.000358031
s,0.000124333,p,0.000372998
s,0.000108244,p,0.000324733
s,0.000104933,p,0.000314799
s,0.000118004,p,0.000354012
s,9.1025E-05,p,0.000273075
s,0.000139081,p,0.000417243
s,0.000126689,p,0.000380067
s,0.000127042,p,0.000381127
s,0.00012966,p,0.00038898
s,0.000140342,p,0.000421025
s,0.000109284,p,0.000327851
s,9.69431E-05,p,0.000290829
s,0.00010538,p,0.000316141
s,0.000108711,p,0.000326133
s,9.85985E-05,p,0.000295796
s,0.000131599,p,0.000394797
s,9.84968E-05,p,0.00029549
s,0.000121287,p,0.000363861
s,0.000118016,p,0.000354049
s,0.000132556,p,0.000397668
s,9.20897E-05,p,0.000276269
s,0.000101801,p,0.000305403
s,0.000118311,p,0.000354932
s,0.00010701,p,0.000321029
s,0.000105201,p,0.000315602
s,0.000109649,p,0.000328948
s,9.57398E-05,p,0.000287219
s,0.000121927,p,0.000365782
s,0.000109787,p,0.000329361
s,0.000100521,p,0.000301564
s,0.000105638,p,0.000316913
s,0.000111521,p,0.000334562
s,0.000115043,p,0.000345128
s,0.000123672,p,0.000371016
s,0.000107696,p,0.000323088
s,0.00011321,p,0.000339629
s,0.000119311,p,0.000357932
s,0.000106238,p,0.000318715
s,0.000129894,p,0.000389683
s,0.000106487,p,0.000319462
s,9.88329E-05,p,0.000296499
s,0.000103955,p,0.000311866
s,0.000113748,p,0.000341245
s,0.000102598,p,0.000307795
s,0.000108717,p,0.000326152
s,0.000121349,p,0.000364046
s,0.000119045,p,0.000357135
s,0.000104432,p,0.000313296
s,9.75546E-05,p,0.000292664
s,0.000107767,p,0.0003233
s,0.000114676,p,0.000344029
s,0.000125025,p,0.000375076
s,0.000113829,p,0.000341488
s,0.000114118,p,0.000342353
s,0.000128784,p,0.000386352
s,8.47673E-05,p,0.000254302
s,0.000104922,p,0.000314767
s,0.000126555,p,0.000379664
s,0.000117035,p,0.000351105
s,0.000110196,p,0.000330589
s,0.000105771,p,0.000317314
s,8.28884E-05,p,0.000248665
s,0.000102181,p,0.000306544
s,0.000113192,p,0.000339575
s,0.000119893,p,0.000359679
s,0.000102172,p,0.000306515
s,0.000102567,p,0.0003077
s,8.71005E-05,p,0.000261302
s,0.000109916,p,0.000329747
s,0.000120237,p,0.000360712
s,0.000118947,p,0.000356841
s,9.53728E-05,p,0.000286118
s,0.000123032,p,0.000369097
s,8.93865E-05,p,0.000268159
s,0.000100658,p,0.000301975
s,9.50623E-05,p,0.000285187
s,0.000101984,p,0.000305952
s,9.05571E-05,p,0.000271671
s,9.51353E-05,p,0.000285406
s,0.000102989,p,0.000308967
s,0.000106304,p,0.000318912
s,0.000127493,p,0.00038248
s,9.6923E-05,p,0.000290769
s,9.93239E-05,p,0.000297972
s,0.000102633,p,0.000307898
s,0.000137465,p,0.000412396
s,9.98694E-05,p,0.000299608
s,0.00011765,p,0.00035295
s,9.54914E-05,p,0.000286474
s,0.000131836,p,0.000395508
s,0.000116323,p,0.000348969
s,0.00010026,p,0.000300779
s,0.000119533,p,0.000358598
s,0.000127243,p,0.000381729
s,0.000127226,p,0.000381677
s,0.000139083,p,0.000417248
s,0.000130386,p,0.000391157
s,0.000105583,p,0.00031675
s,0.000109919,p,0.000329757
s,0.000120273,p,0.000360818
s,0.000110401,p,0.000331203
s,0.000118214,p,0.000354643
s,0.000121059,p,0.000363177
s,0.000130748,p,0.000392245
s,9.48386E-05,p,0.000284516
s,0.000100273,p,0.00030082
s,0.00010541,p,0.000316229
s,9.99479E-05,p,0.000299844
s,0.000121383,p,0.000364149
s,0.000107535,p,0.000322604
s,0.000106011,p,0.000318032
s,9.91961E-05,p,0.000297588
s,8.93001E-05,p,0.0002679
s,0.000102005,p,0.000306016
s,0.00011741,p,0.00035223
s,0.000106472,p,0.000319417
s,0.000129637,p,0.000388912
s,0.000121972,p,0.000365916
s,0.00010238,p,0.000307139
s,0.000111561,p,0.000334682
s,0.000139989,p,0.000419966
s,0.000106725,p,0.000320175
s,0.000100353,p,0.000301058
s,0.000117834,p,0.000353502
s,0.000135076,p,0.000405229
s,0.00013605,p,0.00040815
s,0.000123451,p,0.000370353
s,0.000134473,p,0.000403418
s,0.000106207,p,0.000318622
s,0.000126458,p,0.000379374
s,9.30806E-05,p,0.000279242
s,0.000102002,p,0.000306006
s,0.000105339,p,0.000316017
s,8.79716E-05,p,0.000263915
s,9.32557E-05,p,0.000279767
s,0.000107773,p,0.00032332
s,8.74586E-05,p,0.000262376
s,0.000120141,p,0.000360423
s,0.000128998,p,0.000386995
s,0.000125578,p,0.000376733
s,9.58632E-05,p,0.000287589
s,9.55243E-05,p,0.000286573
s,9.75206E-05,p,0.000292562
s,0.000110782,p,0.000332345
s,0.000105576,p,0.000316727
s,0.000123956,p,0.000371867
s,0.000101251,p,0.000303753
s,0.000108421,p,0.000325262
s,0.000131572,p,0.000394716
s,0.000126214,p,0.000378642
s,0.000106374,p,0.000319121
s,0.000102362,p,0.000307085
s,0.000106202,p,0.000318606
s,0.000116861,p,0.000350584
s,0.000110012,p,0.000330036
s,0.000119393,p,0.000358178
s,0.000130628,p,0.000391884
s,0.000128329,p,0.000384986
s,0.000115063,p,0.00034519
s,0.000109847,p,0.00032954
s,0.000139758,p,0.000419273
s,0.000132117,p,0.000396351
s,0.000120427,p,0.000361281
s,0.000117254,p,0.000351761
s,0.000102038,p,0.000306114
s,0.000100501,p,0.000301502
s,0.000130271,p,0.000390814
s,0.000146541,p,0.000439622
s,0.000121228,p,0.000363685
s,9.45362E-05,p,0.000283609
s,0.000111543,p,0.00033463
s,9.70672E-05,p,0.000291202
s,0.000108751,p,0.000326252
s,0.000104291,p,0.000312872
s,0.000126738,p,0.000380214
s,9.87561E-05,p,0.000296268
s,0.000107859,p,0.000323578
s,9.29937E-05,p,0.000278981
s,0.000113107,p,0.000339322
s,0.000130716,p,0.000392147
s,0.000108114,p,0.000324343
s,0.00010105,p,0.00030315
s,0.000115091,p,0.000345274
s,0.000103242,p,0.000309725
s,0.000113168,p,0.000339505
s,0.000122018,p,0.000366054
s,0.000116877,p,0.000350632
s,0.000145537,p,0.000436612
s,0.000106865,p,0.000320596
s,0.000110663,p,0.00033199
s,0.000105228,p,0.000315685
s,9.54677E-05,p,0.000286403
s,0.000109683,p,0.000329048
s,9.98153E-05,p,0.000299446
s,0.000119866,p,0.000359597
s,0.000129778,p,0.000389334
s,0.000131428,p,0.000394284
s,0.000118865,p,0.000356594
s,0.00013757,p,0.00041271
s,0.000100825,p,0.000302476
s,0.000109902,p,0.000329707
s,0.000120471,p,0.000361414
s,0.000100783,p,0.00030235
s,0.000105147,p,0.000315441
s,0.000119392,p,0.000358175
s,0.000125462,p,0.000376385
s,9.17605E-05,p,0.000275282
s,0.000116322,p,0.000348967
s,9.99084E-05,p,0.000299725
s,9.7729E-05,p,0.000293187
s,0.000100022,p,0.000300065
s,0.000115039,p,0.000345118
s,0.000109223,p,0.000327668
s,0.000104535,p,0.000313605
s,0.000113332,p,0.000339995
s,0.000121736,p,0.000365207
s,0.000111814,p,0.000335442
s,0.000111667,p,0.000335001
s,0.000102617,p,0.000307851
s,9.71178E-05,p,0.000291353
s,0.000100759,p,0.000302276
s,0.000108887,p,0.000326662
s,0.000103597,p,0.000310791
s,0.000103357,p,0.000310071
s,0.000115016,p,0.000345047
s,0.000123196,p,0.000369588
s,0.00010467,p,0.000314009
s,0.000127052,p,0.000381156
s,0.000117932,p,0.000353795
s,0.000110433,p,0.000331299
s,0.00011122,p,0.000333659
s,0.000108506,p,0.000325517
s,0.000115311,p,0.000345933
s,0.000117764,p,0.000353291
s,0.000102321,p,0.000306962
s,0.000115139,p,0.000345416
s,0.000142149,p,0.000426448
s,0.000105532,p,0.000316595
s,0.000100788,p,0.000302363
s,0.000119071,p,0.000357212
s,0.00011127,p,0.00033381
s,0.000125939,p,0.000377817
s,0.000120377,p,0.000361131
s,0.000119361,p,0.000358084
s,0.000111887,p,0.000335661
s,0.000114994,p,0.000344983
s,7.28387E-05,p,0.000218516
s,0.000107256,p,0.000321768
s,0.000112846,p,0.000338538
s,0.000126098,p,0.000378295
s,0.000107788,p,0.000323363
s,0.000108561,p,0.000325683
s,0.000109412,p,0.000328236
s,0.000104967,p,0.000314902
s,9.31907E-05,p,0.000279572
s,0.000103894,p,0.000311681
s,0.000116778,p,0.000350333
s,0.000111566,p,0.000334699
s,0.000113449,p,0.000340348
s,0.000117874,p,0.000353621
s,0.000140827,p,0.00042248
s,0.00013547,p,0.000406411
s,9.37931E-05,p,0.000281379
s,9.67092E-05,p,0.000290128
s,0.000123334,p,0.000370002
s,0.000129979,p,0.000389936
s,0.000126295,p,0.000378886
s,0.000102656,p,0.000307968
s,8.88783E-05,p,0.000266635
s,0.000127766,p,0.000383298
s,0.000112342,p,0.000337026
s,0.000151905,p,0.000455714
s,0.000111736,p,0.000335208
s,0.000106241,p,0.000318722
s,0.000115978,p,0.000347935
s,0.000122344,p,0.000367032
s,0.000110567,p,0.000331701
s,0.000107787,p,0.000323362
s,0.000125812,p,0.000377437
s,0.00011667,p,0.00035001
s,0.000129677,p,0.000389031
s,0.000102517,p,0.000307551
s,0.000125401,p,0.000376204
s,8.48144E-05,p,0.000254443
s,0.000125747,p,0.000377241
s,0.000125411,p,0.000376234
s,0.000105232,p,0.000315695
s,0.000101796,p,0.000305388
s,0.000113505,p,0.000340514
s,0.00012924,p,0.000387719
s,0.000109486,p,0.000328459
s,0.00011898,p,0.000356941
s,8.26532E-05,p,0.00024796
s,0.000137015,p,0.000411045
s,0.000131188,p,0.000393565
s,0.000120247,p,0.00036074
s,9.84962E-05,p,0.000295489
s,0.000126401,p,0.000379202
s,0.00011595,p,0.000347851
s,0.000113502,p,0.000340505
s,0.000118653,p,0.000355959
s,0.000135553,p,0.000406658
s,0.000121569,p,0.000364707
s,0.000120712,p,0.000362137
s,0.000137497,p,0.000412492
s,9.38823E-05,p,0.000281647
s,0.000116479,p,0.000349437
s,0.000108831,p,0.000326493
s,0.000105014,p,0.000315042
s,0.000104239,p,0.000312717
s,0.000109628,p,0.000328885
s,0.000109739,p,0.000329217
s,0.000112027,p,0.00033608
s,0.000103532,p,0.000310595
s,0.000107477,p,0.000322432
s,0.000110716,p,0.000332147
s,0.000107382,p,0.000322147
s,0.000111446,p,0.000334337
s,0.000112336,p,0.000337008
s,0.000115265,p,0.000345794
s,8.69477E-05,p,0.000260843
s,0.000105726,p,0.000317177
s,0.000111231,p,0.000333693
s,9.84886E-05,p,0.000295466
s,0.000118844,p,0.000356532
s,0.000117515,p,0.000352545
s,9.1573E-05,p,0.000274719
s,0.000101725,p,0.000305174
s,0.000114797,p,0.000344391
s,0.000128836,p,0.000386508
s,0.000118768,p,0.000356305
s,0.000103709,p,0.000311126
s,0.000124969,p,0.000374908
s,0.000111359,p,0.000334078
s,0.000116392,p,0.000349175
s,0.000120149,p,0.000360446
s,0.000122455,p,0.000367365
s,9.80926E-05,p,0.000294278
s,0.000124931,p,0.000374794
s,0.000118743,p,0.00035623
s,0.000124108,p,0.000372323
s,0.000118261,p,0.000354784
s,0.000118395,p,0.000355185
s,0.000138606,p,0.000415817
s,9.57117E-05,p,0.000287135
s,0.000109619,p,0.000328856
s,0.000102551,p,0.000307653
s,9.5082E-05,p,0.000285246
s,9.99002E-05,p,0.000299701
s,0.000129548,p,0.000388643
s,8.73878E-05,p,0.000262163
s,0.000106544,p,0.000319633
s,9.51059E-05,p,0.000285318
s,0.000122883,p,0.000368649
s,9.94768E-05,p,0.00029843
s,0.000108148,p,0.000324444
s,9.71937E-05,p,0.000291581
s,0.000113608,p,0.000340823
s,0.000110784,p,0.000332351
s,0.000101915,p,0.000305745
s,0.000114388,p,0.000343164
s,0.000118904,p,0.000356713
s,0.000103962,p,0.000311886
s,0.00011245,p,0.000337349
s,9.89145E-05,p,0.000296743
s,0.000115927,p,0.00034778
s,9.17109E-05,p,0.000275133
s,0.000103234,p,0.000309701
s,0.000124026,p,0.000372079
s,0.000117352,p,0.000352055
s,0.000110315,p,0.000330945
s,0.000110318,p,0.000330954
s,0.000113164,p,0.000339493
s,9.74591E-05,p,0.000292377
s,9.40527E-05,p,0.000282158
s,0.000105996,p,0.000317988
s,0.000105962,p,0.000317886
s,0.000104149,p,0.000312446
s,0.000110507,p,0.000331521
s,0.000104255,p,0.000312765
s,0.000103638,p,0.000310913
s,0.000105966,p,0.000317898
s,0.00011236,p,0.00033708
s,0.000117292,p,0.000351875
s,0.000113476,p,0.000340428
s,0.000117715,p,0.000353145
s,0.000102097,p,0.000306291
s,0.000106968,p,0.000320905
s,0.000104446,p,0.000313339
s,0.00011169,p,0.000335069
s,0.000109758,p,0.000329275
s,0.000106468,p,0.000319404
s,9.96615E-05,p,0.000298984
s,0.00010207,p,0.000306211
s,0.000112467,p,0.000337401
s,0.000114367,p,0.000343101
s,0.00010895,p,0.000326849
s,0.000102738,p,0.000308214
s,9.39314E-05,p,0.000281794
s,0.000101967,p,0.0003059
s,0.000122374,p,0.000367121
s,0.000130409,p,0.000391228
s,0.000107935,p,0.000323805
s,0.000111025,p,0.000333076
s,9.16931E-05,p,0.000275079
s,0.000106895,p,0.000320686
s,0.000138735,p,0.000416206
s,0.000110978,p,0.000332933
s,9.61968E-05,p,0.00028859
s,0.000116595,p,0.000349785
s,0.000128048,p,0.000384143
s,0.000125802,p,0.000377407
s,0.000108747,p,0.00032624
s,9.81891E-05,p,0.000294567
s,0.000102383,p,0.00030715
s,0.000107705,p,0.000323116
s,0.000114881,p,0.000344643
s,0.000101298,p,0.000303893
s,0.000112619,p,0.000337858
s,0.00011679,p,0.000350369
s,9.00206E-05,p,0.000270062
s,0.00012452,p,0.000373561
s,0.000100392,p,0.000301175
s,0.000107071,p,0.000321212
s,0.000121782,p,0.000365346
s,0.000103155,p,0.000309466
s,0.000121834,p,0.000365502
s,0.000109266,p,0.000327798
s,8.85753E-05,p,0.000265726
s,0.000129609,p,0.000388826
s,8.37379E-05,p,0.000251214
s,9.50286E-05,p,0.000285086
s,0.000111103,p,0.000333309
s,0.000107815,p,0.000323445
s,0.000107203,p,0.000321609
s,0.000129848,p,0.000389545
s,0.000102197,p,0.000306592
s,9.18659E-05,p,0.000275598
s,0.000107983,p,0.00032395
s,0.000104432,p,0.000313296
s,9.33455E-05,p,0.000280036
s,0.000116051,p,0.000348154
s,0.000101556,p,0.000304667
s,0.000112369,p,0.000337108
s,9.39523E-05,p,0.000281857
s,0.000101712,p,0.000305137
s,0.000126987,p,0.000380962
s,0.000112457,p,0.00033737
s,0.000109493,p,0.00032848
s,0.000109766,p,0.000329299
s,9.65262E-05,p,0.000289579
s,0.000114176,p,0.000342527
s,0.000126536,p,0.000379608
s,0.000123964,p,0.000371893
s,0.0001123,p,0.000336901
s,0.000106889,p,0.000320666
s,0.000104247,p,0.00031274
s,0.000131805,p,0.000395415
s,0.000114568,p,0.000343703
s,0.000123173,p,0.000369518
s,0.000131174,p,0.000393521
s,9.94347E-05,p,0.000298304
s,0.000121212,p,0.000363636
s,0.000116915,p,0.000350746
s,0.000117243,p,0.000351729
s,0.000111675,p,0.000335026
s,0.000112487,p,0.000337461
s,9.6558E-05,p,0.000289674
s,0.000111592,p,0.000334777
s,0.000112548,p,0.000337643
s,9.50439E-05,p,0.000285132
s,9.98813E-05,p,0.000299644
s,9.9789E-05,p,0.000299367
s,9.72703E-05,p,0.000291811
s,9.86752E-05,p,0.000296026
s,0.000104293,p,0.000312878
s,0.000134795,p,0.000404385
s,0.000104806,p,0.000314418
s,0.000134953,p,0.000404858
s,9.69648E-05,p,0.000290894
s,8.79841E-05,p,0.000263952
s,9.62155E-05,p,0.000288646
s,0.000110351,p,0.000331053
s,0.000113797,p,0.000341392
s,0.000110534,p,0.000331602
s,0.000119432,p,0.000358296
s,9.81755E-05,p,0.000294526
s,0.000105043,p,0.000315129
s,0.00012645,p,0.000379349
s,9.98365E-05,p,0.000299509
s,0.000107148,p,0.000321445
s,8.59372E-05,p,0.000257812
s,0.000117104,p,0.000351311
s,0.000120935,p,0.000362804
s,0.000125173,p,0.000375518
s,9.89661E-05,p,0.000296898
s,9.94244E-05,p,0.000298273
s,0.00010688,p,0.000320641
s,0.000111876,p,0.000335628
s,0.000101259,p,0.000303777
s,0.00011223,p,0.000336689
s,0.000101028,p,0.000303085
s,0.00011581,p,0.000347429
s,0.000120201,p,0.000360603
s,0.000119992,p,0.000359976
s,0.00010966,p,0.000328981
s,0.000115185,p,0.000345555
s,0.000117469,p,0.000352407
s,0.000103246,p,0.000309737
s,0.000101048,p,0.000303145
s,0.000120494,p,0.000361483
s,0.00012713,p,0.00038139
s,9.7032E-05,p,0.000291096
s,0.000133739,p,0.000401216
s,0.000110777,p,0.000332331
s,0.000113099,p,0.000339297
s,0.000119131,p,0.000357392
s,9.59419E-05,p,0.000287826
s,0.000125861,p,0.000377584
s,0.000121037,p,0.000363111
s,0.000105749,p,0.000317246
s,0.000113509,p,0.000340526
s,0.000108927,p,0.000326782
s,0.000124941,p,0.000374824
s,0.000117018,p,0.000351055
s,0.000105409,p,0.000316226
s,0.000106375,p,0.000319126
s,0.00012789,p,0.000383669
s,9.94717E-05,p,0.000298415
s,0.000101924,p,0.000305773
s,0.000115168,p,0.000345505
s,0.000136872,p,0.000410616
s,0.00012162,p,0.000364861
s,0.00012377,p,0.000371311
s,0.000124638,p,0.000373914
s,0.000108932,p,0.000326797
s,0.000101917,p,0.000305751
s,0.00010053,p,0.000301591
s,0.000110888,p,0.000332663
s,0.00010044,p,0.000301321
s,0.000131081,p,0.000393244
s,0.000117443,p,0.000352329
s,0.000106134,p,0.000318401
s,0.000111695,p,0.000335086
s,0.000123248,p,0.000369743
s,0.000102935,p,0.000308805
s,0.000127402,p,0.000382207
s,0.000121016,p,0.000363049
s,0.000111116,p,0.000333347
s,0.000112931,p,0.000338793
s,0.000102351,p,0.000307054
s,9.13898E-05,p,0.000274169
s,0.000102357,p,0.00030707
s,9.84182E-05,p,0.000295255
s,0.000110738,p,0.000332215
s,0.000101078,p,0.000303233
s,0.000109471,p,0.000328412
s,0.000111294,p,0.000333883
s,8.96261E-05,p,0.000268878
s,0.000116203,p,0.00034861
s,0.000111521,p,0.000334564
s,0.00011424,p,0.000342721
s,0.000113631,p,0.000340893
s,0.000112149,p,0.000336446
s,0.000111453,p,0.000334359
s,0.000104985,p,0.000314954
s,0.000109935,p,0.000329806
s,9.47149E-05,p,0.000284145
s,0.000116057,p,0.00034817
s,0.000119955,p,0.000359865
s,0.000139237,p,0.000417712
s,9.87612E-05,p,0.000296284
s,0.000123124,p,0.000369372
s,0.000122597,p,0.000367791
s,0.000108582,p,0.000325746
s,0.000108225,p,0.000324675
s,0.000146659,p,0.000439976
s,0.000105328,p,0.000315985
s,0.000129878,p,0.000389634
s,0.000110333,p,0.000331
s,9.82696E-05,p,0.000294809
s,0.000102532,p,0.000307597
s,0.000108143,p,0.000324428
s,9.84425E-05,p,0.000295328
s,0.000121865,p,0.000365596
s,0.000114383,p,0.000343148
s,0.000120494,p,0.000361481
s,0.000108933,p,0.000326798
s,9.18996E-05,p,0.000275699
s,0.000100878,p,0.000302635
s,0.000112195,p,0.000336585
s,0.000114198,p,0.000342593
s,0.000109581,p,0.000328744
s,0.000118278,p,0.000354835
s,0.000139189,p,0.000417567
s,9.75455E-05,p,0.000292637
s,0.000101424,p,0.000304271
s,0.000116147,p,0.000348441
s,9.73035E-05,p,0.00029191
s,0.000125163,p,0.00037549
s,0.000103585,p,0.000310756
s,0.000124053,p,0.000372159
s,0.000102116,p,0.000306348
s,0.000137611,p,0.000412832
s,0.000133087,p,0.000399261
s,0.000112889,p,0.000338667
s,0.000108133,p,0.000324399
s,0.000100047,p,0.000300142
s,0.000101015,p,0.000303044
s,0.000108311,p,0.000324934
s,0.000102356,p,0.000307068
s,0.000119665,p,0.000358996
s,0.000122037,p,0.00036611
s,0.000114899,p,0.000344697
s,0.000111288,p,0.000333863
s,0.000110166,p,0.000330499
s,9.95991E-05,p,0.000298797
s,0.000112673,p,0.000338018
s,0.000114062,p,0.000342185
s,9.4464E-05,p,0.000283392
s,0.000131344,p,0.000394031
s,0.000101895,p,0.000305686
s,0.000122795,p,0.000368386
s,0.000104567,p,0.0003137
s,0.000112988,p,0.000338965
s,0.000100094,p,0.000300281
s,0.000108272,p,0.000324817
s,0.000107701,p,0.000323104
s,0.000116434,p,0.000349303
s,0.000106213,p,0.000318639
s,0.000107007,p,0.000321021
s,0.000119297,p,0.00035789
s,0.000104253,p,0.000312759
s,0.000122431,p,0.000367292
s,0.000106115,p,0.000318344
s,0.000119997,p,0.000359992
s,0.000127439,p,0.000382318
s,0.00011894,p,0.000356819
s,9.66947E-05,p,0.000290084
s,0.000123014,p,0.000369043
s,0.000127863,p,0.000383588
s,0.000114206,p,0.000342618
s,0.000115171,p,0.000345512
s,0.000111611,p,0.000334834
s,0.000112213,p,0.00033664
s,0.000130325,p,0.000390974
s,0.000107734,p,0.000323202
s,9.77991E-05,p,0.000293397
s,0.00012734,p,0.000382021
s,0.000108876,p,0.000326627
s,0.000118325,p,0.000354976
s,0.000123249,p,0.000369748
s,9.43148E-05,p,0.000282944
s,0.000128639,p,0.000385918
s,0.000109106,p,0.000327317
s,9.14316E-05,p,0.000274295
s,0.000117025,p,0.000351074
s,0.000102316,p,0.000306949
s,0.000119492,p,0.000358476
s,0.000123161,p,0.000369483
s,9.22908E-05,p,0.000276873
s,0.000112991,p,0.000338974
s,0.000106598,p,0.000319793
s,0.000129679,p,0.000389038
s,0.00011088,p,0.00033264
s,0.000122842,p,0.000368527
s,0.000108757,p,0.000326271
s,0.000115623,p,0.00034687
s,0.000115871,p,0.000347612
s,0.00011134,p,0.000334021
s,0.000101413,p,0.00030424
s,9.37947E-05,p,0.000281384
s,0.000109666,p,0.000328998
s,0.000127873,p,0.000383619
s,0.000103177,p,0.000309531
s,9.96909E-05,p,0.000299073
s,9.69263E-05,p,0.000290779
s,9.97701E-05,p,0.00029931
s,0.000107197,p,0.00032159
s,8.20086E-05,p,0.000246026
s,0.000109382,p,0.000328147
s,0.000107805,p,0.000323416
s,0.000114529,p,0.000343586
s,0.000120109,p,0.000360328
s,9.84773E-05,p,0.000295432
s,0.000102819,p,0.000308456
s,9.7685E-05,p,0.000293055
s,0.000113472,p,0.000340415
s,0.000120869,p,0.000362607
s,0.000102828,p,0.000308485
s,9.54131E-05,p,0.000286239
s,0.0001304,p,0.000391199
s,0.000124162,p,0.000372487
s,0.000115754,p,0.000347261
s,0.000111879,p,0.000335638
s,0.00011341,p,0.000340229
s,0.000117705,p,0.000353115
s,0.000116703,p,0.00035011
s,0.000109601,p,0.000328803
s,0.00011196,p,0.000335879
s,0.000118663,p,0.000355988
s,0.000104893,p,0.000314678
s,0.00011051,p,0.00033153
s,0.000101336,p,0.000304007
s,0.000143708,p,0.000431125
s,0.000106161,p,0.000318483
s,9.00826E-05,p,0.000270248
s,9.52186E-05,p,0.000285656
s,0.000125924,p,0.000377772
s,0.000115341,p,0.000346022
s,8.4069E-05,p,0.000252207
s,0.000126853,p,0.000380558
s,9.16042E-05,p,0.000274813
s,0.000116628,p,0.000349884
s,0.000110175,p,0.000330524
s,0.000106042,p,0.000318125
s,0.000126719,p,0.000380157
s,0.00012749,p,0.000382469
s,0.000118803,p,0.00035641
s,0.0001222,p,0.000366599
s,9.19217E-05,p,0.000275765
s,0.000102885,p,0.000308655
s,0.000113232,p,0.000339697
s,0.000102107,p,0.000306322
s,0.000123423,p,0.000370268
s,0.000100271,p,0.000300812
s,0.000100172,p,0.000300516
s,9.61567E-05,p,0.00028847
s,8.61203E-05,p,0.000258361
s,0.000116431,p,0.000349293
s,0.000113062,p,0.000339187
s,0.000109884,p,0.000329652
s,0.000107886,p,0.000323659
s,9.85724E-05,p,0.000295717
s,9.71956E-05,p,0.000291587
s,0.000114325,p,0.000342974
s,0.000104853,p,0.00031456
s,0.000144705,p,0.000434116
s,0.00012218,p,0.000366539
s,0.000107775,p,0.000323325
s,0.000116671,p,0.000350014
s,0.000100604,p,0.000301811
s,9.46918E-05,p,0.000284075
s,9.87593E-05,p,0.000296278
s,9.47346E-05,p,0.000284204
