cond.s.m,echo.s.m,cond.p.m,echo.p.m
1,0.000103625,p,0.000310874
1,0.000118806,p,0.000356417
1,0.00012376,p,0.000371281
1,0.000130054,p,0.000390163
1,0.000126728,p,0.000380184
1,0.000113199,p,0.000339596
1,0.000130875,p,0.000392625
1,0.000103779,p,0.000311336
1,0.00012207,p,0.00036621
1,0.000140287,p,0.000420861
1,0.000110104,p,0.000330312
1,0.000105257,p,0.000315771
1,8.81888E-05,p,0.000264566
1,0.000112332,p,0.000336995
1,0.000124904,p,0.000374712
1,0.00011286,p,0.000338581
1,0.00014985,p,0.000449549
1,9.31531E-05,p,0.000279459
1,0.000116046,p,0.000348138
1,0.000104782,p,0.000314347
1,0.000132366,p,0.000397098
1,0.000125398,p,0.000376194
1,0.000109782,p,0.000329347
1,8.93734E-05,p,0.00026812
1,0.000104711,p,0.000314132
1,0.000144758,p,0.000434273
1,0.000118213,p,0.000354639
1,0.000102267,p,0.000306801
1,9.58151E-05,p,0.000287445
1,0.000126874,p,0.000380623
1,0.000111497,p,0.000334491
1,0.000129401,p,0.000388204
1,0.00015698,p,0.000470941
1,0.000118482,p,0.000355446
1,0.000103482,p,0.000310447
1,9.99691E-05,p,0.000299907
1,0.000110856,p,0.000332569
1,0.00011414,p,0.00034242
1,0.000112498,p,0.000337493
1,0.000107354,p,0.000322061
1,9.84074E-05,p,0.000295222
1,0.000123393,p,0.00037018
1,0.000129741,p,0.000389222
1,0.000128396,p,0.000385187
1,0.000152782,p,0.000458345
1,0.000141072,p,0.000423217
1,0.000107558,p,0.000322673
1,0.000125708,p,0.000377125
1,0.000124205,p,0.000372614
1,0.000147975,p,0.000443925
1,0.000101714,p,0.000305143
1,0.000123652,p,0.000370956
1,0.00013111,p,0.000393329
1,0.000143775,p,0.000431324
1,0.000119311,p,0.000357933
1,0.000121932,p,0.000365795
1,0.000133088,p,0.000399265
1,0.000126477,p,0.00037943
1,0.000151937,p,0.00045581
1,9.16217E-05,p,0.000274865
1,0.000142952,p,0.000428856
1,0.000119425,p,0.000358276
1,0.000137103,p,0.000411308
1,0.000103773,p,0.000311318
1,0.000114746,p,0.000344237
1,0.000106328,p,0.000318984
1,0.00016481,p,0.00049443
1,0.000117952,p,0.000353856
1,0.000103754,p,0.000311261
1,0.000141488,p,0.000424464
1,0.000118267,p,0.0003548
1,0.000110024,p,0.000330073
1,7.14938E-05,p,0.000214481
1,0.000110902,p,0.000332707
1,0.000152426,p,0.000457277
1,0.000131464,p,0.000394393
1,0.000109578,p,0.000328733
1,0.000106141,p,0.000318424
1,0.000111289,p,0.000333867
1,0.000129498,p,0.000388493
1,9.49044E-05,p,0.000284713
1,0.000136444,p,0.000409331
1,0.000120227,p,0.000360682
1,0.000129095,p,0.000387284
1,0.000122976,p,0.000368929
1,0.00011833,p,0.000354989
1,0.000109925,p,0.000329776
1,0.000156856,p,0.000470568
1,0.00013813,p,0.000414391
1,0.000116237,p,0.000348711
1,0.000123169,p,0.000369508
1,0.000141203,p,0.000423609
1,0.000135783,p,0.000407348
1,0.000133435,p,0.000400304
1,0.000111508,p,0.000334523
1,0.000121892,p,0.000365676
1,0.000146866,p,0.000440597
1,9.1166E-05,p,0.000273498
1,0.000108062,p,0.000324185
1,0.000126144,p,0.000378432
1,0.000117612,p,0.000352835
1,9.22905E-05,p,0.000276871
1,0.000135251,p,0.000405754
1,0.000115239,p,0.000345718
1,0.000139681,p,0.000419042
1,0.000134247,p,0.000402742
1,0.00015716,p,0.00047148
1,0.0001176,p,0.0003528
1,0.000120129,p,0.000360388
1,0.00015119,p,0.00045357
1,0.000111296,p,0.000333887
1,0.000124304,p,0.000372913
1,0.000133065,p,0.000399194
1,0.000106251,p,0.000318753
1,0.000123102,p,0.000369306
1,0.000103499,p,0.000310498
1,0.000103779,p,0.000311338
1,0.000143667,p,0.000431
1,0.000141851,p,0.000425553
1,0.000121555,p,0.000364664
1,9.34109E-05,p,0.000280233
1,0.000122833,p,0.000368499
1,0.000133434,p,0.000400302
1,0.000127926,p,0.000383777
1,9.24859E-05,p,0.000277458
1,0.000127508,p,0.000382523
1,0.000105712,p,0.000317137
1,0.000116491,p,0.000349474
1,0.000109409,p,0.000328227
1,0.000112759,p,0.000338277
1,0.000134905,p,0.000404716
1,9.36311E-05,p,0.000280893
1,0.000132089,p,0.000396266
1,0.000106996,p,0.000320987
1,0.00012619,p,0.00037857
1,0.000107331,p,0.000321993
1,9.9585E-05,p,0.000298755
1,0.000129709,p,0.000389128
1,9.36502E-05,p,0.000280951
1,0.000105146,p,0.000315437
1,0.000119671,p,0.000359012
1,0.000107336,p,0.000322007
1,0.000127095,p,0.000381284
1,0.000121198,p,0.000363594
1,0.000130734,p,0.000392201
1,0.000145884,p,0.000437653
1,0.000111112,p,0.000333336
1,0.000128989,p,0.000386968
1,0.000116614,p,0.000349842
1,0.000101833,p,0.000305498
1,0.000146991,p,0.000440972
1,0.000115562,p,0.000346687
1,0.000114406,p,0.000343217
1,9.95369E-05,p,0.000298611
1,0.000119021,p,0.000357063
1,0.000108606,p,0.000325817
1,0.000150982,p,0.000452947
1,0.000127903,p,0.000383709
1,9.66819E-05,p,0.000290046
1,0.000112154,p,0.000336461
1,0.000119882,p,0.000359646
1,8.51937E-05,p,0.000255581
1,9.88584E-05,p,0.000296575
1,0.00015717,p,0.00047151
1,9.47261E-05,p,0.000284178
1,0.000101797,p,0.000305391
1,0.00013877,p,0.00041631
1,0.000127782,p,0.000383346
1,0.000128362,p,0.000385086
1,0.000120966,p,0.000362899
1,0.000118002,p,0.000354005
1,0.000124934,p,0.000374803
1,0.000115867,p,0.0003476
1,0.000125256,p,0.000375769
1,9.76864E-05,p,0.000293059
1,0.000100238,p,0.000300714
1,0.000139043,p,0.000417129
1,0.000148613,p,0.00044584
1,0.000106285,p,0.000318854
1,0.000100152,p,0.000300455
1,0.000110966,p,0.000332898
1,0.000120282,p,0.000360847
1,0.0001128,p,0.000338401
1,0.000107494,p,0.000322482
1,0.000119657,p,0.00035897
1,0.000122952,p,0.000368855
1,0.000152692,p,0.000458075
1,9.69687E-05,p,0.000290906
1,0.000121906,p,0.000365718
1,9.69133E-05,p,0.00029074
1,0.000110876,p,0.000332629
1,0.000146201,p,0.000438602
1,0.000120303,p,0.000360908
1,0.000100224,p,0.000300673
1,0.000114857,p,0.000344571
1,0.000128084,p,0.000384252
1,0.000128798,p,0.000386393
1,0.000101784,p,0.000305352
1,0.000137284,p,0.000411852
1,9.40216E-05,p,0.000282065
1,0.000107821,p,0.000323462
1,0.00011076,p,0.000332279
1,0.000139967,p,0.000419902
1,0.000134844,p,0.000404532
1,0.000118458,p,0.000355375
1,0.000115168,p,0.000345505
1,0.000111959,p,0.000335878
1,0.000164815,p,0.000494445
1,0.000105383,p,0.00031615
1,0.000160296,p,0.000480888
1,0.000137227,p,0.000411681
1,0.000119287,p,0.000357861
1,9.07434E-05,p,0.00027223
1,0.000118892,p,0.000356677
1,0.000116764,p,0.000350293
1,0.000128617,p,0.00038585
1,0.000113888,p,0.000341665
1,0.00010893,p,0.00032679
1,0.000122396,p,0.000367187
1,9.59432E-05,p,0.000287829
1,9.99096E-05,p,0.000299729
1,0.000118599,p,0.000355798
1,0.000131989,p,0.000395966
1,0.000145433,p,0.000436299
1,0.00014012,p,0.00042036
1,0.00012109,p,0.000363269
1,0.000159222,p,0.000477667
1,0.000120369,p,0.000361107
1,0.000118457,p,0.000355372
1,0.000133061,p,0.000399182
1,0.000138704,p,0.000416113
1,0.000125735,p,0.000377206
1,0.000147173,p,0.000441518
1,0.000108494,p,0.000325481
1,0.000131473,p,0.00039442
1,0.000109472,p,0.000328415
1,0.000141213,p,0.000423639
1,9.48416E-05,p,0.000284525
1,0.000120587,p,0.000361762
1,0.000129149,p,0.000387446
1,9.37919E-05,p,0.000281376
1,0.000135615,p,0.000406846
1,0.000121891,p,0.000365673
1,0.000121133,p,0.0003634
1,0.000101485,p,0.000304456
1,0.000139492,p,0.000418476
1,0.000124482,p,0.000373446
1,7.75813E-05,p,0.000232744
1,9.59617E-05,p,0.000287885
1,0.000134809,p,0.000404427
1,0.000100421,p,0.000301263
1,8.03704E-05,p,0.000241111
1,9.93427E-05,p,0.000298028
1,0.000115694,p,0.000347083
1,9.74056E-05,p,0.000292217
1,0.000104621,p,0.000313862
1,0.000112665,p,0.000337994
1,0.000105811,p,0.000317432
1,0.000129021,p,0.000387064
1,0.000128333,p,0.000384999
1,0.000131014,p,0.000393043
1,0.000124984,p,0.000374951
1,9.42957E-05,p,0.000282887
1,0.000104434,p,0.000313302
1,0.000141927,p,0.000425781
1,0.000116461,p,0.000349382
1,0.000135684,p,0.000407052
1,0.000150718,p,0.000452153
1,0.000197144,p,0.000591433
1,0.000148176,p,0.000444529
1,0.000113621,p,0.000340862
1,8.52638E-05,p,0.000255792
1,9.75766E-05,p,0.00029273
1,0.000123956,p,0.000371868
1,0.000126282,p,0.000378846
1,0.00011571,p,0.00034713
1,0.000133803,p,0.000401409
1,0.000131309,p,0.000393927
1,0.000110674,p,0.000332022
1,0.000131381,p,0.000394144
1,7.62484E-05,p,0.000228745
1,0.000110034,p,0.000330103
1,0.000119496,p,0.000358489
1,0.000107738,p,0.000323213
1,0.00012908,p,0.000387239
1,0.000154305,p,0.000462914
1,0.000117413,p,0.000352238
1,0.000129716,p,0.000389148
1,0.00010893,p,0.000326791
1,9.34847E-05,p,0.000280454
1,0.000132918,p,0.000398753
1,0.000140986,p,0.000422957
1,0.000123683,p,0.00037105
1,0.00011993,p,0.000359791
1,0.000105092,p,0.000315275
1,0.000102896,p,0.000308687
1,0.000110732,p,0.000332196
1,0.000140716,p,0.000422147
1,0.000105117,p,0.00031535
1,9.47766E-05,p,0.00028433
1,9.3307E-05,p,0.000279921
1,0.000137445,p,0.000412335
1,0.000116212,p,0.000348635
1,9.03034E-05,p,0.00027091
1,8.75409E-05,p,0.000262623
1,0.000154767,p,0.000464302
1,0.000123562,p,0.000370685
1,0.000122601,p,0.000367804
1,0.00011108,p,0.000333241
1,0.000135554,p,0.000406662
1,0.000112779,p,0.000338337
1,0.000110525,p,0.000331576
1,0.000146917,p,0.00044075
1,0.000117202,p,0.000351606
1,0.000121036,p,0.000363108
1,0.00011833,p,0.000354991
1,0.00012165,p,0.000364949
1,0.000135575,p,0.000406726
1,0.00011742,p,0.00035226
1,9.86515E-05,p,0.000295954
1,0.000112472,p,0.000337415
1,0.000125425,p,0.000376274
1,0.000160073,p,0.00048022
1,0.000184222,p,0.000552667
1,0.000125527,p,0.000376582
1,0.000132631,p,0.000397892
1,0.000118274,p,0.000354823
1,0.000102838,p,0.000308513
1,0.000106249,p,0.000318746
1,0.000120423,p,0.000361268
1,0.000113068,p,0.000339205
1,0.000155953,p,0.000467859
1,0.000121246,p,0.000363739
1,0.000120307,p,0.00036092
1,0.000125185,p,0.000375554
1,0.00011925,p,0.00035775
1,0.000142578,p,0.000427735
1,0.000149013,p,0.00044704
1,0.000188281,p,0.000564842
1,0.000108989,p,0.000326968
1,0.000124517,p,0.000373552
1,0.000122336,p,0.000367009
1,0.000133726,p,0.000401179
1,0.000120088,p,0.000360264
1,0.000104928,p,0.000314785
1,0.00010356,p,0.000310681
1,0.000101673,p,0.000305019
1,0.00011228,p,0.00033684
1,0.000135573,p,0.000406719
1,0.000155085,p,0.000465254
1,0.00012883,p,0.000386491
1,0.00012475,p,0.000374251
1,0.000111922,p,0.000335765
1,0.000138282,p,0.000414846
1,0.000116962,p,0.000350886
1,0.000132452,p,0.000397356
1,0.000111255,p,0.000333765
1,0.000105649,p,0.000316946
1,0.00012017,p,0.000360511
1,0.000108938,p,0.000326813
1,0.00014642,p,0.000439259
1,0.000115053,p,0.00034516
1,0.000145238,p,0.000435715
1,0.000125106,p,0.000375318
1,0.000105547,p,0.000316642
1,0.000104341,p,0.000313022
1,0.000102345,p,0.000307036
1,0.000105148,p,0.000315444
1,0.000168806,p,0.000506417
1,9.55385E-05,p,0.000286615
1,0.000111174,p,0.000333523
1,0.000109658,p,0.000328975
1,0.000128284,p,0.000384852
1,0.000122125,p,0.000366374
1,0.000105568,p,0.000316704
1,0.000104998,p,0.000314994
1,0.000138579,p,0.000415738
1,7.46942E-05,p,0.000224083
1,0.000144371,p,0.000433114
1,9.44324E-05,p,0.000283297
1,0.000163803,p,0.000491408
1,0.000118314,p,0.000354942
1,9.82408E-05,p,0.000294723
1,0.000111636,p,0.000334907
1,0.000114285,p,0.000342856
1,0.000130054,p,0.000390161
1,9.29206E-05,p,0.000278762
1,0.000151284,p,0.000453853
1,0.00011489,p,0.00034467
1,9.38445E-05,p,0.000281534
1,0.0001379,p,0.000413699
1,0.000124899,p,0.000374697
1,9.93284E-05,p,0.000297985
1,9.40448E-05,p,0.000282135
1,0.000134351,p,0.000403054
1,0.00013969,p,0.000419069
1,0.000159285,p,0.000477856
1,0.000123763,p,0.00037129
1,0.000123242,p,0.000369727
1,0.000119459,p,0.000358378
1,9.0676E-05,p,0.000272028
1,0.000113636,p,0.000340907
1,0.00014293,p,0.000428789
1,0.000124844,p,0.000374532
1,0.000100361,p,0.000301084
1,0.000108474,p,0.000325421
1,0.00011942,p,0.000358261
1,0.000112145,p,0.000336435
1,0.00012955,p,0.00038865
1,9.65444E-05,p,0.000289633
1,0.000101757,p,0.00030527
1,9.63527E-05,p,0.000289058
1,0.000118694,p,0.000356083
1,9.89608E-05,p,0.000296882
1,0.000109413,p,0.000328238
1,0.000136596,p,0.000409789
1,0.000102731,p,0.000308193
1,8.57185E-05,p,0.000257156
1,0.000149253,p,0.000447759
1,9.59962E-05,p,0.000287989
1,0.000100721,p,0.000302162
1,0.0001149,p,0.000344701
1,0.00010413,p,0.00031239
1,0.000113413,p,0.000340239
1,0.000104432,p,0.000313296
1,0.000145088,p,0.000435264
1,0.000129891,p,0.000389672
1,0.000102053,p,0.00030616
1,0.000112233,p,0.0003367
1,0.000106487,p,0.000319461
1,0.00015862,p,0.000475859
1,0.000108577,p,0.000325731
1,9.80662E-05,p,0.000294199
1,0.000102786,p,0.000308358
1,0.000119238,p,0.000357714
1,0.000136125,p,0.000408375
1,0.000123276,p,0.000369829
1,0.000127582,p,0.000382747
1,0.000128365,p,0.000385095
1,9.87979E-05,p,0.000296394
1,0.000118344,p,0.000355032
1,0.00011035,p,0.000331049
1,0.000114217,p,0.00034265
1,9.95361E-05,p,0.000298608
1,0.000144931,p,0.000434792
1,0.000146504,p,0.000439512
1,0.000106802,p,0.000320407
1,0.000108844,p,0.000326531
1,0.00015474,p,0.00046422
1,0.000135299,p,0.000405897
1,0.000139845,p,0.000419535
1,0.000117016,p,0.000351047
1,0.000100158,p,0.000300473
1,0.000126167,p,0.0003785
1,0.000133976,p,0.000401929
1,0.000140485,p,0.000421454
1,9.84315E-05,p,0.000295294
1,0.000108757,p,0.000326271
1,0.00014895,p,0.00044685
1,0.000134269,p,0.000402806
1,0.000160265,p,0.000480796
1,0.000123282,p,0.000369846
1,0.000110619,p,0.000331857
1,0.000173563,p,0.000520689
1,0.000129588,p,0.000388763
1,0.00012663,p,0.000379889
1,0.000122587,p,0.000367761
1,0.000109581,p,0.000328743
1,8.12508E-05,p,0.000243753
1,0.000136211,p,0.000408633
1,0.000111627,p,0.000334882
1,0.000168616,p,0.000505848
1,0.000131118,p,0.000393353
1,0.000130154,p,0.000390461
1,0.00010443,p,0.000313289
1,0.000112353,p,0.000337059
1,0.00010796,p,0.000323879
1,0.000134778,p,0.000404333
1,0.000104174,p,0.000312523
1,0.000111625,p,0.000334876
1,0.000150258,p,0.000450775
1,0.000142061,p,0.000426183
1,0.00012501,p,0.00037503
1,0.000135379,p,0.000406137
1,0.000100991,p,0.000302973
1,0.00012503,p,0.00037509
1,0.000120014,p,0.000360042
1,0.00010581,p,0.00031743
1,9.87694E-05,p,0.000296308
1,0.000144532,p,0.000433596
1,9.83131E-05,p,0.000294939
1,0.000132117,p,0.00039635
1,0.000113888,p,0.000341663
1,0.000121772,p,0.000365315
1,0.000131663,p,0.000394989
1,8.90795E-05,p,0.000267239
1,0.00011924,p,0.000357719
1,0.000147126,p,0.000441378
1,0.000103189,p,0.000309566
1,8.83274E-05,p,0.000264982
1,0.000111507,p,0.000334521
1,0.000107448,p,0.000322344
1,0.000125072,p,0.000375216
1,0.000118173,p,0.000354518
1,0.000107382,p,0.000322147
1,0.000137292,p,0.000411877
1,9.86668E-05,p,0.000296
1,0.000118959,p,0.000356877
1,0.000116111,p,0.000348333
1,9.7534E-05,p,0.000292602
1,0.000104104,p,0.000312313
1,0.00012519,p,0.000375571
1,0.000108253,p,0.000324759
1,0.000125658,p,0.000376975
1,0.00014052,p,0.000421559
1,0.000102215,p,0.000306645
1,9.92614E-05,p,0.000297784
1,0.000146706,p,0.000440118
1,0.000122348,p,0.000367045
1,0.000115724,p,0.000347171
1,9.66145E-05,p,0.000289844
1,0.000134963,p,0.000404888
1,7.62863E-05,p,0.000228859
1,0.00010174,p,0.000305219
1,0.000128175,p,0.000384524
1,0.000109385,p,0.000328154
1,0.000104591,p,0.000313773
1,0.000150118,p,0.000450355
1,0.000117761,p,0.000353282
1,9.79327E-05,p,0.000293798
1,0.000163839,p,0.000491517
1,0.00014042,p,0.000421259
1,0.000117258,p,0.000351773
1,0.000160052,p,0.000480156
1,0.000161029,p,0.000483086
1,0.000133016,p,0.000399049
1,0.000113064,p,0.000339191
1,0.000152492,p,0.000457477
1,0.000122696,p,0.000368087
1,0.00010079,p,0.000302369
1,0.000128839,p,0.000386517
1,0.00014086,p,0.000422579
1,0.00010938,p,0.000328141
1,0.000112858,p,0.000338575
1,0.000128185,p,0.000384554
1,0.000114489,p,0.000343468
1,0.000117975,p,0.000353926
1,0.000125662,p,0.000376986
1,0.000104078,p,0.000312234
1,0.000125235,p,0.000375705
1,0.000110901,p,0.000332702
1,0.000102659,p,0.000307976
1,0.000106098,p,0.000318295
1,0.00010648,p,0.000319441
1,0.000114832,p,0.000344497
1,0.000126795,p,0.000380384
1,0.0001211,p,0.000363299
1,0.000107511,p,0.000322533
1,0.000118903,p,0.000356709
1,0.000106484,p,0.000319451
1,0.000112374,p,0.000337121
1,0.000102583,p,0.000307748
1,9.57239E-05,p,0.000287172
1,0.000148809,p,0.000446427
1,0.000114024,p,0.000342073
1,0.000123585,p,0.000370756
1,0.000120492,p,0.000361476
1,0.000128846,p,0.000386538
1,0.000116074,p,0.000348223
1,0.000107612,p,0.000322837
1,9.0618E-05,p,0.000271854
1,0.000131886,p,0.000395659
1,0.000115418,p,0.000346255
1,0.00013366,p,0.00040098
1,0.000115143,p,0.000345429
1,9.28408E-05,p,0.000278522
1,0.000113471,p,0.000340414
1,0.000113856,p,0.000341568
1,0.000132258,p,0.000396774
1,0.000163174,p,0.000489522
1,0.000134026,p,0.000402077
1,0.000119676,p,0.000359029
1,0.000115411,p,0.000346232
1,9.99801E-05,p,0.00029994
1,0.000111818,p,0.000335455
1,0.000139395,p,0.000418186
1,0.000116019,p,0.000348056
1,0.000108708,p,0.000326125
1,0.000123309,p,0.000369928
1,9.32348E-05,p,0.000279704
1,0.000113459,p,0.000340378
1,0.000141066,p,0.000423197
1,0.000102441,p,0.000307323
1,0.000125246,p,0.000375738
1,0.000154384,p,0.000463153
1,0.000102739,p,0.000308218
1,0.000116819,p,0.000350457
1,0.000117481,p,0.000352443
1,0.000108163,p,0.000324489
1,0.000127867,p,0.000383601
1,0.000147675,p,0.000443025
1,0.000129447,p,0.000388342
1,0.000159669,p,0.000479007
1,0.000114779,p,0.000344337
1,0.000108972,p,0.000326917
1,0.000156693,p,0.000470079
1,0.000135561,p,0.000406682
1,9.84008E-05,p,0.000295202
1,0.000106417,p,0.000319251
1,0.000130515,p,0.000391546
1,9.72514E-05,p,0.000291754
1,0.000135643,p,0.000406928
1,0.000135412,p,0.000406236
1,0.000122629,p,0.000367888
1,0.000124342,p,0.000373027
1,0.000126708,p,0.000380124
1,8.4584E-05,p,0.000253752
1,0.000143465,p,0.000430395
1,0.000147992,p,0.000443975
1,9.24335E-05,p,0.0002773
1,0.000101197,p,0.00030359
1,9.89568E-05,p,0.00029687
1,0.000109872,p,0.000329616
1,0.000146653,p,0.000439958
1,0.0001452,p,0.000435601
1,0.000155372,p,0.000466116
1,8.60065E-05,p,0.00025802
1,0.000106664,p,0.000319993
1,0.00014164,p,0.000424921
1,0.000118721,p,0.000356163
1,0.000145375,p,0.000436125
1,0.000140067,p,0.000420201
1,0.0001178,p,0.000353399
1,0.000106889,p,0.000320668
1,0.000128131,p,0.000384393
1,0.000119233,p,0.000357699
1,0.000106223,p,0.000318668
1,0.000129406,p,0.000388219
1,9.57031E-05,p,0.000287109
1,0.000118867,p,0.0003566
1,0.000114982,p,0.000344947
1,0.000125987,p,0.000377962
1,0.000121048,p,0.000363145
1,0.000116681,p,0.000350044
1,0.000122464,p,0.000367393
1,0.000148735,p,0.000446204
1,0.000123256,p,0.000369768
1,0.00013179,p,0.00039537
1,0.000106104,p,0.000318312
1,0.000143111,p,0.000429332
1,0.000115306,p,0.000345917
1,9.02504E-05,p,0.000270751
1,0.000116145,p,0.000348436
1,0.000153427,p,0.000460282
1,0.00013852,p,0.00041556
1,0.000121049,p,0.000363146
1,0.000132967,p,0.0003989
1,0.000111753,p,0.00033526
1,0.00013059,p,0.00039177
1,0.000124,p,0.000371999
1,7.2785E-05,p,0.000218355
1,0.000122787,p,0.000368361
1,0.000102592,p,0.000307776
1,0.000110826,p,0.000332478
1,0.000108155,p,0.000324464
1,0.000133131,p,0.000399392
1,0.000125226,p,0.000375678
1,9.9293E-05,p,0.000297879
1,0.000126471,p,0.000379414
1,0.000154594,p,0.000463781
1,0.000127608,p,0.000382825
1,0.000123868,p,0.000371603
1,0.000103052,p,0.000309157
1,0.000117075,p,0.000351226
1,0.000153514,p,0.000460542
1,0.00010669,p,0.000320069
1,0.000107948,p,0.000323845
1,0.000102837,p,0.000308512
1,0.000126036,p,0.000378107
1,0.000123333,p,0.000369998
1,0.000126132,p,0.000378397
1,0.000142779,p,0.000428337
1,0.000123583,p,0.000370748
1,0.000159849,p,0.000479546
1,9.3263E-05,p,0.000279789
1,0.000130246,p,0.000390738
1,0.000152845,p,0.000458534
1,0.00010853,p,0.000325589
1,0.000129556,p,0.000388667
1,0.000111663,p,0.00033499
1,0.000127537,p,0.00038261
1,9.00297E-05,p,0.000270089
1,7.72564E-05,p,0.000231769
1,8.58688E-05,p,0.000257606
1,0.000131426,p,0.000394278
1,0.000138882,p,0.000416645
1,0.000112421,p,0.000337262
1,0.000115026,p,0.000345077
1,0.000161031,p,0.000483093
1,0.00011007,p,0.00033021
1,0.000132086,p,0.000396257
1,0.000100244,p,0.000300733
1,0.000108628,p,0.000325885
1,0.000114202,p,0.000342606
1,0.000146436,p,0.000439309
1,9.16344E-05,p,0.000274903
1,0.000107572,p,0.000322715
1,0.000108111,p,0.000324333
1,0.000135379,p,0.000406137
1,0.000129414,p,0.000388242
1,0.000101944,p,0.000305833
1,0.000128806,p,0.000386418
1,0.000119604,p,0.000358811
1,0.000142235,p,0.000426706
1,0.000120448,p,0.000361345
1,0.000113932,p,0.000341796
1,0.000114068,p,0.000342204
1,0.000125806,p,0.000377417
1,0.000129158,p,0.000387474
1,0.000138187,p,0.000414561
1,0.000138309,p,0.000414927
1,0.000120374,p,0.000361122
1,0.000151347,p,0.000454042
1,0.000127571,p,0.000382714
1,0.000111215,p,0.000333646
1,0.000114306,p,0.000342917
1,0.000136141,p,0.000408422
1,0.000129686,p,0.000389057
1,9.73236E-05,p,0.000291971
1,0.000153434,p,0.000460302
1,0.000119667,p,0.000359001
1,0.000110001,p,0.000330004
1,0.000106344,p,0.000319033
1,0.000136385,p,0.000409155
1,0.000136514,p,0.000409543
1,0.000107978,p,0.000323933
1,0.000124099,p,0.000372296
1,0.000104784,p,0.000314351
1,0.000125787,p,0.000377361
1,0.000104997,p,0.000314992
1,0.000125149,p,0.000375447
1,0.000102979,p,0.000308938
1,0.000136923,p,0.000410768
1,0.000100996,p,0.000302989
1,9.09626E-05,p,0.000272888
1,0.000134302,p,0.000402905
1,0.000106783,p,0.000320348
1,0.000135354,p,0.000406061
1,0.000132351,p,0.000397053
1,0.000162833,p,0.000488499
1,0.000115466,p,0.000346399
1,0.00010968,p,0.000329041
1,0.000148365,p,0.000445095
1,0.000144379,p,0.000433138
1,0.000133482,p,0.000400447
1,0.000102925,p,0.000308774
1,0.000107611,p,0.000322833
1,0.000152892,p,0.000458676
1,0.000135149,p,0.000405447
1,0.000123383,p,0.000370148
1,0.000149048,p,0.000447145
1,0.000138377,p,0.00041513
1,0.000125164,p,0.000375491
1,0.000123767,p,0.0003713
1,0.000144255,p,0.000432764
1,8.5777E-05,p,0.000257331
1,0.000113039,p,0.000339116
1,9.72051E-05,p,0.000291615
1,0.000120391,p,0.000361174
1,0.000132161,p,0.000396483
1,0.00012304,p,0.00036912
1,0.000142605,p,0.000427814
1,0.000145399,p,0.000436198
1,0.000109317,p,0.000327952
1,9.48289E-05,p,0.000284487
1,0.000102842,p,0.000308527
1,0.000142677,p,0.000428031
1,0.000145884,p,0.000437652
1,0.000105443,p,0.000316328
1,8.30565E-05,p,0.00024917
1,0.000103986,p,0.000311957
1,0.000122063,p,0.00036619
1,0.000136104,p,0.000408312
1,0.000121661,p,0.000364984
1,0.000110954,p,0.000332863
1,9.71128E-05,p,0.000291338
1,0.000109911,p,0.000329732
1,0.000117404,p,0.000352213
1,8.06649E-05,p,0.000241995
1,0.000104216,p,0.000312649
1,0.000101672,p,0.000305016
1,0.000120156,p,0.000360469
1,9.61244E-05,p,0.000288373
1,9.44218E-05,p,0.000283265
1,0.000104737,p,0.000314212
1,9.58659E-05,p,0.000287598
1,0.000110844,p,0.000332531
1,0.00014377,p,0.00043131
1,0.000120212,p,0.000360635
1,0.000119281,p,0.000357842
1,9.3047E-05,p,0.000279141
1,0.000152994,p,0.000458983
1,0.000130888,p,0.000392665
1,0.000125071,p,0.000375214
1,0.000156486,p,0.000469459
1,0.000128263,p,0.000384788
1,0.000132426,p,0.000397279
1,0.000113238,p,0.000339713
1,0.000124881,p,0.000374643
1,0.000124599,p,0.000373797
1,9.50322E-05,p,0.000285097
1,0.000129058,p,0.000387175
1,0.000160158,p,0.000480474
1,0.000131949,p,0.000395848
1,0.000101916,p,0.000305749
1,0.000157073,p,0.000471218
1,0.000101509,p,0.000304526
1,0.000112813,p,0.000338438
1,0.000133997,p,0.00040199
1,0.000115132,p,0.000345395
1,0.000155123,p,0.00046537
1,0.000131194,p,0.000393583
1,0.000111541,p,0.000334622
1,9.18047E-05,p,0.000275414
1,0.000130686,p,0.000392057
1,0.000116208,p,0.000348625
1,0.000135761,p,0.000407283
1,6.47054E-05,p,0.000194116
1,0.00011852,p,0.00035556
1,8.98131E-05,p,0.000269439
1,8.69291E-05,p,0.000260787
1,0.000113247,p,0.000339741
1,0.000125365,p,0.000376095
1,7.5883E-05,p,0.000227649
1,0.000139123,p,0.00041737
1,0.000134012,p,0.000402037
1,9.46711E-05,p,0.000284013
1,0.000147547,p,0.00044264
1,0.00010871,p,0.000326129
1,0.000185007,p,0.000555022
1,0.000116339,p,0.000349018
1,0.000143835,p,0.000431505
1,0.000128736,p,0.000386207
1,0.000102551,p,0.000307654
1,0.000100311,p,0.000300933
1,0.000124401,p,0.000373203
1,0.000110586,p,0.000331757
1,0.000126939,p,0.000380816
1,0.000106164,p,0.000318493
1,0.000134984,p,0.000404951
1,0.000139849,p,0.000419548
1,0.000157531,p,0.000472594
1,0.000154192,p,0.000462577
1,0.000128886,p,0.000386657
1,0.000141904,p,0.000425711
1,0.000130098,p,0.000390295
1,0.000118094,p,0.000354281
1,0.000112303,p,0.000336908
1,0.000130696,p,0.000392087
