cond.s.m,echo.1.3,cond.p.m,echo.p.3
s,4.90219E-05,p,0.000147066
s,4.66324E-05,p,0.000139897
s,4.83336E-05,p,0.000145001
s,4.287E-05,p,0.00012861
s,4.39629E-05,p,0.000131889
s,4.81458E-05,p,0.000144437
s,5.43116E-05,p,0.000162935
s,4.12745E-05,p,0.000123824
s,5.18077E-05,p,0.000155423
s,4.57164E-05,p,0.000137149
s,5.86159E-05,p,0.000175848
s,3.65682E-05,p,0.000109705
s,5.29853E-05,p,0.000158956
s,5.24651E-05,p,0.000157395
s,4.19343E-05,p,0.000125803
s,4.32737E-05,p,0.000129821
s,5.66152E-05,p,0.000169846
s,4.87574E-05,p,0.000146272
s,5.29795E-05,p,0.000158939
s,4.41753E-05,p,0.000132526
s,4.09332E-05,p,0.000122799
s,4.54712E-05,p,0.000136413
s,5.42704E-05,p,0.000162811
s,4.26376E-05,p,0.000127913
s,5.18411E-05,p,0.000155523
s,4.61511E-05,p,0.000138453
s,4.24385E-05,p,0.000127315
s,3.90476E-05,p,0.000117143
s,5.16805E-05,p,0.000155041
s,5.32273E-05,p,0.000159682
s,3.80981E-05,p,0.000114294
s,5.23702E-05,p,0.00015711
s,4.92311E-05,p,0.000147693
s,3.44529E-05,p,0.000103359
s,4.49033E-05,p,0.00013471
s,5.29497E-05,p,0.000158849
s,3.45217E-05,p,0.000103565
s,5.32982E-05,p,0.000159895
s,5.67256E-05,p,0.000170177
s,5.27847E-05,p,0.000158354
s,4.68624E-05,p,0.000140587
s,5.27663E-05,p,0.000158299
s,6.59215E-05,p,0.000197765
s,4.15832E-05,p,0.00012475
s,4.23605E-05,p,0.000127082
s,4.72469E-05,p,0.000141741
s,5.10192E-05,p,0.000153058
s,4.77488E-05,p,0.000143246
s,5.31085E-05,p,0.000159325
s,4.40713E-05,p,0.000132214
s,4.44022E-05,p,0.000133207
s,5.36275E-05,p,0.000160883
s,4.17687E-05,p,0.000125306
s,5.40232E-05,p,0.00016207
s,5.30832E-05,p,0.00015925
s,4.39407E-05,p,0.000131822
s,5.2493E-05,p,0.000157479
s,4.11495E-05,p,0.000123448
s,4.46793E-05,p,0.000134038
s,3.66395E-05,p,0.000109919
s,4.24113E-05,p,0.000127234
s,3.72613E-05,p,0.000111784
s,4.18174E-05,p,0.000125452
s,5.37712E-05,p,0.000161314
s,4.12964E-05,p,0.000123889
s,4.99421E-05,p,0.000149826
s,4.89956E-05,p,0.000146987
s,4.83463E-05,p,0.000145039
s,3.83975E-05,p,0.000115192
s,5.22038E-05,p,0.000156611
s,5.57338E-05,p,0.000167201
s,4.59849E-05,p,0.000137955
s,5.87681E-05,p,0.000176304
s,4.94994E-05,p,0.000148498
s,5.18861E-05,p,0.000155658
s,4.96816E-05,p,0.000149045
s,5.07295E-05,p,0.000152188
s,4.49153E-05,p,0.000134746
s,6.98E-05,p,0.0002094
s,4.00109E-05,p,0.000120033
s,5.18053E-05,p,0.000155416
s,4.08145E-05,p,0.000122443
s,4.51012E-05,p,0.000135304
s,5.21463E-05,p,0.000156439
s,4.11815E-05,p,0.000123545
s,4.78991E-05,p,0.000143697
s,4.90346E-05,p,0.000147104
s,4.11682E-05,p,0.000123505
s,4.77493E-05,p,0.000143248
s,4.91907E-05,p,0.000147572
s,4.78164E-05,p,0.000143449
s,4.95052E-05,p,0.000148516
s,4.10223E-05,p,0.000123067
s,4.18671E-05,p,0.000125601
s,4.94169E-05,p,0.000148251
s,4.60639E-05,p,0.000138192
s,4.16934E-05,p,0.00012508
s,4.69055E-05,p,0.000140717
s,4.73954E-05,p,0.000142186
s,4.39772E-05,p,0.000131931
s,5.09669E-05,p,0.000152901
s,4.48747E-05,p,0.000134624
s,4.70409E-05,p,0.000141123
s,5.47689E-05,p,0.000164307
s,4.84529E-05,p,0.000145359
s,4.24365E-05,p,0.000127309
s,4.31376E-05,p,0.000129413
s,5.87499E-05,p,0.00017625
s,4.39108E-05,p,0.000131733
s,4.90227E-05,p,0.000147068
s,4.28017E-05,p,0.000128405
s,4.34154E-05,p,0.000130246
s,4.91928E-05,p,0.000147578
s,5.0014E-05,p,0.000150042
s,3.70602E-05,p,0.000111181
s,4.25878E-05,p,0.000127764
s,4.32035E-05,p,0.000129611
s,4.85437E-05,p,0.000145631
s,4.52267E-05,p,0.00013568
s,4.24067E-05,p,0.00012722
s,4.49923E-05,p,0.000134977
s,5.7646E-05,p,0.000172938
s,3.95344E-05,p,0.000118603
s,4.40674E-05,p,0.000132202
s,4.97748E-05,p,0.000149324
s,5.21804E-05,p,0.000156541
s,4.90606E-05,p,0.000147182
s,3.47051E-05,p,0.000104115
s,3.63124E-05,p,0.000108937
s,4.81254E-05,p,0.000144376
s,4.85745E-05,p,0.000145723
s,4.89055E-05,p,0.000146717
s,4.75084E-05,p,0.000142525
s,4.64933E-05,p,0.00013948
s,4.94803E-05,p,0.000148441
s,4.95086E-05,p,0.000148526
s,5.13853E-05,p,0.000154156
s,4.42076E-05,p,0.000132623
s,4.9946E-05,p,0.000149838
s,4.50814E-05,p,0.000135244
s,3.70031E-05,p,0.000111009
s,4.12937E-05,p,0.000123881
s,4.97575E-05,p,0.000149273
s,4.11404E-05,p,0.000123421
s,4.92574E-05,p,0.000147772
s,4.55597E-05,p,0.000136679
s,4.25238E-05,p,0.000127571
s,0.000042482,p,0.000127446
s,4.86931E-05,p,0.000146079
s,5.13025E-05,p,0.000153907
s,5.35909E-05,p,0.000160773
s,4.07043E-05,p,0.000122113
s,4.60114E-05,p,0.000138034
s,4.12304E-05,p,0.000123691
s,4.7116E-05,p,0.000141348
s,3.46761E-05,p,0.000104028
s,4.24429E-05,p,0.000127329
s,4.80582E-05,p,0.000144175
s,4.96394E-05,p,0.000148918
s,4.28421E-05,p,0.000128526
s,5.88279E-05,p,0.000176484
s,4.89784E-05,p,0.000146935
s,4.29804E-05,p,0.000128941
s,0.00004792,p,0.00014376
s,3.19144E-05,p,9.57433E-05
s,4.79443E-05,p,0.000143833
s,5.0253E-05,p,0.000150759
s,4.94272E-05,p,0.000148281
s,5.23793E-05,p,0.000157138
s,5.69876E-05,p,0.000170963
s,4.03804E-05,p,0.000121141
s,4.62273E-05,p,0.000138682
s,5.12599E-05,p,0.00015378
s,4.63422E-05,p,0.000139027
s,4.94288E-05,p,0.000148286
s,5.17987E-05,p,0.000155396
s,6.70868E-05,p,0.00020126
s,5.19326E-05,p,0.000155798
s,4.63181E-05,p,0.000138954
s,4.79039E-05,p,0.000143712
s,4.79403E-05,p,0.000143821
s,4.88665E-05,p,0.000146599
s,5.52916E-05,p,0.000165875
s,4.02323E-05,p,0.000120697
s,4.36204E-05,p,0.000130861
s,5.35936E-05,p,0.000160781
s,4.79713E-05,p,0.000143914
s,4.66838E-05,p,0.000140051
s,6.28075E-05,p,0.000188423
s,4.10068E-05,p,0.00012302
s,4.37229E-05,p,0.000131169
s,4.21859E-05,p,0.000126558
s,4.08187E-05,p,0.000122456
s,4.71011E-05,p,0.000141303
s,4.9082E-05,p,0.000147246
s,5.63919E-05,p,0.000169176
s,4.66442E-05,p,0.000139932
s,3.62192E-05,p,0.000108657
s,5.08341E-05,p,0.000152502
s,5.48361E-05,p,0.000164508
s,4.47909E-05,p,0.000134373
s,3.67751E-05,p,0.000110325
s,5.01531E-05,p,0.000150459
s,4.095E-05,p,0.00012285
s,4.67862E-05,p,0.000140359
s,5.63038E-05,p,0.000168911
s,3.91174E-05,p,0.000117352
s,4.22918E-05,p,0.000126875
s,3.94854E-05,p,0.000118456
s,6.22248E-05,p,0.000186674
s,5.22802E-05,p,0.000156841
s,4.40033E-05,p,0.00013201
s,5.07094E-05,p,0.000152128
s,4.63234E-05,p,0.00013897
s,5.53382E-05,p,0.000166015
s,3.75882E-05,p,0.000112765
s,5.24893E-05,p,0.000157468
s,4.47998E-05,p,0.000134399
s,4.79823E-05,p,0.000143947
s,5.15346E-05,p,0.000154604
s,4.20885E-05,p,0.000126266
s,4.77364E-05,p,0.000143209
s,5.20854E-05,p,0.000156256
s,4.98989E-05,p,0.000149697
s,5.31468E-05,p,0.000159441
s,3.95566E-05,p,0.00011867
s,4.54214E-05,p,0.000136264
s,4.3118E-05,p,0.000129354
s,4.29684E-05,p,0.000128905
s,4.1313E-05,p,0.000123939
s,3.7948E-05,p,0.000113844
s,5.10417E-05,p,0.000153125
s,5.33892E-05,p,0.000160168
s,3.65415E-05,p,0.000109624
s,4.27839E-05,p,0.000128352
s,5.01949E-05,p,0.000150585
s,4.51755E-05,p,0.000135526
s,4.59507E-05,p,0.000137852
s,5.04412E-05,p,0.000151324
s,4.48156E-05,p,0.000134447
s,4.86989E-05,p,0.000146097
s,3.96827E-05,p,0.000119048
s,4.08982E-05,p,0.000122695
s,4.17805E-05,p,0.000125342
s,4.52085E-05,p,0.000135625
s,4.19966E-05,p,0.00012599
s,3.56261E-05,p,0.000106878
s,5.29482E-05,p,0.000158844
s,4.97481E-05,p,0.000149244
s,5.8094E-05,p,0.000174282
s,4.47143E-05,p,0.000134143
s,4.17019E-05,p,0.000125106
s,4.31746E-05,p,0.000129524
s,4.49709E-05,p,0.000134913
s,4.44641E-05,p,0.000133392
s,4.31544E-05,p,0.000129463
s,4.63245E-05,p,0.000138973
s,5.2871E-05,p,0.000158613
s,3.26698E-05,p,9.80093E-05
s,4.07416E-05,p,0.000122225
s,4.75838E-05,p,0.000142751
s,5.46433E-05,p,0.00016393
s,3.27929E-05,p,9.83786E-05
s,4.82291E-05,p,0.000144687
s,4.2433E-05,p,0.000127299
s,4.91026E-05,p,0.000147308
s,4.28922E-05,p,0.000128677
s,4.53234E-05,p,0.00013597
s,5.99791E-05,p,0.000179937
s,5.29335E-05,p,0.0001588
s,4.88033E-05,p,0.00014641
s,5.80891E-05,p,0.000174267
s,5.39128E-05,p,0.000161739
s,4.93483E-05,p,0.000148045
s,4.17744E-05,p,0.000125323
s,4.2827E-05,p,0.000128481
s,3.644E-05,p,0.00010932
s,4.97429E-05,p,0.000149229
s,4.80843E-05,p,0.000144253
s,4.29044E-05,p,0.000128713
s,4.51153E-05,p,0.000135346
s,5.23971E-05,p,0.000157191
s,4.24461E-05,p,0.000127338
s,4.46104E-05,p,0.000133831
s,4.40449E-05,p,0.000132135
s,5.52421E-05,p,0.000165726
s,4.72852E-05,p,0.000141856
s,4.084E-05,p,0.00012252
s,4.61179E-05,p,0.000138354
s,4.47649E-05,p,0.000134295
s,2.92736E-05,p,8.78207E-05
s,3.93602E-05,p,0.000118081
s,5.92876E-05,p,0.000177863
s,3.41774E-05,p,0.000102532
s,4.24159E-05,p,0.000127248
s,4.61083E-05,p,0.000138325
s,4.59966E-05,p,0.00013799
s,4.84337E-05,p,0.000145301
s,0.000047355,p,0.000142065
s,4.52217E-05,p,0.000135665
s,4.68186E-05,p,0.000140456
s,5.01469E-05,p,0.000150441
s,3.80871E-05,p,0.000114261
s,4.54572E-05,p,0.000136372
s,5.02497E-05,p,0.000150749
s,4.33541E-05,p,0.000130062
s,4.84344E-05,p,0.000145303
s,3.99591E-05,p,0.000119877
s,3.71052E-05,p,0.000111316
s,4.31769E-05,p,0.000129531
s,4.34061E-05,p,0.000130218
s,4.9982E-05,p,0.000149946
s,5.72805E-05,p,0.000171842
s,4.64936E-05,p,0.000139481
s,5.08604E-05,p,0.000152581
s,5.09533E-05,p,0.00015286
s,5.681E-05,p,0.00017043
s,4.99787E-05,p,0.000149936
s,4.47607E-05,p,0.000134282
s,4.76256E-05,p,0.000142877
s,6.00024E-05,p,0.000180007
s,4.71328E-05,p,0.000141398
s,5.4272E-05,p,0.000162816
s,3.45133E-05,p,0.00010354
s,4.06323E-05,p,0.000121897
s,3.68291E-05,p,0.000110487
s,4.90267E-05,p,0.00014708
s,4.01579E-05,p,0.000120474
s,4.63733E-05,p,0.00013912
s,4.23579E-05,p,0.000127074
s,4.51018E-05,p,0.000135305
s,3.3643E-05,p,0.000100929
s,5.20864E-05,p,0.000156259
s,3.78778E-05,p,0.000113633
s,4.89809E-05,p,0.000146943
s,4.40977E-05,p,0.000132293
s,4.73707E-05,p,0.000142112
s,4.17065E-05,p,0.000125119
s,4.69904E-05,p,0.000140971
s,4.59257E-05,p,0.000137777
s,5.03184E-05,p,0.000150955
s,3.90939E-05,p,0.000117282
s,4.74999E-05,p,0.0001425
s,4.86704E-05,p,0.000146011
s,4.79307E-05,p,0.000143792
s,4.45125E-05,p,0.000133537
s,5.22248E-05,p,0.000156675
s,5.16255E-05,p,0.000154876
s,4.71474E-05,p,0.000141442
s,4.12289E-05,p,0.000123687
s,3.97611E-05,p,0.000119283
s,4.51789E-05,p,0.000135537
s,3.84679E-05,p,0.000115404
s,3.72206E-05,p,0.000111662
s,5.26883E-05,p,0.000158065
s,4.47835E-05,p,0.00013435
s,5.07299E-05,p,0.00015219
s,4.87409E-05,p,0.000146223
s,5.86642E-05,p,0.000175993
s,4.70398E-05,p,0.00014112
s,3.85417E-05,p,0.000115625
s,5.31707E-05,p,0.000159512
s,5.07188E-05,p,0.000152157
s,4.53251E-05,p,0.000135975
s,6.217E-05,p,0.00018651
s,4.45666E-05,p,0.0001337
s,4.95997E-05,p,0.000148799
s,4.52427E-05,p,0.000135728
s,4.96717E-05,p,0.000149015
s,4.2522E-05,p,0.000127566
s,4.45742E-05,p,0.000133723
s,5.96894E-05,p,0.000179068
s,4.27119E-05,p,0.000128136
s,4.91311E-05,p,0.000147393
s,5.41263E-05,p,0.000162379
s,4.84353E-05,p,0.000145306
s,4.26285E-05,p,0.000127885
s,4.81375E-05,p,0.000144413
s,4.63881E-05,p,0.000139164
s,4.98924E-05,p,0.000149677
s,3.64138E-05,p,0.000109241
s,5.25809E-05,p,0.000157743
s,4.10771E-05,p,0.000123231
s,4.79262E-05,p,0.000143779
s,5.29193E-05,p,0.000158758
s,3.34773E-05,p,0.000100432
s,4.62652E-05,p,0.000138796
s,3.95192E-05,p,0.000118558
s,4.7183E-05,p,0.000141549
s,4.44409E-05,p,0.000133323
s,4.71453E-05,p,0.000141436
s,4.35327E-05,p,0.000130598
s,5.00882E-05,p,0.000150265
s,4.4625E-05,p,0.000133875
s,4.42878E-05,p,0.000132863
s,5.10741E-05,p,0.000153222
s,4.93395E-05,p,0.000148019
s,5.33185E-05,p,0.000159956
s,4.01228E-05,p,0.000120368
s,3.90719E-05,p,0.000117216
s,4.83684E-05,p,0.000145105
s,3.69096E-05,p,0.000110729
s,4.33548E-05,p,0.000130065
s,5.04926E-05,p,0.000151478
s,4.26308E-05,p,0.000127893
s,3.66485E-05,p,0.000109946
s,4.84555E-05,p,0.000145366
s,4.23868E-05,p,0.00012716
s,3.75955E-05,p,0.000112786
s,4.47171E-05,p,0.000134151
s,4.41945E-05,p,0.000132583
s,4.07878E-05,p,0.000122363
s,5.03891E-05,p,0.000151167
s,4.12534E-05,p,0.00012376
s,4.60617E-05,p,0.000138185
s,5.62861E-05,p,0.000168858
s,4.58359E-05,p,0.000137508
s,4.41189E-05,p,0.000132357
s,5.31108E-05,p,0.000159332
s,4.84343E-05,p,0.000145303
s,5.09344E-05,p,0.000152803
s,4.88647E-05,p,0.000146594
s,5.72177E-05,p,0.000171653
s,3.85194E-05,p,0.000115558
s,4.32685E-05,p,0.000129806
s,4.79262E-05,p,0.000143779
s,4.67039E-05,p,0.000140112
s,4.10856E-05,p,0.000123257
s,5.01565E-05,p,0.000150469
s,4.38998E-05,p,0.000131699
s,4.4246E-05,p,0.000132738
s,4.04816E-05,p,0.000121445
s,4.21707E-05,p,0.000126512
s,5.90555E-05,p,0.000177167
s,5.02551E-05,p,0.000150765
s,4.15879E-05,p,0.000124764
s,3.40737E-05,p,0.000102221
s,4.50024E-05,p,0.000135007
s,4.1883E-05,p,0.000125649
s,4.3569E-05,p,0.000130707
s,4.62856E-05,p,0.000138857
s,5.23462E-05,p,0.000157039
s,6.35457E-05,p,0.000190637
s,4.34053E-05,p,0.000130216
s,5.32563E-05,p,0.000159769
s,5.89763E-05,p,0.000176929
s,4.34864E-05,p,0.000130459
s,6.33664E-05,p,0.000190099
s,4.8243E-05,p,0.000144729
s,3.52484E-05,p,0.000105745
s,5.25873E-05,p,0.000157762
s,5.30978E-05,p,0.000159293
s,5.00367E-05,p,0.00015011
s,4.70729E-05,p,0.000141219
s,5.34332E-05,p,0.000160299
s,4.31817E-05,p,0.000129545
s,4.57106E-05,p,0.000137132
s,4.85322E-05,p,0.000145597
s,4.20688E-05,p,0.000126206
s,4.29481E-05,p,0.000128844
s,4.31964E-05,p,0.000129589
s,4.17953E-05,p,0.000125386
s,4.57011E-05,p,0.000137103
s,5.33325E-05,p,0.000159998
s,4.09924E-05,p,0.000122977
s,4.30322E-05,p,0.000129097
s,5.28884E-05,p,0.000158665
s,5.64939E-05,p,0.000169482
s,6.31981E-05,p,0.000189594
s,3.93591E-05,p,0.000118077
s,4.08322E-05,p,0.000122497
s,5.59969E-05,p,0.000167991
s,4.30719E-05,p,0.000129216
s,4.1265E-05,p,0.000123795
s,3.99206E-05,p,0.000119762
s,4.78329E-05,p,0.000143499
s,5.48005E-05,p,0.000164402
s,5.45758E-05,p,0.000163727
s,4.03138E-05,p,0.000120941
s,5.87474E-05,p,0.000176242
s,4.06983E-05,p,0.000122095
s,5.03046E-05,p,0.000150914
s,4.85101E-05,p,0.00014553
s,5.08077E-05,p,0.000152423
s,5.59884E-05,p,0.000167965
s,4.39499E-05,p,0.00013185
s,4.02668E-05,p,0.0001208
s,4.60558E-05,p,0.000138167
s,4.30585E-05,p,0.000129176
s,4.52774E-05,p,0.000135832
s,4.47011E-05,p,0.000134103
s,4.73976E-05,p,0.000142193
s,5.29802E-05,p,0.000158941
s,4.18374E-05,p,0.000125512
s,4.47062E-05,p,0.000134119
s,4.12141E-05,p,0.000123642
s,4.83687E-05,p,0.000145106
s,5.55687E-05,p,0.000166706
s,5.34745E-05,p,0.000160424
s,5.15794E-05,p,0.000154738
s,3.85225E-05,p,0.000115568
s,4.08136E-05,p,0.000122441
s,4.85145E-05,p,0.000145544
s,4.39896E-05,p,0.000131969
s,4.35867E-05,p,0.00013076
s,4.08878E-05,p,0.000122663
s,4.78518E-05,p,0.000143555
s,4.5605E-05,p,0.000136815
s,5.32002E-05,p,0.000159601
s,3.99677E-05,p,0.000119903
s,3.54489E-05,p,0.000106347
s,3.36344E-05,p,0.000100903
s,5.25188E-05,p,0.000157556
s,5.48439E-05,p,0.000164532
s,5.99603E-05,p,0.000179881
s,4.80152E-05,p,0.000144045
s,5.22612E-05,p,0.000156784
s,4.4196E-05,p,0.000132588
s,4.72446E-05,p,0.000141734
s,4.52584E-05,p,0.000135775
s,4.76084E-05,p,0.000142825
s,4.49626E-05,p,0.000134888
s,3.91897E-05,p,0.000117569
s,4.44957E-05,p,0.000133487
s,4.62456E-05,p,0.000138737
s,4.15101E-05,p,0.00012453
s,3.54709E-05,p,0.000106413
s,4.43894E-05,p,0.000133168
s,4.49021E-05,p,0.000134706
s,4.90935E-05,p,0.000147281
s,3.47017E-05,p,0.000104105
s,4.2556E-05,p,0.000127668
s,5.50005E-05,p,0.000165002
s,4.52333E-05,p,0.0001357
s,5.31385E-05,p,0.000159415
s,4.89206E-05,p,0.000146762
s,4.44241E-05,p,0.000133272
s,5.20792E-05,p,0.000156238
s,4.10239E-05,p,0.000123072
s,5.26429E-05,p,0.000157929
s,4.62958E-05,p,0.000138887
s,4.40246E-05,p,0.000132074
s,3.75182E-05,p,0.000112555
s,4.57258E-05,p,0.000137177
s,3.98474E-05,p,0.000119542
s,4.01978E-05,p,0.000120593
s,4.89551E-05,p,0.000146865
s,4.25813E-05,p,0.000127744
s,4.49118E-05,p,0.000134735
s,4.28448E-05,p,0.000128534
s,4.55381E-05,p,0.000136614
s,4.94547E-05,p,0.000148364
s,4.35239E-05,p,0.000130572
s,3.78299E-05,p,0.00011349
s,5.25175E-05,p,0.000157553
s,4.57139E-05,p,0.000137142
s,5.10854E-05,p,0.000153256
s,4.72558E-05,p,0.000141768
s,4.72394E-05,p,0.000141718
s,4.69247E-05,p,0.000140774
s,5.14631E-05,p,0.000154389
s,5.03594E-05,p,0.000151078
s,4.2578E-05,p,0.000127734
s,5.65619E-05,p,0.000169686
s,4.64692E-05,p,0.000139408
s,5.28383E-05,p,0.000158515
s,4.69994E-05,p,0.000140998
s,4.95942E-05,p,0.000148782
s,4.22717E-05,p,0.000126815
s,3.96604E-05,p,0.000118981
s,4.93546E-05,p,0.000148064
s,4.45676E-05,p,0.000133703
s,4.61732E-05,p,0.00013852
s,5.09719E-05,p,0.000152916
s,4.06272E-05,p,0.000121881
s,5.57141E-05,p,0.000167142
s,4.56842E-05,p,0.000137052
s,4.42689E-05,p,0.000132807
s,5.40396E-05,p,0.000162119
s,5.23792E-05,p,0.000157138
s,5.48576E-05,p,0.000164573
s,4.68863E-05,p,0.000140659
s,4.3243E-05,p,0.000129729
s,4.54698E-05,p,0.000136409
s,4.90562E-05,p,0.000147169
s,5.49001E-05,p,0.0001647
s,5.33921E-05,p,0.000160176
s,5.31482E-05,p,0.000159445
s,6.09343E-05,p,0.000182803
s,4.79698E-05,p,0.000143909
s,5.12456E-05,p,0.000153737
s,5.35848E-05,p,0.000160754
s,5.67252E-05,p,0.000170176
s,4.50002E-05,p,0.000135001
s,4.36653E-05,p,0.000130996
s,5.06166E-05,p,0.00015185
s,4.83316E-05,p,0.000144995
s,4.52413E-05,p,0.000135724
s,4.22428E-05,p,0.000126728
s,5.17962E-05,p,0.000155389
s,4.94918E-05,p,0.000148475
s,6.04107E-05,p,0.000181232
s,5.0809E-05,p,0.000152427
s,4.06997E-05,p,0.000122099
s,4.74679E-05,p,0.000142404
s,4.90365E-05,p,0.00014711
s,4.53414E-05,p,0.000136024
s,4.39206E-05,p,0.000131762
s,5.74616E-05,p,0.000172385
s,4.75333E-05,p,0.0001426
s,3.25052E-05,p,9.75155E-05
s,5.35868E-05,p,0.00016076
s,5.12104E-05,p,0.000153631
s,4.62012E-05,p,0.000138604
s,5.70122E-05,p,0.000171037
s,5.00858E-05,p,0.000150257
s,4.96319E-05,p,0.000148896
s,4.50837E-05,p,0.000135251
s,4.90732E-05,p,0.00014722
s,5.85165E-05,p,0.000175549
s,4.88355E-05,p,0.000146507
s,4.62721E-05,p,0.000138816
s,4.26923E-05,p,0.000128077
s,5.26346E-05,p,0.000157904
s,5.1983E-05,p,0.000155949
s,4.30264E-05,p,0.000129079
s,5.76919E-05,p,0.000173076
s,5.46454E-05,p,0.000163936
s,4.60797E-05,p,0.000138239
s,4.07968E-05,p,0.00012239
s,4.48427E-05,p,0.000134528
s,5.21425E-05,p,0.000156428
s,4.437E-05,p,0.00013311
s,3.82461E-05,p,0.000114738
s,4.25799E-05,p,0.00012774
s,4.87687E-05,p,0.000146306
s,4.26469E-05,p,0.000127941
s,4.02335E-05,p,0.000120701
s,4.5273E-05,p,0.000135819
s,4.42366E-05,p,0.00013271
s,6.06481E-05,p,0.000181944
s,3.29164E-05,p,9.87493E-05
s,4.58186E-05,p,0.000137456
s,4.45018E-05,p,0.000133506
s,5.05103E-05,p,0.000151531
s,4.30904E-05,p,0.000129271
s,4.90556E-05,p,0.000147167
s,4.16141E-05,p,0.000124842
s,5.12304E-05,p,0.000153691
s,5.12596E-05,p,0.000153779
s,5.21048E-05,p,0.000156315
s,6.2828E-05,p,0.000188484
s,5.41506E-05,p,0.000162452
s,4.09367E-05,p,0.00012281
s,4.74222E-05,p,0.000142266
s,6.27584E-05,p,0.000188275
s,5.62669E-05,p,0.000168801
s,3.36691E-05,p,0.000101007
s,4.26445E-05,p,0.000127933
s,4.35188E-05,p,0.000130557
s,4.81748E-05,p,0.000144524
s,3.54211E-05,p,0.000106263
s,5.65773E-05,p,0.000169732
s,5.59025E-05,p,0.000167708
s,5.93648E-05,p,0.000178095
s,4.59188E-05,p,0.000137756
s,5.08656E-05,p,0.000152597
s,4.0529E-05,p,0.000121587
s,3.95411E-05,p,0.000118623
s,4.27077E-05,p,0.000128123
s,4.47524E-05,p,0.000134257
s,4.44153E-05,p,0.000133246
s,4.72157E-05,p,0.000141647
s,4.1677E-05,p,0.000125031
s,4.7605E-05,p,0.000142815
s,4.64895E-05,p,0.000139468
s,4.65892E-05,p,0.000139768
s,4.35981E-05,p,0.000130794
s,5.23502E-05,p,0.00015705
s,5.61058E-05,p,0.000168317
s,4.33335E-05,p,0.00013
s,4.12375E-05,p,0.000123713
s,5.6911E-05,p,0.000170733
s,5.31621E-05,p,0.000159486
s,4.57057E-05,p,0.000137117
s,4.54046E-05,p,0.000136214
s,3.73916E-05,p,0.000112175
s,4.25651E-05,p,0.000127695
s,5.22497E-05,p,0.000156749
s,4.60156E-05,p,0.000138047
s,5.13462E-05,p,0.000154039
s,4.14296E-05,p,0.000124289
s,5.18057E-05,p,0.000155417
s,3.86713E-05,p,0.000116014
s,4.17595E-05,p,0.000125278
s,4.54772E-05,p,0.000136432
s,5.00927E-05,p,0.000150278
s,5.11814E-05,p,0.000153544
s,5.31618E-05,p,0.000159485
s,3.6174E-05,p,0.000108522
s,4.68104E-05,p,0.000140431
s,5.13922E-05,p,0.000154177
s,4.36793E-05,p,0.000131038
s,4.04077E-05,p,0.000121223
s,5.42564E-05,p,0.000162769
s,5.79716E-05,p,0.000173915
s,5.15212E-05,p,0.000154564
s,4.40182E-05,p,0.000132055
s,4.7177E-05,p,0.000141531
s,3.737E-05,p,0.00011211
s,4.98208E-05,p,0.000149462
s,3.74781E-05,p,0.000112434
s,5.39346E-05,p,0.000161804
s,4.99019E-05,p,0.000149706
s,4.09131E-05,p,0.000122739
s,4.79081E-05,p,0.000143724
s,4.0582E-05,p,0.000121746
s,4.85228E-05,p,0.000145568
s,5.67829E-05,p,0.000170349
s,5.04215E-05,p,0.000151265
s,3.68336E-05,p,0.000110501
s,4.92727E-05,p,0.000147818
s,4.76263E-05,p,0.000142879
s,4.44643E-05,p,0.000133393
s,5.25631E-05,p,0.000157689
s,5.25332E-05,p,0.000157599
s,5.16136E-05,p,0.000154841
s,3.97841E-05,p,0.000119352
s,4.72365E-05,p,0.00014171
s,4.50316E-05,p,0.000135095
s,5.54214E-05,p,0.000166264
s,4.12759E-05,p,0.000123828
s,3.9192E-05,p,0.000117576
s,5.40644E-05,p,0.000162193
s,4.47631E-05,p,0.000134289
s,5.78429E-05,p,0.000173529
s,5.11148E-05,p,0.000153344
s,6.05622E-05,p,0.000181687
s,5.26881E-05,p,0.000158064
s,4.76364E-05,p,0.000142909
s,4.54299E-05,p,0.00013629
s,5.28041E-05,p,0.000158412
s,4.53574E-05,p,0.000136072
s,4.60764E-05,p,0.000138229
s,4.65893E-05,p,0.000139768
s,4.52784E-05,p,0.000135835
s,4.2791E-05,p,0.000128373
s,5.89446E-05,p,0.000176834
s,5.27638E-05,p,0.000158291
s,3.8126E-05,p,0.000114378
s,4.84803E-05,p,0.000145441
s,5.75079E-05,p,0.000172524
s,5.29611E-05,p,0.000158883
s,4.35581E-05,p,0.000130674
s,3.99276E-05,p,0.000119783
s,4.93253E-05,p,0.000147976
s,4.28236E-05,p,0.000128471
s,4.63989E-05,p,0.000139197
s,4.40475E-05,p,0.000132142
s,5.49092E-05,p,0.000164728
s,5.66273E-05,p,0.000169882
s,4.25384E-05,p,0.000127615
s,4.18928E-05,p,0.000125679
s,4.01633E-05,p,0.00012049
s,4.48166E-05,p,0.00013445
s,4.77436E-05,p,0.000143231
s,4.68259E-05,p,0.000140478
s,5.43182E-05,p,0.000162955
s,4.35198E-05,p,0.00013056
s,5.19335E-05,p,0.0001558
s,4.54049E-05,p,0.000136215
s,5.31752E-05,p,0.000159526
s,4.13907E-05,p,0.000124172
s,5.32381E-05,p,0.000159714
s,4.36527E-05,p,0.000130958
s,4.40649E-05,p,0.000132195
