unstudied,tone,rhythm,both
-1.85E-06,0.000827085,6.14E-05,0.00094191
1.54E-06,0.000874822,5.82E-05,0.000909233
-1.04E-06,0.000739888,6.61E-05,0.000878724
4.03E-07,0.00077553,5.83E-05,0.000864615
1.04E-06,0.00083222,5.85E-05,0.000838719
-1.90E-06,0.000837968,5.68E-05,0.000850745
1.27E-06,0.000850881,7.61E-05,0.000841075
-3.62E-07,0.000783432,5.53E-05,0.000925675
-1.54E-06,0.000894845,5.80E-05,0.000791728
-9.62E-07,0.000740889,7.25E-05,0.000764887
2.58E-07,0.000854046,5.32E-05,0.000887049
4.62E-08,0.000807106,5.22E-05,0.000889196
-1.47E-06,0.000770131,7.47E-05,0.000983911
-9.50E-07,0.000904551,7.27E-05,0.00077316
-3.54E-07,0.000778867,6.00E-05,0.000903202
-7.95E-07,0.000763457,6.52E-05,0.000836784
-1.56E-06,0.000865499,6.84E-05,0.000862078
-1.86E-06,0.000780361,4.69E-05,0.000928704
-2.83E-06,0.000804995,6.32E-05,0.000851514
1.02E-06,0.000770726,5.78E-05,0.000789089
2.09E-06,0.000847729,6.11E-05,0.000958764
-1.74E-07,0.000779645,7.37E-05,0.000899773
2.23E-06,0.000810568,7.57E-05,0.000794704
-1.65E-06,0.000757909,4.54E-05,0.000794854
1.16E-06,0.000801596,6.67E-05,0.00084791
7.53E-08,0.000864652,5.63E-05,0.000769229
-1.08E-06,0.000789615,7.16E-05,0.000817771
-1.27E-06,0.000723699,6.71E-05,0.000823041
-4.66E-07,0.000661226,6.05E-05,0.000845756
-2.10E-07,0.000903537,6.73E-05,0.000939755
2.41E-07,0.00076876,7.07E-05,0.000824762
1.92E-06,0.000855308,5.64E-05,0.000871216
-9.79E-07,0.000641943,6.64E-05,0.000653255
-4.94E-06,0.00081557,5.80E-05,0.000921158
-4.72E-08,0.000858388,6.90E-05,0.000965032
1.89E-06,0.000869802,5.75E-05,0.000754894
1.30E-06,0.000993629,6.96E-05,0.0007902
-6.08E-07,0.000709376,5.95E-05,0.000801186
-1.92E-07,0.000723195,5.96E-05,0.000806394
-1.13E-07,0.000819097,6.11E-05,0.000839797
-2.71E-06,0.000703467,5.14E-05,0.000922017
1.68E-06,0.000657304,6.33E-05,0.000850029
4.05E-07,0.000896178,7.03E-05,0.000946275
-2.82E-07,0.00067172,8.23E-05,0.000930832
-1.57E-06,0.000936614,5.91E-05,0.000855191
4.10E-08,0.000739599,4.50E-05,0.000844207
-9.13E-07,0.000804007,6.46E-05,0.000948675
2.17E-06,0.000781585,6.58E-05,0.00088166
-2.82E-06,0.000816887,6.66E-05,0.000885958
4.00E-06,0.000763412,7.15E-05,0.000711707
-4.15E-07,0.000858591,6.22E-05,0.000893438
5.16E-07,0.000823444,6.53E-05,0.000901406
2.51E-06,0.000685536,5.32E-05,0.000890968
8.67E-07,0.000856026,6.07E-05,0.000878625
1.22E-07,0.000905412,7.12E-05,0.000816681
1.59E-06,0.00076358,6.76E-05,0.000915009
2.43E-07,0.000805829,7.67E-05,0.000882124
-1.13E-06,0.000868465,5.66E-05,0.000823807
-5.43E-07,0.000658131,6.02E-05,0.000782914
-1.21E-06,0.00075346,6.65E-05,0.000899233
-9.06E-07,0.000730456,6.05E-05,0.000948862
9.30E-07,0.000749088,6.45E-05,0.000952988
-3.06E-07,0.000832201,5.69E-05,0.000947736
1.86E-06,0.00092348,7.49E-05,0.000840039
-1.03E-06,0.000781029,5.85E-05,0.000836403
4.45E-07,0.000815206,6.05E-05,0.000903771
-7.60E-07,0.000827067,6.37E-05,0.000828456
1.06E-06,0.000734046,7.30E-05,0.000940992
1.85E-06,0.000843059,6.48E-05,0.000860407
1.39E-06,0.000877217,6.05E-05,0.000874449
5.32E-07,0.000733871,6.38E-05,0.000792272
8.02E-07,0.000800001,4.49E-05,0.000979224
6.17E-07,0.000848628,6.12E-05,0.000864705
-1.41E-06,0.000749826,5.94E-05,0.000753602
-1.74E-06,0.000867491,5.72E-05,0.000842108
-4.38E-07,0.000807552,5.17E-05,0.00088558
-6.79E-07,0.000801031,5.54E-05,0.000844391
1.94E-06,0.000911041,6.35E-05,0.000814877
5.04E-07,0.000702994,6.20E-05,0.000892512
-4.72E-07,0.000790171,5.23E-05,0.00076776
-6.05E-07,0.000718627,6.81E-05,0.000850665
-1.42E-06,0.000784927,6.30E-05,0.000914953
-1.41E-06,0.000779768,6.39E-05,0.000917152
1.81E-06,0.000892058,7.05E-05,0.000750929
-3.23E-07,0.000661905,7.29E-05,0.000840056
-1.65E-06,0.000690601,7.80E-05,0.000812728
1.44E-06,0.00072796,5.70E-05,0.001049211
-5.63E-07,0.000853837,5.77E-05,0.000908441
9.06E-07,0.000852134,5.68E-05,0.000904138
-1.32E-06,0.000821199,6.59E-05,0.00096047
-1.97E-06,0.000685758,6.88E-05,0.000934927
-1.84E-06,0.000882317,6.25E-05,0.000975926
2.02E-07,0.000794307,5.82E-05,0.000886332
-1.16E-06,0.000898129,6.46E-05,0.000819009
-1.93E-06,0.000859332,6.64E-05,0.000894409
4.52E-07,0.000696755,4.46E-05,0.000918529
-2.32E-07,0.000784632,6.32E-05,0.00084295
1.29E-06,0.000841359,6.57E-05,0.001097018
-1.34E-06,0.000774401,5.80E-05,0.000863182
-2.29E-06,0.000816708,7.55E-05,0.000896343
1.68E-06,0.000846031,5.11E-05,0.00084804
6.94E-07,0.00088684,6.46E-05,0.000909899
-1.00E-06,0.000961735,5.88E-05,0.000876118
3.24E-06,0.000849287,6.36E-05,0.00089662
-4.63E-08,0.000796898,8.05E-05,0.000823372
-2.53E-07,0.000842455,6.50E-05,0.000841323
-5.53E-08,0.000821077,7.05E-05,0.000806093
1.77E-06,0.000701267,5.64E-05,0.000843252
5.29E-07,0.000754513,5.96E-05,0.000902783
7.66E-07,0.000864118,6.50E-05,0.000839424
5.29E-07,0.000821291,6.13E-05,0.000858623
1.24E-06,0.000765411,6.51E-05,0.000886816
-2.15E-06,0.000724083,6.69E-05,0.000823119
5.36E-07,0.000862782,6.13E-05,0.000807619
-5.45E-07,0.000832473,6.34E-05,0.00078309
6.04E-07,0.00081602,6.22E-05,0.000943026
-1.68E-07,0.000762283,5.93E-05,0.000798873
-1.04E-06,0.000700874,5.76E-05,0.000833827
1.25E-06,0.000826599,7.48E-05,0.000780314
2.07E-06,0.000786741,7.65E-05,0.000943879
-5.42E-07,0.000764249,6.56E-05,0.000887377
-2.32E-06,0.000968066,6.19E-05,0.000812479
-1.30E-06,0.000817712,6.75E-05,0.000921096
3.70E-06,0.00079058,6.19E-05,0.000830286
-4.82E-07,0.00077551,7.40E-05,0.000906984
2.34E-06,0.000854158,5.05E-05,0.000980581
7.13E-07,0.000789569,6.35E-05,0.000714308
-3.21E-06,0.000709507,7.92E-05,0.000878975
1.65E-08,0.000849341,8.00E-05,0.000868073
-4.74E-07,0.000870572,6.56E-05,0.00081235
9.30E-07,0.000859166,7.14E-05,0.000883966
1.44E-06,0.000780922,6.52E-05,0.000680701
-4.58E-07,0.000784847,6.07E-05,0.000812725
-8.72E-07,0.000783266,6.86E-05,0.000748263
-1.65E-06,0.000791341,6.41E-05,0.000754965
-3.38E-07,0.000808244,6.75E-05,0.000845233
-3.06E-06,0.000819647,6.23E-05,0.000831168
8.04E-07,0.000769836,6.47E-05,0.00074005
1.79E-06,0.000660712,7.29E-05,0.0008415
-2.19E-06,0.000865418,6.04E-05,0.000806319
1.11E-06,0.000816164,5.02E-05,0.000818895
2.11E-06,0.000789751,6.61E-05,0.000917102
-1.57E-06,0.000758659,5.44E-05,0.000804422
3.26E-06,0.000791214,6.15E-05,0.000807701
-1.39E-06,0.000831928,6.02E-05,0.000837789
-1.21E-06,0.000843894,6.45E-05,0.000998356
2.02E-06,0.000755861,6.80E-05,0.00080417
-2.50E-06,0.00077492,5.88E-05,0.000969621
-1.11E-07,0.00093238,5.33E-05,0.000899311
-1.20E-06,0.000933349,6.25E-05,0.00090772
-6.92E-07,0.000807032,6.90E-05,0.000800343
-6.67E-07,0.000815047,6.42E-05,0.000841912
1.22E-07,0.000819027,5.71E-05,0.000822097
-2.66E-06,0.000824383,7.15E-05,0.000788882
-1.12E-06,0.000809961,6.26E-05,0.000840017
6.73E-08,0.000715397,5.81E-05,0.000831469
7.50E-07,0.000765789,7.60E-05,0.000889099
-1.74E-07,0.000836077,5.72E-05,0.00076668
2.08E-06,0.000690305,5.90E-05,0.000843387
8.35E-07,0.000713976,6.29E-05,0.000924566
-2.48E-06,0.000788717,7.12E-05,0.00082978
3.97E-07,0.00078496,5.57E-05,0.000836245
2.09E-07,0.000763798,7.71E-05,0.000835094
4.86E-07,0.000818191,5.24E-05,0.000851369
-2.09E-06,0.000843091,6.22E-05,0.00086504
9.37E-07,0.000920807,7.66E-05,0.000839991
-1.55E-06,0.000824849,5.38E-05,0.000807889
3.62E-07,0.000840879,7.32E-05,0.001011359
9.07E-07,0.000855359,8.05E-05,0.000866713
2.92E-06,0.000899207,6.34E-05,0.000904434
-1.71E-07,0.000774454,6.82E-05,0.001057132
1.04E-06,0.000782115,5.36E-05,0.000877577
8.87E-07,0.00083764,5.71E-05,0.000940241
-7.09E-07,0.000780537,5.35E-05,0.000884543
-9.05E-07,0.000793118,6.13E-05,0.000859739
-2.99E-07,0.000837379,7.03E-05,0.000926064
-1.20E-06,0.000868138,5.11E-05,0.000850699
-7.86E-07,0.000919237,6.70E-05,0.000845473
3.48E-07,0.000778453,6.44E-05,0.000778308
1.38E-06,0.000711037,6.81E-05,0.000830867
-5.04E-07,0.00077494,5.99E-05,0.000929083
2.80E-06,0.000759673,5.49E-05,0.00090112
9.67E-07,0.000859053,6.20E-05,0.000897346
-2.04E-07,0.000763645,6.91E-05,0.000907351
2.71E-06,0.000848562,6.87E-05,0.000918441
-1.30E-06,0.00083209,7.22E-05,0.00083627
-2.10E-06,0.000882214,5.80E-05,0.00070821
-5.02E-07,0.000839092,5.55E-05,0.000753839
2.27E-06,0.000779257,6.51E-05,0.000788626
1.42E-06,0.000815253,6.02E-05,0.000862854
8.82E-07,0.000828784,8.52E-05,0.00080191
3.88E-06,0.000835477,5.23E-05,0.000781867
4.03E-07,0.000739474,5.53E-05,0.000829299
-1.54E-06,0.000782195,5.94E-05,0.000876933
2.31E-06,0.000931879,5.36E-05,0.000898692
-1.77E-07,0.00073372,6.57E-05,0.000893342
-2.03E-07,0.000894101,7.34E-05,0.000956463
1.25E-07,0.000785333,5.78E-05,0.000885528
-1.80E-06,0.00089286,7.91E-05,0.000737306
2.92E-06,0.000769188,5.81E-05,0.000902027
2.01E-06,0.000700343,7.53E-05,0.000811928
-1.45E-06,0.00071141,6.42E-05,0.000829387
1.58E-06,0.000815641,5.88E-05,0.00086841
-2.56E-07,0.00080228,6.37E-05,0.000890847
3.05E-07,0.000821912,7.62E-05,0.000938153
3.93E-07,0.000775579,6.30E-05,0.000823661
4.34E-07,0.000764305,6.03E-05,0.000765652
-2.36E-07,0.000827425,4.51E-05,0.000945308
-2.37E-06,0.000775209,5.34E-05,0.000883317
2.60E-06,0.000784728,5.26E-05,0.000856858
-2.94E-06,0.000910629,4.78E-05,0.000869594
-2.46E-06,0.000962206,6.07E-05,0.000925921
-3.43E-06,0.000831098,7.73E-05,0.000858278
7.78E-07,0.000737075,5.34E-05,0.000887983
3.19E-07,0.000756636,5.47E-05,0.000855607
-6.53E-07,0.000773851,6.32E-05,0.000730398
6.58E-07,0.000858458,6.56E-05,0.000842883
1.36E-07,0.000791321,5.18E-05,0.000936875
3.16E-07,0.000815506,6.56E-05,0.000742378
-1.14E-06,0.000842843,6.44E-05,0.000896479
-1.02E-06,0.000924764,7.08E-05,0.000822172
-1.66E-06,0.000657371,6.56E-05,0.000861885
2.46E-07,0.000690846,5.64E-05,0.000788586
-1.52E-06,0.000773158,5.44E-05,0.000956525
-1.01E-06,0.000758963,5.42E-05,0.000757587
-2.97E-06,0.000779332,4.98E-05,0.000908796
-1.35E-07,0.000681051,6.40E-05,0.0007249
-1.00E-06,0.000778934,5.45E-05,0.00087453
9.04E-07,0.000902396,5.60E-05,0.000967967
-2.80E-06,0.00083906,5.86E-05,0.000823607
1.66E-06,0.000821843,7.60E-05,0.000962591
-5.56E-08,0.000888991,4.49E-05,0.000858274
-4.04E-07,0.0008051,5.43E-05,0.000922138
1.27E-06,0.000791494,5.71E-05,0.000870204
1.41E-06,0.000819932,7.37E-05,0.000934299
1.17E-06,0.000701877,6.23E-05,0.000829166
3.32E-06,0.00081982,6.96E-05,0.00080518
-2.02E-06,0.000734826,6.59E-05,0.000876094
-2.07E-06,0.000722007,7.02E-05,0.00089443
3.32E-07,0.000847016,6.30E-05,0.000798515
1.93E-06,0.000816242,5.46E-05,0.000757578
5.99E-07,0.000712977,4.96E-05,0.000799225
5.34E-07,0.000720544,6.26E-05,0.00091085
-1.16E-07,0.000839169,6.78E-05,0.000765579
2.72E-06,0.000749476,5.89E-05,0.000840621
1.71E-06,0.000844759,6.55E-05,0.000746436
2.48E-08,0.000719495,7.22E-05,0.000878052
3.31E-06,0.000842601,6.31E-05,0.000805297
-3.64E-08,0.000922264,5.31E-05,0.000786753
1.15E-07,0.000765922,6.04E-05,0.000962013
2.30E-06,0.000789527,5.02E-05,0.000825138
1.28E-06,0.000714388,7.12E-05,0.00096293
-9.80E-07,0.000762187,5.45E-05,0.000997796
-1.30E-06,0.000816384,6.07E-05,0.000837404
-1.31E-06,0.000871531,6.89E-05,0.000951948
-1.01E-06,0.000784449,6.49E-05,0.000928163
-1.84E-06,0.000820721,6.45E-05,0.000845888
1.56E-06,0.000886809,6.77E-05,0.000848547
-6.16E-07,0.000893034,5.38E-05,0.000859149
-1.63E-06,0.000725981,5.91E-05,0.000946525
-1.86E-06,0.000802343,5.83E-05,0.000801898
1.28E-06,0.000837239,5.72E-05,0.000903267
1.20E-06,0.000780257,5.87E-05,0.000901293
1.85E-06,0.000719035,7.42E-05,0.000856692
8.64E-07,0.000724322,6.23E-05,0.000952171
-1.25E-06,0.000762356,6.27E-05,0.000826333
1.24E-06,0.000903665,5.01E-05,0.000971878
2.59E-07,0.000734099,6.99E-05,0.000807105
-9.15E-07,0.000859534,6.03E-05,0.00085636
7.03E-07,0.000796247,4.86E-05,0.00073951
-1.42E-06,0.000923464,4.86E-05,0.000880811
-8.76E-07,0.000871262,6.33E-05,0.00087008
-8.40E-07,0.000694958,7.51E-05,0.000910289
-4.90E-07,0.000966162,6.04E-05,0.000849088
1.84E-06,0.000882404,5.71E-05,0.000852377
-1.15E-07,0.000850848,6.87E-05,0.000834443
1.20E-06,0.000826566,6.72E-05,0.000791669
-8.99E-07,0.000815508,7.15E-05,0.000853237
-1.89E-07,0.000857961,6.64E-05,0.000905574
2.50E-06,0.000591872,5.68E-05,0.000815473
1.91E-06,0.000811575,7.89E-05,0.000862556
-1.06E-06,0.000812994,5.72E-05,0.000906946
4.17E-07,0.000882553,6.69E-05,0.000874653
-3.93E-06,0.000858393,5.78E-05,0.00078557
-5.39E-07,0.000847605,6.17E-05,0.000835573
1.89E-06,0.000783568,5.79E-05,0.000869708
2.96E-06,0.000827765,5.41E-05,0.000848468
-1.97E-06,0.000816301,6.06E-05,0.000819447
1.23E-06,0.000743553,6.94E-05,0.00085661
4.29E-08,0.000834732,6.06E-05,0.000822611
2.47E-06,0.000843913,5.39E-05,0.000872979
8.83E-07,0.00073076,6.45E-05,0.000931537
9.58E-07,0.000795398,4.73E-05,0.000847483
-9.69E-07,0.000724648,7.47E-05,0.000884602
-3.59E-07,0.00076,5.85E-05,0.000859472
6.21E-07,0.000705583,5.56E-05,0.000854425
-4.51E-07,0.000795248,6.08E-05,0.000824215
1.33E-07,0.00077398,7.21E-05,0.000841072
9.57E-07,0.000784002,6.31E-05,0.000935443
1.32E-06,0.000837737,6.39E-05,0.000811107
9.97E-07,0.000855261,5.85E-05,0.000915823
-7.17E-07,0.00067763,6.34E-05,0.000925087
1.64E-06,0.000712986,6.38E-05,0.00081992
3.19E-06,0.000795392,4.94E-05,0.00079715
3.03E-06,0.000708259,5.13E-05,0.000773514
1.33E-06,0.000847982,7.25E-05,0.000981887
-3.32E-07,0.000814263,5.29E-05,0.000852841
1.23E-06,0.000793986,8.34E-05,0.000881533
2.70E-07,0.000754477,4.87E-05,0.000941503
2.18E-06,0.000738446,6.01E-05,0.000837206
4.28E-07,0.000746958,5.39E-05,0.000855464
-2.14E-06,0.000795414,5.67E-05,0.000966095
1.63E-06,0.000907682,7.28E-05,0.000769441
2.05E-06,0.000876309,6.74E-05,0.000892219
2.36E-06,0.000753938,6.48E-05,0.000917441
3.52E-07,0.000909159,7.51E-05,0.000789239
3.14E-07,0.000738517,7.37E-05,0.00081606
1.29E-07,0.000746679,5.23E-05,0.000987333
-1.35E-06,0.000926779,5.16E-05,0.000873438
-1.26E-07,0.000699942,5.82E-05,0.000880722
1.77E-06,0.000692488,8.25E-05,0.000851492
2.10E-06,0.000745623,6.41E-05,0.000813783
2.33E-06,0.000844427,7.49E-05,0.000889943
-2.53E-07,0.00080326,5.71E-05,0.001050218
2.35E-06,0.000648137,6.89E-05,0.000929428
-9.85E-07,0.000823061,6.41E-05,0.000823881
-2.60E-06,0.000811673,6.43E-05,0.000802716
2.72E-06,0.000848398,6.29E-05,0.000857925
-3.21E-06,0.000842482,5.55E-05,0.000838747
4.59E-08,0.000849906,5.17E-05,0.000774408
6.28E-07,0.000746691,5.78E-05,0.000853093
-1.55E-06,0.000852528,8.54E-05,0.000888973
1.11E-06,0.000799833,4.40E-05,0.000937796
6.68E-08,0.000763418,7.74E-05,0.000816088
1.65E-06,0.000789078,5.02E-05,0.000959255
2.05E-06,0.000937275,6.46E-05,0.000802174
-1.08E-06,0.000860586,6.47E-05,0.001060326
-6.43E-07,0.000769873,5.68E-05,0.00094413
3.01E-06,0.000745962,5.77E-05,0.000819945
4.25E-08,0.000826973,4.36E-05,0.000973041
2.06E-07,0.000665123,6.40E-05,0.00087526
-3.58E-06,0.000934033,6.06E-05,0.000892032
9.38E-07,0.000744506,5.97E-05,0.000865275
1.40E-06,0.000780153,5.84E-05,0.000810548
2.84E-07,0.000738711,6.49E-05,0.001001326
-3.14E-06,0.000782549,7.68E-05,0.000826243
-3.52E-07,0.000797827,5.51E-05,0.000845536
2.25E-06,0.000700301,6.48E-05,0.000863296
-8.95E-07,0.000796707,5.66E-05,0.000791132
-1.02E-06,0.000837972,7.15E-05,0.000989157
7.55E-07,0.000785721,7.17E-05,0.000922939
1.19E-06,0.000706096,5.31E-05,0.000949424
-7.31E-07,0.000690611,6.62E-05,0.000836788
-4.79E-07,0.000759539,6.00E-05,0.000871094
-7.42E-07,0.000792,7.74E-05,0.001020561
3.76E-07,0.000766485,7.33E-05,0.000860401
-8.53E-07,0.000805101,6.19E-05,0.000899213
-6.48E-07,0.000861843,7.83E-05,0.000957856
1.35E-06,0.000754571,7.62E-05,0.000812069
-2.16E-06,0.000905825,5.56E-05,0.000902742
-7.36E-07,0.000800398,5.38E-05,0.000912496
-1.94E-06,0.000810295,6.53E-05,0.000849232
8.94E-07,0.000765599,6.65E-05,0.000887158
-1.00E-06,0.000718362,7.71E-05,0.000784068
3.68E-07,0.000828129,6.78E-05,0.0009002
1.15E-06,0.00082501,5.22E-05,0.000789272
1.32E-06,0.000739918,6.65E-05,0.000745866
4.23E-07,0.000866875,7.12E-05,0.000852698
-2.09E-06,0.00081172,6.77E-05,0.000922463
-1.47E-06,0.00072413,5.90E-05,0.001082301
-2.31E-06,0.0007751,5.81E-05,0.000896458
-5.71E-07,0.00078947,5.86E-05,0.00096653
2.64E-07,0.000816703,5.89E-05,0.000796463
1.17E-06,0.000806682,6.62E-05,0.000902546
-1.41E-06,0.000780197,6.12E-05,0.000914911
1.38E-06,0.000734127,6.42E-05,0.000909857
-4.74E-07,0.000790361,7.65E-05,0.000805311
-1.95E-06,0.000821473,7.34E-05,0.00076378
-5.89E-07,0.000765579,6.25E-05,0.000946278
-1.48E-06,0.000691296,5.84E-05,0.00084219
-2.75E-06,0.000883593,7.65E-05,0.000872101
3.04E-06,0.00090406,7.72E-05,0.000801955
6.57E-07,0.000945919,6.27E-05,0.000811425
7.16E-07,0.000705755,7.56E-05,0.000847839
9.38E-07,0.000844071,6.39E-05,0.000897037
4.09E-08,0.000746348,5.39E-05,0.000955373
-1.72E-07,0.000687022,6.31E-05,0.000918633
-2.40E-07,0.000892567,4.22E-05,0.000880635
-2.09E-06,0.000790465,7.48E-05,0.000936696
-4.37E-07,0.00090834,5.91E-05,0.000775033
-1.05E-06,0.000764411,7.17E-05,0.000861099
-5.57E-07,0.000816747,6.08E-05,0.000843421
-4.02E-07,0.000819968,5.60E-05,0.00095144
-3.81E-07,0.00082745,6.69E-05,0.000966616
-1.56E-06,0.000846808,6.46E-05,0.000805939
-6.03E-07,0.00078786,7.82E-05,0.00086609
6.46E-07,0.000821515,6.60E-05,0.000794345
1.59E-06,0.000730337,4.78E-05,0.000845278
2.13E-06,0.000714177,7.78E-05,0.000934562
-4.02E-07,0.000845259,6.52E-05,0.000910427
-5.63E-08,0.000809982,6.89E-05,0.000881009
-1.13E-06,0.000710192,7.55E-05,0.000877141
1.71E-06,0.000749254,5.39E-05,0.000903468
-1.20E-06,0.000873563,5.62E-05,0.000847184
2.95E-07,0.000789929,6.12E-05,0.000890087
-1.71E-06,0.000690538,6.85E-05,0.000923937
-2.02E-06,0.000760868,5.48E-05,0.00085844
-1.24E-06,0.000750762,6.73E-05,0.000958522
-1.14E-06,0.000750431,7.79E-05,0.000857434
-1.77E-06,0.000797628,6.64E-05,0.000869965
5.24E-07,0.000768078,7.62E-05,0.000754018
3.85E-07,0.000783919,6.16E-05,0.000876313
-3.34E-06,0.000768071,5.27E-05,0.000858495
1.69E-07,0.000609116,6.68E-05,0.000751862
1.29E-07,0.000821146,6.15E-05,0.000867963
-3.52E-06,0.000839237,6.91E-05,0.000813889
4.85E-08,0.000765947,6.61E-05,0.000782461
2.13E-06,0.000820842,4.91E-05,0.000828186
-8.92E-07,0.000756415,5.27E-05,0.000855177
7.28E-07,0.0007815,5.87E-05,0.000863385
1.20E-06,0.000851474,7.33E-05,0.00077597
-5.06E-07,0.000760628,5.85E-05,0.000810258
1.88E-06,0.000804255,6.24E-05,0.000921559
-9.02E-07,0.000854774,5.49E-05,0.000858986
1.31E-06,0.000751368,7.57E-05,0.000857566
-1.65E-06,0.000770438,5.36E-05,0.000904369
-3.48E-06,0.000791427,7.21E-05,0.000825303
-2.33E-06,0.000860152,5.37E-05,0.000861244
-1.50E-06,0.0008379,7.21E-05,0.000938799
2.27E-07,0.000754958,6.99E-05,0.001031256
-2.85E-09,0.000826822,6.33E-05,0.000788565
1.46E-06,0.000910635,8.02E-05,0.000858289
5.11E-07,0.000860181,6.23E-05,0.000865638
-1.65E-06,0.000791639,5.81E-05,0.000886225
7.67E-07,0.000806068,8.16E-05,0.000843136
-2.32E-07,0.000752638,8.21E-05,0.000879026
1.10E-07,0.000729722,6.85E-05,0.000912734
1.18E-06,0.000937707,5.59E-05,0.000927425
7.33E-07,0.000798345,6.36E-05,0.000884691
9.95E-07,0.000810828,6.20E-05,0.000929622
4.81E-08,0.000812031,6.41E-05,0.000930809
1.02E-06,0.00079077,6.17E-05,0.000850476
-2.18E-06,0.000864,5.94E-05,0.000950562
1.03E-06,0.000821429,6.04E-05,0.000893409
-9.55E-07,0.000768775,5.47E-05,0.00082881
-3.67E-07,0.000697488,6.26E-05,0.000888333
2.23E-07,0.000852754,6.00E-05,0.000805705
1.96E-06,0.00081024,8.00E-05,0.000781243
1.50E-06,0.000707125,6.00E-05,0.000910551
-3.60E-07,0.000729623,7.83E-05,0.000864207
8.67E-07,0.000854234,4.17E-05,0.000914876
-5.38E-07,0.000806719,6.91E-05,0.000805399
-6.07E-07,0.000789174,7.88E-05,0.000845264
-2.21E-06,0.000844842,7.24E-05,0.000908088
-1.32E-06,0.000831008,7.43E-05,0.000742635
5.66E-07,0.000802239,6.88E-05,0.000855018
1.34E-06,0.000723957,6.95E-05,0.000904461
8.42E-07,0.000921459,5.44E-05,0.000811338
-8.48E-09,0.000857769,5.37E-05,0.00079216
1.54E-06,0.000853003,5.42E-05,0.000853266
-1.28E-06,0.000771101,5.70E-05,0.000797019
1.92E-06,0.000724574,6.72E-05,0.000890065
-1.63E-06,0.000933215,7.66E-05,0.000830731
-1.29E-06,0.000766063,6.59E-05,0.000811762
2.81E-07,0.000922641,5.76E-05,0.000860783
-3.54E-06,0.000821604,5.46E-05,0.000867659
-3.76E-07,0.000794822,6.40E-05,0.000823105
-1.72E-06,0.000849633,6.15E-05,0.000836394
6.54E-07,0.000764626,6.90E-05,0.000840459
2.58E-06,0.000714619,6.30E-05,0.000947153
1.64E-07,0.000774697,5.16E-05,0.000826808
-1.67E-07,0.000680314,6.40E-05,0.000836706
3.10E-06,0.00082865,4.81E-05,0.000908705
-1.05E-06,0.000773644,7.14E-05,0.000835893
-1.66E-07,0.000869857,6.88E-05,0.000969658
-1.42E-06,0.000859123,4.48E-05,0.000802217
-1.64E-06,0.000738405,7.30E-05,0.000910123
1.50E-06,0.000876611,7.13E-05,0.000917366
5.73E-07,0.000766292,4.17E-05,0.000971227
5.70E-07,0.000733557,6.03E-05,0.000937261
1.83E-06,0.0007197,6.88E-05,0.000894103
8.79E-07,0.000798556,5.23E-05,0.000855474
4.84E-07,0.000700703,6.33E-05,0.000833714
-7.56E-07,0.000849299,7.68E-05,0.000880444
-1.75E-06,0.00075876,5.29E-05,0.000894995
9.46E-07,0.000893984,5.84E-05,0.000799637
-1.14E-06,0.000836651,6.68E-05,0.000912883
-7.80E-07,0.000783653,4.59E-05,0.000908282
-9.21E-08,0.000755822,5.59E-05,0.0008411
-1.72E-06,0.000657693,4.70E-05,0.000971611
1.10E-06,0.000793207,5.38E-05,0.000862212
8.44E-08,0.000760044,5.53E-05,0.000951849
2.43E-06,0.000860684,7.26E-05,0.000880648
1.22E-06,0.000756109,6.40E-05,0.000844056
6.40E-07,0.000693572,6.27E-05,0.000912696
7.11E-07,0.000739045,6.31E-05,0.000928027
8.50E-07,0.00077532,7.07E-05,0.000835116
6.52E-07,0.00084894,7.05E-05,0.000905317
-6.50E-07,0.000860466,7.09E-05,0.000839948
-4.48E-07,0.000653297,5.35E-05,0.000882883
1.11E-06,0.000810756,5.97E-05,0.000928357
-4.11E-06,0.000758779,6.01E-05,0.000823719
-5.79E-07,0.000703765,5.47E-05,0.000855537
1.40E-06,0.000849522,6.36E-05,0.000891705
9.42E-07,0.000806749,4.88E-05,0.000809923
2.37E-06,0.000815454,8.16E-05,0.000988838
-2.10E-07,0.000796581,7.75E-05,0.000924216
2.02E-07,0.00076932,6.81E-05,0.000894668
-1.28E-06,0.000817546,6.05E-05,0.000787941
1.71E-06,0.0007999,7.73E-05,0.000946234
8.23E-07,0.000753615,5.30E-05,0.00078973
2.02E-06,0.000724715,6.36E-05,0.000830825
1.35E-06,0.000768505,6.23E-05,0.000768813
6.77E-07,0.000733352,5.49E-05,0.00085885
-3.91E-08,0.000816487,6.59E-05,0.000878265
-1.46E-06,0.000773995,6.80E-05,0.000884294
2.43E-07,0.000800983,5.73E-05,0.000854891
-3.29E-07,0.000762357,7.31E-05,0.000939922
-4.61E-07,0.00069088,5.64E-05,0.000650639
1.87E-06,0.000886115,6.31E-05,0.000992938
-1.95E-06,0.000811074,6.65E-05,0.000902427
1.43E-06,0.000785265,4.89E-05,0.000912697
-2.03E-06,0.000887004,5.42E-05,0.00084955
-1.87E-07,0.000843062,6.27E-05,0.000885314
-2.21E-09,0.000866105,5.46E-05,0.000850068
-1.37E-06,0.00084868,6.07E-05,0.000933783
1.19E-06,0.000910314,6.20E-05,0.000814075
