cond.r.t,echo.r.t,cond.r.b,echo.r.b,cond.t.b,echo.t.b,cond.p.b,echo.p.b
r,7.3143E-05,r,7.3143E-05,t,0.000801051,p,0.000874194
r,6.54887E-05,r,6.54887E-05,t,0.000834732,p,0.000900221
r,7.89919E-05,r,7.89919E-05,t,0.000730987,p,0.000809979
r,0.000062027,r,0.000062027,t,0.000870325,p,0.000932352
r,5.10814E-05,r,5.10814E-05,t,0.000755371,p,0.000806452
r,6.55382E-05,r,6.55382E-05,t,0.000860022,p,0.00092556
r,5.08708E-05,r,5.08708E-05,t,0.000700621,p,0.000751492
r,7.45665E-05,r,7.45665E-05,t,0.000815567,p,0.000890134
r,6.30865E-05,r,6.30865E-05,t,0.000903014,p,0.000966101
r,7.2225E-05,r,7.2225E-05,t,0.000696383,p,0.000768608
r,6.97538E-05,r,6.97538E-05,t,0.000798887,p,0.000868641
r,6.65354E-05,r,6.65354E-05,t,0.00079463,p,0.000861165
r,6.14911E-05,r,6.14911E-05,t,0.000790557,p,0.000852049
r,7.36561E-05,r,7.36561E-05,t,0.000859405,p,0.000933061
r,6.45694E-05,r,6.45694E-05,t,0.000764006,p,0.000828575
r,4.75194E-05,r,4.75194E-05,t,0.000785394,p,0.000832913
r,6.61973E-05,r,6.61973E-05,t,0.000770665,p,0.000836862
r,7.31961E-05,r,7.31961E-05,t,0.000859251,p,0.000932448
r,5.56468E-05,r,5.56468E-05,t,0.000708773,p,0.00076442
r,5.82076E-05,r,5.82076E-05,t,0.00071686,p,0.000775068
r,6.14563E-05,r,6.14563E-05,t,0.000910481,p,0.000971937
r,7.94696E-05,r,7.94696E-05,t,0.000748509,p,0.000827979
r,4.88351E-05,r,4.88351E-05,t,0.000699934,p,0.000748769
r,5.53188E-05,r,5.53188E-05,t,0.000734598,p,0.000789917
r,6.70207E-05,r,6.70207E-05,t,0.000748045,p,0.000815066
r,5.397E-05,r,5.397E-05,t,0.000835457,p,0.000889427
r,5.6545E-05,r,5.6545E-05,t,0.000779107,p,0.000835652
r,7.03448E-05,r,7.03448E-05,t,0.000705123,p,0.000775467
r,6.17024E-05,r,6.17024E-05,t,0.000681773,p,0.000743476
r,7.54214E-05,r,7.54214E-05,t,0.000779237,p,0.000854658
r,6.24209E-05,r,6.24209E-05,t,0.00066754,p,0.000729961
r,5.35542E-05,r,5.35542E-05,t,0.000702922,p,0.000756476
r,7.60817E-05,r,7.60817E-05,t,0.000706216,p,0.000782297
r,6.6476E-05,r,6.6476E-05,t,0.000699684,p,0.00076616
r,6.51819E-05,r,6.51819E-05,t,0.000838777,p,0.000903959
r,5.78041E-05,r,5.78041E-05,t,0.000816059,p,0.000873863
r,6.62611E-05,r,6.62611E-05,t,0.000768969,p,0.00083523
r,7.0691E-05,r,7.0691E-05,t,0.000748239,p,0.00081893
r,6.17855E-05,r,6.17855E-05,t,0.000699576,p,0.000761361
r,7.64304E-05,r,7.64304E-05,t,0.000814158,p,0.000890588
r,5.27191E-05,r,5.27191E-05,t,0.000804359,p,0.000857078
r,6.94711E-05,r,6.94711E-05,t,0.000770291,p,0.000839762
r,6.80721E-05,r,6.80721E-05,t,0.000902488,p,0.00097056
r,7.291E-05,r,7.291E-05,t,0.000801256,p,0.000874166
r,5.31264E-05,r,5.31264E-05,t,0.000886473,p,0.000939599
r,5.0354E-05,r,5.0354E-05,t,0.000734845,p,0.000785199
r,6.1642E-05,r,6.1642E-05,t,0.000760648,p,0.00082229
r,6.34652E-05,r,6.34652E-05,t,0.000842062,p,0.000905527
r,7.5692E-05,r,7.5692E-05,t,0.000765409,p,0.0008411
r,5.54226E-05,r,5.54226E-05,t,0.000777275,p,0.000832697
r,6.65631E-05,r,6.65631E-05,t,0.00069209,p,0.000758654
r,7.14591E-05,r,7.14591E-05,t,0.000779331,p,0.00085079
r,4.83621E-05,r,4.83621E-05,t,0.000798909,p,0.000847271
r,6.87031E-05,r,6.87031E-05,t,0.000973158,p,0.001041861
r,5.34752E-05,r,5.34752E-05,t,0.000675569,p,0.000729044
r,7.39654E-05,r,7.39654E-05,t,0.000832909,p,0.000906875
r,5.2304E-05,r,5.2304E-05,t,0.000865159,p,0.000917463
r,7.86905E-05,r,7.86905E-05,t,0.000732784,p,0.000811475
r,6.05217E-05,r,6.05217E-05,t,0.000765053,p,0.000825575
r,7.12651E-05,r,7.12651E-05,t,0.000909961,p,0.000981226
r,5.27904E-05,r,5.27904E-05,t,0.000910523,p,0.000963314
r,5.37082E-05,r,5.37082E-05,t,0.000854951,p,0.000908659
r,6.49649E-05,r,6.49649E-05,t,0.000796782,p,0.000861747
r,6.32476E-05,r,6.32476E-05,t,0.000870123,p,0.000933371
r,5.92069E-05,r,5.92069E-05,t,0.000688813,p,0.00074802
r,5.47199E-05,r,5.47199E-05,t,0.000875147,p,0.000929867
r,7.70922E-05,r,7.70922E-05,t,0.000765958,p,0.00084305
r,5.36484E-05,r,5.36484E-05,t,0.000755718,p,0.000809367
r,6.86687E-05,r,6.86687E-05,t,0.000725113,p,0.000793782
r,7.41429E-05,r,7.41429E-05,t,0.000710389,p,0.000784532
r,5.80527E-05,r,5.80527E-05,t,0.00069176,p,0.000749813
r,6.49162E-05,r,6.49162E-05,t,0.000837175,p,0.000902091
r,4.83291E-05,r,4.83291E-05,t,0.000783406,p,0.000831735
r,6.67025E-05,r,6.67025E-05,t,0.000884469,p,0.000951171
r,6.94937E-05,r,6.94937E-05,t,0.000843608,p,0.000913102
r,4.29223E-05,r,4.29223E-05,t,0.00072979,p,0.000772712
r,6.00303E-05,r,6.00303E-05,t,0.000832454,p,0.000892484
r,7.11301E-05,r,7.11301E-05,t,0.000781199,p,0.000852329
r,6.24541E-05,r,6.24541E-05,t,0.000892996,p,0.00095545
r,5.52516E-05,r,5.52516E-05,t,0.000789288,p,0.00084454
r,4.43627E-05,r,4.43627E-05,t,0.000706724,p,0.000751087
r,4.92274E-05,r,4.92274E-05,t,0.000886857,p,0.000936084
r,6.91495E-05,r,6.91495E-05,t,0.000823724,p,0.000892874
r,7.03569E-05,r,7.03569E-05,t,0.000905162,p,0.000975518
r,6.92672E-05,r,6.92672E-05,t,0.000804547,p,0.000873814
r,6.25601E-05,r,6.25601E-05,t,0.000739015,p,0.000801575
r,6.17185E-05,r,6.17185E-05,t,0.000816807,p,0.000878526
r,6.4774E-05,r,6.4774E-05,t,0.000772012,p,0.000836786
r,6.35924E-05,r,6.35924E-05,t,0.000858594,p,0.000922186
r,6.37563E-05,r,6.37563E-05,t,0.000871781,p,0.000935538
r,6.27667E-05,r,6.27667E-05,t,0.000815516,p,0.000878283
r,6.90225E-05,r,6.90225E-05,t,0.000925652,p,0.000994674
r,7.4092E-05,r,7.4092E-05,t,0.000672453,p,0.000746545
r,4.56323E-05,r,4.56323E-05,t,0.000763067,p,0.0008087
r,7.27649E-05,r,7.27649E-05,t,0.000949637,p,0.001022402
r,5.90382E-05,r,5.90382E-05,t,0.000843376,p,0.000902414
r,5.80017E-05,r,5.80017E-05,t,0.000866776,p,0.000924778
r,6.35997E-05,r,6.35997E-05,t,0.000728229,p,0.000791829
r,5.09048E-05,r,5.09048E-05,t,0.000736794,p,0.000787699
r,8.23201E-05,r,8.23201E-05,t,0.000752808,p,0.000835129
r,6.28307E-05,r,6.28307E-05,t,0.000916782,p,0.000979613
r,7.00717E-05,r,7.00717E-05,t,0.000862456,p,0.000932528
r,4.93464E-05,r,4.93464E-05,t,0.000859635,p,0.000908982
r,6.35675E-05,r,6.35675E-05,t,0.000833811,p,0.000897379
r,5.59018E-05,r,5.59018E-05,t,0.000771242,p,0.000827144
r,6.32161E-05,r,6.32161E-05,t,0.000800397,p,0.000863613
r,6.38417E-05,r,6.38417E-05,t,0.000784522,p,0.000848363
r,5.28118E-05,r,5.28118E-05,t,0.000682926,p,0.000735738
r,5.56797E-05,r,5.56797E-05,t,0.000883501,p,0.00093918
r,6.20576E-05,r,6.20576E-05,t,0.000855974,p,0.000918032
r,6.0363E-05,r,6.0363E-05,t,0.000790528,p,0.000850891
r,5.66055E-05,r,5.66055E-05,t,0.000899318,p,0.000955924
r,5.12075E-05,r,5.12075E-05,t,0.000850877,p,0.000902084
r,5.29791E-05,r,5.29791E-05,t,0.000869827,p,0.000922806
r,5.98109E-05,r,5.98109E-05,t,0.000846285,p,0.000906096
r,6.01578E-05,r,6.01578E-05,t,0.000852305,p,0.000912463
r,6.61597E-05,r,6.61597E-05,t,0.000768986,p,0.000835146
r,6.91299E-05,r,6.91299E-05,t,0.000798508,p,0.000867638
r,7.77778E-05,r,7.77778E-05,t,0.000744188,p,0.000821966
r,7.59104E-05,r,7.59104E-05,t,0.000769351,p,0.000845261
r,6.51314E-05,r,6.51314E-05,t,0.000790913,p,0.000856044
r,4.76755E-05,r,4.76755E-05,t,0.000909985,p,0.00095766
r,8.0718E-05,r,8.0718E-05,t,0.000931327,p,0.001012045
r,6.46574E-05,r,6.46574E-05,t,0.000728934,p,0.000793592
r,5.77749E-05,r,5.77749E-05,t,0.000816015,p,0.00087379
r,5.84095E-05,r,5.84095E-05,t,0.00067065,p,0.00072906
r,6.07984E-05,r,6.07984E-05,t,0.000730118,p,0.000790916
r,6.96601E-05,r,6.96601E-05,t,0.000713796,p,0.000783456
r,5.64857E-05,r,5.64857E-05,t,0.000914813,p,0.000971299
r,7.65053E-05,r,7.65053E-05,t,0.000843334,p,0.000919839
r,6.15778E-05,r,6.15778E-05,t,0.000684663,p,0.000746241
r,7.01998E-05,r,7.01998E-05,t,0.000751946,p,0.000822146
r,5.42268E-05,r,5.42268E-05,t,0.000849466,p,0.000903693
r,5.15345E-05,r,5.15345E-05,t,0.000782112,p,0.000833646
r,4.37098E-05,r,4.37098E-05,t,0.000921072,p,0.000964782
r,6.74404E-05,r,6.74404E-05,t,0.000744197,p,0.000811637
r,5.86681E-05,r,5.86681E-05,t,0.000739207,p,0.000797875
r,6.34442E-05,r,6.34442E-05,t,0.000744218,p,0.000807662
r,6.32516E-05,r,6.32516E-05,t,0.000764538,p,0.00082779
r,5.51863E-05,r,5.51863E-05,t,0.00088473,p,0.000939916
r,8.2346E-05,r,8.2346E-05,t,0.00070939,p,0.000791736
r,6.36846E-05,r,6.36846E-05,t,0.000826358,p,0.000890042
r,6.70272E-05,r,6.70272E-05,t,0.0007929,p,0.000859927
r,6.87299E-05,r,6.87299E-05,t,0.000772179,p,0.000840909
r,5.20672E-05,r,5.20672E-05,t,0.000921614,p,0.000973681
r,7.16782E-05,r,7.16782E-05,t,0.000676585,p,0.000748263
r,6.06584E-05,r,6.06584E-05,t,0.000729082,p,0.00078974
r,5.84335E-05,r,5.84335E-05,t,0.000686469,p,0.000744903
r,7.59866E-05,r,7.59866E-05,t,0.000859308,p,0.000935294
r,6.20043E-05,r,6.20043E-05,t,0.000802969,p,0.000864973
r,6.60685E-05,r,6.60685E-05,t,0.000950481,p,0.00101655
r,5.12689E-05,r,5.12689E-05,t,0.000848026,p,0.000899295
r,6.25263E-05,r,6.25263E-05,t,0.000734994,p,0.000797521
r,6.09584E-05,r,6.09584E-05,t,0.000877384,p,0.000938342
r,6.32059E-05,r,6.32059E-05,t,0.000881946,p,0.000945152
r,5.98223E-05,r,5.98223E-05,t,0.000775764,p,0.000835587
r,6.39749E-05,r,6.39749E-05,t,0.000615468,p,0.000679443
r,5.6254E-05,r,5.6254E-05,t,0.000728486,p,0.00078474
r,6.42709E-05,r,6.42709E-05,t,0.000866257,p,0.000930528
r,5.95051E-05,r,5.95051E-05,t,0.000773652,p,0.000833157
r,6.90719E-05,r,6.90719E-05,t,0.000879744,p,0.000948816
r,6.7174E-05,r,6.7174E-05,t,0.000786572,p,0.000853746
r,6.76837E-05,r,6.76837E-05,t,0.000760323,p,0.000828006
r,7.95326E-05,r,7.95326E-05,t,0.000817733,p,0.000897265
r,7.00976E-05,r,7.00976E-05,t,0.000710253,p,0.000780351
r,5.94722E-05,r,5.94722E-05,t,0.000855827,p,0.000915299
r,7.0698E-05,r,7.0698E-05,t,0.000697443,p,0.000768141
r,5.13418E-05,r,5.13418E-05,t,0.000784511,p,0.000835853
r,6.09052E-05,r,6.09052E-05,t,0.000748742,p,0.000809647
r,6.34699E-05,r,6.34699E-05,t,0.000846621,p,0.00091009
r,5.5266E-05,r,5.5266E-05,t,0.000705394,p,0.00076066
r,7.42516E-05,r,7.42516E-05,t,0.00073982,p,0.000814072
r,5.98248E-05,r,5.98248E-05,t,0.000770086,p,0.000829911
r,5.14718E-05,r,5.14718E-05,t,0.000757091,p,0.000808563
r,7.12829E-05,r,7.12829E-05,t,0.00082865,p,0.000899933
r,6.87057E-05,r,6.87057E-05,t,0.000859329,p,0.000928035
r,7.19127E-05,r,7.19127E-05,t,0.000781322,p,0.000853235
r,7.51618E-05,r,7.51618E-05,t,0.00068554,p,0.000760702
r,6.98098E-05,r,6.98098E-05,t,0.000826823,p,0.000896633
r,6.65412E-05,r,6.65412E-05,t,0.000831489,p,0.00089803
r,6.16123E-05,r,6.16123E-05,t,0.000818413,p,0.000880025
r,5.75061E-05,r,5.75061E-05,t,0.000837888,p,0.000895394
r,5.75236E-05,r,5.75236E-05,t,0.000837464,p,0.000894988
r,6.64936E-05,r,6.64936E-05,t,0.000715248,p,0.000781742
r,6.34302E-05,r,6.34302E-05,t,0.000775375,p,0.000838806
r,6.53091E-05,r,6.53091E-05,t,0.000883255,p,0.000948564
r,6.58133E-05,r,6.58133E-05,t,0.000771487,p,0.0008373
r,7.58818E-05,r,7.58818E-05,t,0.000714877,p,0.000790759
r,6.73658E-05,r,6.73658E-05,t,0.000860227,p,0.000927592
r,6.46342E-05,r,6.46342E-05,t,0.000844288,p,0.000908922
r,7.23337E-05,r,7.23337E-05,t,0.000656295,p,0.000728629
r,6.2277E-05,r,6.2277E-05,t,0.000805135,p,0.000867412
r,5.36613E-05,r,5.36613E-05,t,0.000767084,p,0.000820745
r,6.59459E-05,r,6.59459E-05,t,0.000821719,p,0.000887665
r,7.77759E-05,r,7.77759E-05,t,0.000685669,p,0.000763445
r,6.72148E-05,r,6.72148E-05,t,0.000703237,p,0.000770451
r,5.7603E-05,r,5.7603E-05,t,0.000805966,p,0.000863569
r,6.24096E-05,r,6.24096E-05,t,0.000855141,p,0.000917551
r,6.07522E-05,r,6.07522E-05,t,0.000758327,p,0.00081908
r,6.18205E-05,r,6.18205E-05,t,0.00066381,p,0.00072563
r,5.72296E-05,r,5.72296E-05,t,0.000865978,p,0.000923208
r,6.19293E-05,r,6.19293E-05,t,0.000774959,p,0.000836888
r,5.90873E-05,r,5.90873E-05,t,0.000784654,p,0.000843742
r,5.70418E-05,r,5.70418E-05,t,0.000767269,p,0.000824311
r,5.73446E-05,r,5.73446E-05,t,0.0008489,p,0.000906245
r,5.29575E-05,r,5.29575E-05,t,0.000790668,p,0.000843626
r,6.62103E-05,r,6.62103E-05,t,0.000893255,p,0.000959465
r,7.08159E-05,r,7.08159E-05,t,0.000794123,p,0.000864939
r,6.78018E-05,r,6.78018E-05,t,0.000769731,p,0.000837532
r,6.4338E-05,r,6.4338E-05,t,0.000757917,p,0.000822255
r,7.54453E-05,r,7.54453E-05,t,0.000849178,p,0.000924623
r,6.69615E-05,r,6.69615E-05,t,0.000732473,p,0.000799434
r,7.17379E-05,r,7.17379E-05,t,0.000882921,p,0.000954659
r,5.63359E-05,r,5.63359E-05,t,0.00076736,p,0.000823696
r,6.39878E-05,r,6.39878E-05,t,0.000897658,p,0.000961646
r,7.52317E-05,r,7.52317E-05,t,0.000760984,p,0.000836216
r,6.86985E-05,r,6.86985E-05,t,0.000820393,p,0.000889092
r,4.54623E-05,r,4.54623E-05,t,0.000899131,p,0.000944593
r,6.31227E-05,r,6.31227E-05,t,0.000783425,p,0.000846547
r,6.27792E-05,r,6.27792E-05,t,0.000847922,p,0.000910701
r,6.91578E-05,r,6.91578E-05,t,0.00090495,p,0.000974108
r,5.94055E-05,r,5.94055E-05,t,0.000759699,p,0.000819104
r,6.20525E-05,r,6.20525E-05,t,0.000806322,p,0.000868374
r,7.25922E-05,r,7.25922E-05,t,0.000810804,p,0.000883396
r,6.37291E-05,r,6.37291E-05,t,0.000794844,p,0.000858573
r,5.7113E-05,r,5.7113E-05,t,0.000773727,p,0.00083084
r,7.19714E-05,r,7.19714E-05,t,0.000734179,p,0.000806151
r,7.91915E-05,r,7.91915E-05,t,0.000748743,p,0.000827934
r,4.49633E-05,r,4.49633E-05,t,0.000844503,p,0.000889466
r,5.50162E-05,r,5.50162E-05,t,0.000841132,p,0.000896148
r,5.93121E-05,r,5.93121E-05,t,0.000706174,p,0.000765486
r,7.1708E-05,r,7.1708E-05,t,0.000827635,p,0.000899343
r,6.86369E-05,r,6.86369E-05,t,0.000910907,p,0.000979544
r,7.59366E-05,r,7.59366E-05,t,0.000784225,p,0.000860161
r,5.1276E-05,r,5.1276E-05,t,0.000778679,p,0.000829955
r,5.79246E-05,r,5.79246E-05,t,0.000907901,p,0.000965826
r,8.40948E-05,r,8.40948E-05,t,0.000839556,p,0.000923651
r,7.73517E-05,r,7.73517E-05,t,0.000732365,p,0.000809717
r,6.9905E-05,r,6.9905E-05,t,0.000713826,p,0.000783731
r,5.94141E-05,r,5.94141E-05,t,0.00079653,p,0.000855944
r,6.12444E-05,r,6.12444E-05,t,0.000871298,p,0.000932543
r,6.33826E-05,r,6.33826E-05,t,0.00086362,p,0.000927002
r,5.50143E-05,r,5.50143E-05,t,0.000929828,p,0.000984842
r,6.04941E-05,r,6.04941E-05,t,0.000821197,p,0.000881691
r,6.27119E-05,r,6.27119E-05,t,0.000778834,p,0.000841546
r,7.05783E-05,r,7.05783E-05,t,0.000727372,p,0.000797951
r,5.89327E-05,r,5.89327E-05,t,0.000724998,p,0.000783931
r,6.10863E-05,r,6.10863E-05,t,0.000798151,p,0.000859237
r,7.36689E-05,r,7.36689E-05,t,0.000826302,p,0.00089997
r,6.95708E-05,r,6.95708E-05,t,0.000677029,p,0.0007466
r,6.55568E-05,r,6.55568E-05,t,0.000735098,p,0.000800655
r,7.19662E-05,r,7.19662E-05,t,0.000836733,p,0.000908699
r,5.91754E-05,r,5.91754E-05,t,0.00064398,p,0.000703156
r,6.52384E-05,r,6.52384E-05,t,0.000783138,p,0.000848376
r,7.34239E-05,r,7.34239E-05,t,0.000710144,p,0.000783568
r,6.16776E-05,r,6.16776E-05,t,0.000833291,p,0.000894969
r,6.38428E-05,r,6.38428E-05,t,0.000864534,p,0.000928377
r,6.39662E-05,r,6.39662E-05,t,0.000721261,p,0.000785228
r,5.51446E-05,r,5.51446E-05,t,0.000757773,p,0.000812917
r,6.44135E-05,r,6.44135E-05,t,0.000853569,p,0.000917983
r,7.87039E-05,r,7.87039E-05,t,0.000670682,p,0.000749386
r,5.93159E-05,r,5.93159E-05,t,0.000836981,p,0.000896297
r,5.80137E-05,r,5.80137E-05,t,0.000858717,p,0.00091673
r,5.97759E-05,r,5.97759E-05,t,0.000796105,p,0.000855881
r,6.69572E-05,r,6.69572E-05,t,0.000748166,p,0.000815123
r,6.43264E-05,r,6.43264E-05,t,0.000796252,p,0.000860578
r,6.29652E-05,r,6.29652E-05,t,0.000738492,p,0.000801457
r,6.17197E-05,r,6.17197E-05,t,0.000834476,p,0.000896196
r,6.33439E-05,r,6.33439E-05,t,0.000652386,p,0.00071573
r,6.39021E-05,r,6.39021E-05,t,0.000865435,p,0.000929337
r,5.49432E-05,r,5.49432E-05,t,0.000738903,p,0.000793846
r,5.46449E-05,r,5.46449E-05,t,0.00094994,p,0.001004584
r,6.11675E-05,r,6.11675E-05,t,0.000729448,p,0.000790616
r,7.24083E-05,r,7.24083E-05,t,0.00089321,p,0.000965618
r,6.35797E-05,r,6.35797E-05,t,0.000842313,p,0.000905892
r,4.84454E-05,r,4.84454E-05,t,0.000845249,p,0.000893695
r,6.17984E-05,r,6.17984E-05,t,0.000827216,p,0.000889015
r,5.81568E-05,r,5.81568E-05,t,0.000760853,p,0.00081901
r,6.19972E-05,r,6.19972E-05,t,0.000851809,p,0.000913806
r,6.25207E-05,r,6.25207E-05,t,0.000733216,p,0.000795737
r,6.89069E-05,r,6.89069E-05,t,0.00074697,p,0.000815877
r,5.64027E-05,r,5.64027E-05,t,0.000744702,p,0.000801104
r,7.9051E-05,r,7.9051E-05,t,0.000823923,p,0.000902974
r,6.91957E-05,r,6.91957E-05,t,0.00084991,p,0.000919106
r,7.34515E-05,r,7.34515E-05,t,0.000811182,p,0.000884634
r,6.06996E-05,r,6.06996E-05,t,0.000715268,p,0.000775967
r,6.95707E-05,r,6.95707E-05,t,0.000778026,p,0.000847597
r,5.60365E-05,r,5.60365E-05,t,0.000877206,p,0.000933242
r,6.84518E-05,r,6.84518E-05,t,0.000802863,p,0.000871315
r,6.43974E-05,r,6.43974E-05,t,0.000827468,p,0.000891865
r,5.92902E-05,r,5.92902E-05,t,0.000674086,p,0.000733377
r,5.74618E-05,r,5.74618E-05,t,0.000745454,p,0.000802916
r,6.89494E-05,r,6.89494E-05,t,0.000866452,p,0.000935401
r,6.21925E-05,r,6.21925E-05,t,0.000780109,p,0.000842301
r,5.76006E-05,r,5.76006E-05,t,0.000815776,p,0.000873377
r,7.08848E-05,r,7.08848E-05,t,0.000789834,p,0.000860719
r,5.63179E-05,r,5.63179E-05,t,0.000746631,p,0.000802949
r,5.36907E-05,r,5.36907E-05,t,0.000779924,p,0.000833615
r,7.0543E-05,r,7.0543E-05,t,0.000813011,p,0.000883554
r,4.56757E-05,r,4.56757E-05,t,0.000676097,p,0.000721773
r,6.78683E-05,r,6.78683E-05,t,0.00081084,p,0.000878708
r,7.05703E-05,r,7.05703E-05,t,0.000819992,p,0.000890562
r,6.3771E-05,r,6.3771E-05,t,0.000956361,p,0.001020132
r,6.89824E-05,r,6.89824E-05,t,0.00081542,p,0.000884403
r,6.73396E-05,r,6.73396E-05,t,0.000809569,p,0.000876908
r,7.60765E-05,r,7.60765E-05,t,0.000786435,p,0.000862512
r,6.3303E-05,r,6.3303E-05,t,0.000848897,p,0.0009122
r,5.29255E-05,r,5.29255E-05,t,0.000921363,p,0.000974288
r,7.03669E-05,r,7.03669E-05,t,0.000837681,p,0.000908047
r,6.07695E-05,r,6.07695E-05,t,0.000794758,p,0.000855528
r,7.52438E-05,r,7.52438E-05,t,0.000745819,p,0.000821063
r,5.88969E-05,r,5.88969E-05,t,0.000774322,p,0.000833218
r,7.48691E-05,r,7.48691E-05,t,0.00085453,p,0.000929399
r,5.89131E-05,r,5.89131E-05,t,0.000741033,p,0.000799946
r,4.92757E-05,r,4.92757E-05,t,0.000780961,p,0.000830236
r,7.80297E-05,r,7.80297E-05,t,0.000793275,p,0.000871304
r,6.05931E-05,r,6.05931E-05,t,0.000755713,p,0.000816306
r,5.69428E-05,r,5.69428E-05,t,0.00074294,p,0.000799882
r,6.23192E-05,r,6.23192E-05,t,0.000790335,p,0.000852654
r,6.95409E-05,r,6.95409E-05,t,0.000789108,p,0.000858649
r,5.04136E-05,r,5.04136E-05,t,0.000776043,p,0.000826457
r,5.77751E-05,r,5.77751E-05,t,0.000890962,p,0.000948737
r,6.93042E-05,r,6.93042E-05,t,0.000748649,p,0.000817954
r,6.36946E-05,r,6.36946E-05,t,0.000750398,p,0.000814092
r,6.95206E-05,r,6.95206E-05,t,0.000784787,p,0.000854307
r,5.68186E-05,r,5.68186E-05,t,0.000689394,p,0.000746213
r,5.73541E-05,r,5.73541E-05,t,0.000799407,p,0.000856761
r,6.14186E-05,r,6.14186E-05,t,0.000793745,p,0.000855164
r,4.73459E-05,r,4.73459E-05,t,0.000794391,p,0.000841737
r,4.8734E-05,r,4.8734E-05,t,0.000719431,p,0.000768165
r,7.57945E-05,r,7.57945E-05,t,0.00083991,p,0.000915704
r,7.24027E-05,r,7.24027E-05,t,0.000785136,p,0.000857539
r,6.44088E-05,r,6.44088E-05,t,0.000678264,p,0.000742672
r,6.92297E-05,r,6.92297E-05,t,0.000681493,p,0.000750723
r,4.8047E-05,r,4.8047E-05,t,0.000974261,p,0.001022308
r,6.75458E-05,r,6.75458E-05,t,0.000785261,p,0.000852807
r,6.71152E-05,r,6.71152E-05,t,0.000822414,p,0.000889529
r,5.81629E-05,r,5.81629E-05,t,0.000877515,p,0.000935678
r,5.2629E-05,r,5.2629E-05,t,0.000947029,p,0.000999658
r,5.7718E-05,r,5.7718E-05,t,0.000894975,p,0.000952693
r,5.63255E-05,r,5.63255E-05,t,0.000708631,p,0.000764956
r,6.07468E-05,r,6.07468E-05,t,0.000813697,p,0.000874444
