cond.r.t,echo.r.t,cond.r.b,echo.r.b,cond.t.b,echo.t.b,cond.p.b,echo.p.b
r,6.95993E-05,r,6.95993E-05,t,0.000789654,p,0.000859253
r,6.74552E-05,r,6.74552E-05,t,0.000816912,p,0.000884367
r,6.64632E-05,r,6.64632E-05,t,0.000843412,p,0.000909875
r,6.44095E-05,r,6.44095E-05,t,0.000750637,p,0.000815046
r,6.9237E-05,r,6.9237E-05,t,0.000749194,p,0.000818431
r,6.34183E-05,r,6.34183E-05,t,0.000867139,p,0.000930557
r,5.14542E-05,r,5.14542E-05,t,0.000816174,p,0.000867628
r,6.09813E-05,r,6.09813E-05,t,0.000800176,p,0.000861157
r,6.29207E-05,r,6.29207E-05,t,0.000743413,p,0.000806334
r,5.04483E-05,r,5.04483E-05,t,0.000935038,p,0.000985487
r,6.76463E-05,r,6.76463E-05,t,0.00075452,p,0.000822166
r,6.26175E-05,r,6.26175E-05,t,0.000848388,p,0.000911006
r,5.84113E-05,r,5.84113E-05,t,0.000800704,p,0.000859116
r,6.71915E-05,r,6.71915E-05,t,0.00071178,p,0.000778972
r,6.50988E-05,r,6.50988E-05,t,0.000725478,p,0.000790576
r,7.90868E-05,r,7.90868E-05,t,0.000716585,p,0.000795672
r,5.8038E-05,r,5.8038E-05,t,0.000833192,p,0.00089123
r,6.95305E-05,r,6.95305E-05,t,0.000653464,p,0.000722995
r,6.21763E-05,r,6.21763E-05,t,0.00080723,p,0.000869406
r,6.63667E-05,r,6.63667E-05,t,0.000756384,p,0.000822751
r,5.94086E-05,r,5.94086E-05,t,0.000837107,p,0.000896516
r,5.95514E-05,r,5.95514E-05,t,0.00086012,p,0.000919671
r,5.44836E-05,r,5.44836E-05,t,0.000883677,p,0.000938161
r,5.29655E-05,r,5.29655E-05,t,0.000760841,p,0.000813807
r,6.14459E-05,r,6.14459E-05,t,0.000915392,p,0.000976838
r,8.25078E-05,r,8.25078E-05,t,0.000897361,p,0.000979869
r,5.42134E-05,r,5.42134E-05,t,0.000743505,p,0.000797719
r,6.66369E-05,r,6.66369E-05,t,0.000721483,p,0.000788119
r,6.90115E-05,r,6.90115E-05,t,0.000693717,p,0.000762729
r,6.22919E-05,r,6.22919E-05,t,0.000852256,p,0.000914548
r,6.70995E-05,r,6.70995E-05,t,0.000901211,p,0.00096831
r,5.70137E-05,r,5.70137E-05,t,0.000828729,p,0.000885742
r,6.8484E-05,r,6.8484E-05,t,0.000693108,p,0.000761592
r,6.47405E-05,r,6.47405E-05,t,0.000708992,p,0.000773732
r,6.89736E-05,r,6.89736E-05,t,0.000816841,p,0.000885815
r,5.56371E-05,r,5.56371E-05,t,0.000718009,p,0.000773646
r,5.57565E-05,r,5.57565E-05,t,0.000799088,p,0.000854844
r,5.61447E-05,r,5.61447E-05,t,0.000857931,p,0.000914076
r,6.24628E-05,r,6.24628E-05,t,0.00086551,p,0.000927973
r,5.75082E-05,r,5.75082E-05,t,0.000854231,p,0.000911739
r,7.00681E-05,r,7.00681E-05,t,0.000701633,p,0.000771701
r,5.56507E-05,r,5.56507E-05,t,0.000751692,p,0.000807343
r,6.44809E-05,r,6.44809E-05,t,0.000753371,p,0.000817852
r,6.59366E-05,r,6.59366E-05,t,0.000806422,p,0.000872358
r,5.00453E-05,r,5.00453E-05,t,0.000695228,p,0.000745273
r,4.83819E-05,r,4.83819E-05,t,0.000769862,p,0.000818244
r,7.26233E-05,r,7.26233E-05,t,0.000714573,p,0.000787197
r,6.2546E-05,r,6.2546E-05,t,0.000794957,p,0.000857503
r,5.02008E-05,r,5.02008E-05,t,0.000868092,p,0.000918293
r,8.17655E-05,r,8.17655E-05,t,0.000733679,p,0.000815445
r,7.28138E-05,r,7.28138E-05,t,0.000865686,p,0.0009385
r,5.54326E-05,r,5.54326E-05,t,0.000794924,p,0.000850356
r,5.91775E-05,r,5.91775E-05,t,0.000797801,p,0.000856979
r,7.48992E-05,r,7.48992E-05,t,0.000747116,p,0.000822016
r,5.1775E-05,r,5.1775E-05,t,0.000818834,p,0.000870609
r,6.92631E-05,r,6.92631E-05,t,0.000793719,p,0.000862982
r,7.49487E-05,r,7.49487E-05,t,0.000817894,p,0.000892842
r,6.75319E-05,r,6.75319E-05,t,0.000777585,p,0.000845117
r,6.36669E-05,r,6.36669E-05,t,0.000747357,p,0.000811024
r,5.9707E-05,r,5.9707E-05,t,0.000728998,p,0.000788705
r,5.3922E-05,r,5.3922E-05,t,0.000744582,p,0.000798504
r,6.24579E-05,r,6.24579E-05,t,0.000902813,p,0.000965271
r,6.16379E-05,r,6.16379E-05,t,0.000848022,p,0.00090966
r,7.5036E-05,r,7.5036E-05,t,0.000818287,p,0.000893323
r,5.94067E-05,r,5.94067E-05,t,0.000795672,p,0.000855079
r,6.57655E-05,r,6.57655E-05,t,0.000682871,p,0.000748636
r,7.46634E-05,r,7.46634E-05,t,0.000915772,p,0.000990436
r,5.18928E-05,r,5.18928E-05,t,0.000789789,p,0.000841681
r,8.3886E-05,r,8.3886E-05,t,0.000875901,p,0.000959787
r,7.32665E-05,r,7.32665E-05,t,0.000820115,p,0.000893382
r,6.01813E-05,r,6.01813E-05,t,0.000899212,p,0.000959393
r,5.76204E-05,r,5.76204E-05,t,0.00075836,p,0.000815981
r,5.69921E-05,r,5.69921E-05,t,0.00087121,p,0.000928202
r,3.61926E-05,r,3.61926E-05,t,0.000618051,p,0.000654244
r,6.4279E-05,r,6.4279E-05,t,0.00082783,p,0.000892109
r,5.02223E-05,r,5.02223E-05,t,0.000709463,p,0.000759686
r,6.6957E-05,r,6.6957E-05,t,0.000653651,p,0.000720608
r,5.39559E-05,r,5.39559E-05,t,0.000812109,p,0.000866065
r,5.98599E-05,r,5.98599E-05,t,0.000779832,p,0.000839692
r,6.7114E-05,r,6.7114E-05,t,0.000796457,p,0.000863571
r,6.36527E-05,r,6.36527E-05,t,0.000837127,p,0.00090078
r,6.91314E-05,r,6.91314E-05,t,0.000768542,p,0.000837674
r,6.0851E-05,r,6.0851E-05,t,0.000721004,p,0.000781855
r,5.4499E-05,r,5.4499E-05,t,0.000799209,p,0.000853708
r,5.93047E-05,r,5.93047E-05,t,0.000858625,p,0.000917929
r,6.98376E-05,r,6.98376E-05,t,0.000842877,p,0.000912715
r,5.03269E-05,r,5.03269E-05,t,0.000840351,p,0.000890678
r,6.74089E-05,r,6.74089E-05,t,0.000809536,p,0.000876945
r,4.47486E-05,r,4.47486E-05,t,0.0008265,p,0.000871249
r,5.76901E-05,r,5.76901E-05,t,0.000780068,p,0.000837758
r,4.78045E-05,r,4.78045E-05,t,0.00080309,p,0.000850894
r,6.77844E-05,r,6.77844E-05,t,0.000798868,p,0.000866652
r,6.40858E-05,r,6.40858E-05,t,0.000872516,p,0.000936602
r,0.000075132,r,0.000075132,t,0.000749085,p,0.000824217
r,5.44979E-05,r,5.44979E-05,t,0.000792584,p,0.000847082
r,5.73327E-05,r,5.73327E-05,t,0.000743412,p,0.000800745
r,5.2729E-05,r,5.2729E-05,t,0.000811198,p,0.000863927
r,6.35985E-05,r,6.35985E-05,t,0.000748887,p,0.000812486
r,5.27571E-05,r,5.27571E-05,t,0.000805936,p,0.000858693
r,5.52516E-05,r,5.52516E-05,t,0.000751822,p,0.000807074
r,0.000090208,r,0.000090208,t,0.000869856,p,0.000960064
r,6.51438E-05,r,6.51438E-05,t,0.000808463,p,0.000873607
r,5.17953E-05,r,5.17953E-05,t,0.000711162,p,0.000762957
r,6.43742E-05,r,6.43742E-05,t,0.000876807,p,0.000941181
r,6.36075E-05,r,6.36075E-05,t,0.000715579,p,0.000779186
r,7.19476E-05,r,7.19476E-05,t,0.000850173,p,0.000922121
r,7.8135E-05,r,7.8135E-05,t,0.000791465,p,0.0008696
r,6.64533E-05,r,6.64533E-05,t,0.000817592,p,0.000884046
r,6.67859E-05,r,6.67859E-05,t,0.000674596,p,0.000741381
r,5.57952E-05,r,5.57952E-05,t,0.00066596,p,0.000721755
r,5.51176E-05,r,5.51176E-05,t,0.000789479,p,0.000844596
r,5.87545E-05,r,5.87545E-05,t,0.000696421,p,0.000755175
r,5.74026E-05,r,5.74026E-05,t,0.000714413,p,0.000771816
r,5.32549E-05,r,5.32549E-05,t,0.000732464,p,0.000785718
r,5.23396E-05,r,5.23396E-05,t,0.000761254,p,0.000813593
r,7.02892E-05,r,7.02892E-05,t,0.000767054,p,0.000837343
r,7.14627E-05,r,7.14627E-05,t,0.000635794,p,0.000707256
r,5.28801E-05,r,5.28801E-05,t,0.000707145,p,0.000760025
r,5.21061E-05,r,5.21061E-05,t,0.000880064,p,0.00093217
r,5.92178E-05,r,5.92178E-05,t,0.000748234,p,0.000807451
r,6.15163E-05,r,6.15163E-05,t,0.000753775,p,0.000815291
r,5.07683E-05,r,5.07683E-05,t,0.00078913,p,0.000839898
r,7.55376E-05,r,7.55376E-05,t,0.000834239,p,0.000909776
r,5.54113E-05,r,5.54113E-05,t,0.000725693,p,0.000781105
r,5.4544E-05,r,5.4544E-05,t,0.000830405,p,0.000884949
r,6.88173E-05,r,6.88173E-05,t,0.000812292,p,0.00088111
r,5.95095E-05,r,5.95095E-05,t,0.000863201,p,0.00092271
r,6.60981E-05,r,6.60981E-05,t,0.000844729,p,0.000910827
r,6.05061E-05,r,6.05061E-05,t,0.00087276,p,0.000933266
r,5.97353E-05,r,5.97353E-05,t,0.00084274,p,0.000902475
r,5.80614E-05,r,5.80614E-05,t,0.000817525,p,0.000875587
r,6.41697E-05,r,6.41697E-05,t,0.000903062,p,0.000967232
r,4.36691E-05,r,4.36691E-05,t,0.000854335,p,0.000898004
r,6.68404E-05,r,6.68404E-05,t,0.000768887,p,0.000835727
r,7.94112E-05,r,7.94112E-05,t,0.000722211,p,0.000801622
r,6.28762E-05,r,6.28762E-05,t,0.000769345,p,0.000832221
r,5.08452E-05,r,5.08452E-05,t,0.000780353,p,0.000831198
r,6.6936E-05,r,6.6936E-05,t,0.000871671,p,0.000938607
r,5.77305E-05,r,5.77305E-05,t,0.00070183,p,0.00075956
r,6.67508E-05,r,6.67508E-05,t,0.000904802,p,0.000971553
r,8.62654E-05,r,8.62654E-05,t,0.000835991,p,0.000922256
r,5.18251E-05,r,5.18251E-05,t,0.000708382,p,0.000760207
r,6.2899E-05,r,6.2899E-05,t,0.000778495,p,0.000841394
r,7.67608E-05,r,7.67608E-05,t,0.000821665,p,0.000898426
r,6.66963E-05,r,6.66963E-05,t,0.000843321,p,0.000910017
r,6.53215E-05,r,6.53215E-05,t,0.000791392,p,0.000856713
r,5.81718E-05,r,5.81718E-05,t,0.000764671,p,0.000822843
r,6.41227E-05,r,6.41227E-05,t,0.00079954,p,0.000863663
r,6.17831E-05,r,6.17831E-05,t,0.000922297,p,0.00098408
r,5.16942E-05,r,5.16942E-05,t,0.000843212,p,0.000894907
r,6.13772E-05,r,6.13772E-05,t,0.000822643,p,0.00088402
r,5.3351E-05,r,5.3351E-05,t,0.000874026,p,0.000927377
r,5.51966E-05,r,5.51966E-05,t,0.000774933,p,0.00083013
r,5.66979E-05,r,5.66979E-05,t,0.000784597,p,0.000841295
r,6.65272E-05,r,6.65272E-05,t,0.000939144,p,0.001005671
r,8.57473E-05,r,8.57473E-05,t,0.000908268,p,0.000994016
r,5.58306E-05,r,5.58306E-05,t,0.000834957,p,0.000890788
r,8.44368E-05,r,8.44368E-05,t,0.000781439,p,0.000865876
r,5.50823E-05,r,5.50823E-05,t,0.000767219,p,0.000822301
r,5.21297E-05,r,5.21297E-05,t,0.000811105,p,0.000863235
r,6.33223E-05,r,6.33223E-05,t,0.000932396,p,0.000995718
r,5.71866E-05,r,5.71866E-05,t,0.000894893,p,0.00095208
r,6.43445E-05,r,6.43445E-05,t,0.000705176,p,0.000769521
r,6.4852E-05,r,6.4852E-05,t,0.000806701,p,0.000871553
r,6.50306E-05,r,6.50306E-05,t,0.000856343,p,0.000921374
r,4.47446E-05,r,4.47446E-05,t,0.000753411,p,0.000798156
r,6.56507E-05,r,6.56507E-05,t,0.000816553,p,0.000882204
r,5.71604E-05,r,5.71604E-05,t,0.000816605,p,0.000873765
r,7.17015E-05,r,7.17015E-05,t,0.000773232,p,0.000844933
r,8.20143E-05,r,8.20143E-05,t,0.000784708,p,0.000866723
r,5.64945E-05,r,5.64945E-05,t,0.000764769,p,0.000821264
r,6.91616E-05,r,6.91616E-05,t,0.000858946,p,0.000928108
r,5.25239E-05,r,5.25239E-05,t,0.000680664,p,0.000733188
r,5.61735E-05,r,5.61735E-05,t,0.00081646,p,0.000872633
r,5.85315E-05,r,5.85315E-05,t,0.000755941,p,0.000814473
r,7.24065E-05,r,7.24065E-05,t,0.000730243,p,0.000802649
r,5.93272E-05,r,5.93272E-05,t,0.0008086,p,0.000867928
r,5.56631E-05,r,5.56631E-05,t,0.000794284,p,0.000849947
r,5.4274E-05,r,5.4274E-05,t,0.000771579,p,0.000825853
r,5.35822E-05,r,5.35822E-05,t,0.000743335,p,0.000796917
r,5.88475E-05,r,5.88475E-05,t,0.000814676,p,0.000873524
r,5.63171E-05,r,5.63171E-05,t,0.000734004,p,0.000790321
r,6.31753E-05,r,6.31753E-05,t,0.000733606,p,0.000796782
r,5.67126E-05,r,5.67126E-05,t,0.00085854,p,0.000915253
r,7.02977E-05,r,7.02977E-05,t,0.000829329,p,0.000899627
r,5.63014E-05,r,5.63014E-05,t,0.000842052,p,0.000898353
r,6.0858E-05,r,6.0858E-05,t,0.000887755,p,0.000948613
r,7.18379E-05,r,7.18379E-05,t,0.000749632,p,0.00082147
r,6.52946E-05,r,6.52946E-05,t,0.00089457,p,0.000959864
r,6.18603E-05,r,6.18603E-05,t,0.000754419,p,0.000816279
r,6.50317E-05,r,6.50317E-05,t,0.000735903,p,0.000800935
r,7.53526E-05,r,7.53526E-05,t,0.000852567,p,0.00092792
r,7.01368E-05,r,7.01368E-05,t,0.000706454,p,0.00077659
r,6.51452E-05,r,6.51452E-05,t,0.000844917,p,0.000910063
r,6.77313E-05,r,6.77313E-05,t,0.000828093,p,0.000895825
r,5.46944E-05,r,5.46944E-05,t,0.000880695,p,0.000935389
r,5.11123E-05,r,5.11123E-05,t,0.000608745,p,0.000659858
r,5.30633E-05,r,5.30633E-05,t,0.000738678,p,0.000791741
r,6.66647E-05,r,6.66647E-05,t,0.000725665,p,0.000792329
r,5.81722E-05,r,5.81722E-05,t,0.000848497,p,0.000906669
r,5.22596E-05,r,5.22596E-05,t,0.000811228,p,0.000863487
r,6.88792E-05,r,6.88792E-05,t,0.000770296,p,0.000839175
r,6.18492E-05,r,6.18492E-05,t,0.000802202,p,0.000864052
r,6.05428E-05,r,6.05428E-05,t,0.000864026,p,0.000924569
r,6.99138E-05,r,6.99138E-05,t,0.000780348,p,0.000850262
r,6.70964E-05,r,6.70964E-05,t,0.000732084,p,0.000799181
r,7.19531E-05,r,7.19531E-05,t,0.000790456,p,0.000862409
r,8.32726E-05,r,8.32726E-05,t,0.000667572,p,0.000750844
r,6.83334E-05,r,6.83334E-05,t,0.000807427,p,0.000875761
r,6.03846E-05,r,6.03846E-05,t,0.000729305,p,0.00078969
r,6.75278E-05,r,6.75278E-05,t,0.000685439,p,0.000752966
r,6.47332E-05,r,6.47332E-05,t,0.000850247,p,0.00091498
r,7.09053E-05,r,7.09053E-05,t,0.000765832,p,0.000836737
r,5.55037E-05,r,5.55037E-05,t,0.000740334,p,0.000795838
r,5.54538E-05,r,5.54538E-05,t,0.00087666,p,0.000932114
r,6.45582E-05,r,6.45582E-05,t,0.000710033,p,0.000774591
r,5.17579E-05,r,5.17579E-05,t,0.000810873,p,0.000862631
r,5.56481E-05,r,5.56481E-05,t,0.000709583,p,0.000765231
r,6.77557E-05,r,6.77557E-05,t,0.000805535,p,0.000873291
r,6.2904E-05,r,6.2904E-05,t,0.000852222,p,0.000915126
r,7.41925E-05,r,7.41925E-05,t,0.00078517,p,0.000859362
r,8.08505E-05,r,8.08505E-05,t,0.000751005,p,0.000831855
r,6.80096E-05,r,6.80096E-05,t,0.000719265,p,0.000787275
r,5.71295E-05,r,5.71295E-05,t,0.000861527,p,0.000918656
r,6.241E-05,r,6.241E-05,t,0.000869885,p,0.000932295
r,6.51481E-05,r,6.51481E-05,t,0.0008566,p,0.000921748
r,6.7382E-05,r,6.7382E-05,t,0.000743208,p,0.00081059
r,6.89463E-05,r,6.89463E-05,t,0.000765105,p,0.000834051
r,6.09556E-05,r,6.09556E-05,t,0.000704761,p,0.000765716
r,6.79156E-05,r,6.79156E-05,t,0.000808089,p,0.000876005
r,7.58737E-05,r,7.58737E-05,t,0.000882275,p,0.000958149
r,5.51346E-05,r,5.51346E-05,t,0.000752749,p,0.000807883
r,5.73578E-05,r,5.73578E-05,t,0.000699263,p,0.000756621
r,7.5762E-05,r,7.5762E-05,t,0.000926264,p,0.001002026
r,6.69105E-05,r,6.69105E-05,t,0.000882952,p,0.000949863
r,6.25118E-05,r,6.25118E-05,t,0.000876987,p,0.000939498
r,4.9673E-05,r,4.9673E-05,t,0.000729192,p,0.000778865
r,5.78537E-05,r,5.78537E-05,t,0.000774361,p,0.000832215
r,5.8924E-05,r,5.8924E-05,t,0.000872514,p,0.000931438
r,6.90009E-05,r,6.90009E-05,t,0.000785972,p,0.000854973
r,5.98932E-05,r,5.98932E-05,t,0.000879284,p,0.000939177
r,5.81579E-05,r,5.81579E-05,t,0.000738708,p,0.000796866
r,6.96738E-05,r,6.96738E-05,t,0.001012998,p,0.001082672
r,7.52235E-05,r,7.52235E-05,t,0.000644666,p,0.000719889
r,5.6518E-05,r,5.6518E-05,t,0.000737905,p,0.000794423
r,6.65703E-05,r,6.65703E-05,t,0.000854456,p,0.000921026
r,6.90587E-05,r,6.90587E-05,t,0.000855223,p,0.000924281
r,6.68501E-05,r,6.68501E-05,t,0.000698833,p,0.000765683
r,5.4603E-05,r,5.4603E-05,t,0.000803886,p,0.000858489
r,6.24481E-05,r,6.24481E-05,t,0.000680845,p,0.000743293
r,6.02095E-05,r,6.02095E-05,t,0.000739843,p,0.000800053
r,5.50568E-05,r,5.50568E-05,t,0.000780008,p,0.000835065
r,5.80965E-05,r,5.80965E-05,t,0.000828872,p,0.000886968
r,7.30304E-05,r,7.30304E-05,t,0.00071367,p,0.000786701
r,4.99335E-05,r,4.99335E-05,t,0.000752638,p,0.000802571
r,6.23723E-05,r,6.23723E-05,t,0.000805531,p,0.000867903
r,5.72455E-05,r,5.72455E-05,t,0.000848792,p,0.000906038
r,5.62059E-05,r,5.62059E-05,t,0.000866479,p,0.000922685
r,5.52903E-05,r,5.52903E-05,t,0.00076333,p,0.000818621
r,4.30157E-05,r,4.30157E-05,t,0.000776259,p,0.000819275
r,6.29091E-05,r,6.29091E-05,t,0.000747785,p,0.000810695
r,6.89918E-05,r,6.89918E-05,t,0.000749134,p,0.000818126
r,7.46E-05,r,7.46E-05,t,0.000749155,p,0.000823755
r,5.97664E-05,r,5.97664E-05,t,0.000739394,p,0.00079916
r,6.15515E-05,r,6.15515E-05,t,0.000752757,p,0.000814309
r,6.59138E-05,r,6.59138E-05,t,0.00080168,p,0.000867593
r,7.48167E-05,r,7.48167E-05,t,0.000875763,p,0.000950579
r,4.97607E-05,r,4.97607E-05,t,0.000817836,p,0.000867596
r,6.06188E-05,r,6.06188E-05,t,0.000838897,p,0.000899516
r,6.58746E-05,r,6.58746E-05,t,0.000817525,p,0.0008834
r,6.55124E-05,r,6.55124E-05,t,0.000848741,p,0.000914253
r,6.73882E-05,r,6.73882E-05,t,0.000789594,p,0.000856983
r,5.50396E-05,r,5.50396E-05,t,0.000764815,p,0.000819855
r,6.91599E-05,r,6.91599E-05,t,0.000821156,p,0.000890316
r,7.04023E-05,r,7.04023E-05,t,0.000827719,p,0.000898121
r,7.04878E-05,r,7.04878E-05,t,0.0007246,p,0.000795088
r,8.91645E-05,r,8.91645E-05,t,0.00076835,p,0.000857515
r,7.00749E-05,r,7.00749E-05,t,0.000758145,p,0.000828219
r,6.23663E-05,r,6.23663E-05,t,0.000749308,p,0.000811674
r,6.45995E-05,r,6.45995E-05,t,0.000760738,p,0.000825337
r,5.45362E-05,r,5.45362E-05,t,0.000831104,p,0.00088564
r,6.84074E-05,r,6.84074E-05,t,0.000864235,p,0.000932643
r,4.93331E-05,r,4.93331E-05,t,0.000857426,p,0.000906759
r,7.34481E-05,r,7.34481E-05,t,0.000775588,p,0.000849036
r,5.76917E-05,r,5.76917E-05,t,0.000954208,p,0.0010119
r,5.48959E-05,r,5.48959E-05,t,0.000887146,p,0.000942042
r,7.00836E-05,r,7.00836E-05,t,0.000800157,p,0.00087024
r,6.81599E-05,r,6.81599E-05,t,0.000743218,p,0.000811378
r,6.14945E-05,r,6.14945E-05,t,0.000874353,p,0.000935848
r,6.66937E-05,r,6.66937E-05,t,0.000785439,p,0.000852133
r,7.47039E-05,r,7.47039E-05,t,0.000790463,p,0.000865167
r,6.33284E-05,r,6.33284E-05,t,0.000726721,p,0.00079005
r,7.24202E-05,r,7.24202E-05,t,0.0007913,p,0.00086372
r,6.89E-05,r,6.89E-05,t,0.000775019,p,0.000843919
r,5.29041E-05,r,5.29041E-05,t,0.000722747,p,0.000775651
r,6.34334E-05,r,6.34334E-05,t,0.000769944,p,0.000833377
r,5.94774E-05,r,5.94774E-05,t,0.000846644,p,0.000906122
r,7.01569E-05,r,7.01569E-05,t,0.000773788,p,0.000843945
r,6.12864E-05,r,6.12864E-05,t,0.000770081,p,0.000831367
r,5.86953E-05,r,5.86953E-05,t,0.000734718,p,0.000793413
r,5.92924E-05,r,5.92924E-05,t,0.000853254,p,0.000912547
r,6.32982E-05,r,6.32982E-05,t,0.00080649,p,0.000869788
r,5.67552E-05,r,5.67552E-05,t,0.000821133,p,0.000877888
r,5.13798E-05,r,5.13798E-05,t,0.000744971,p,0.000796351
r,7.04121E-05,r,7.04121E-05,t,0.000733091,p,0.000803503
r,5.33867E-05,r,5.33867E-05,t,0.000882794,p,0.000936181
r,5.63648E-05,r,5.63648E-05,t,0.000926019,p,0.000982384
r,7.23621E-05,r,7.23621E-05,t,0.000816393,p,0.000888755
r,5.25141E-05,r,5.25141E-05,t,0.000869352,p,0.000921866
r,7.70348E-05,r,7.70348E-05,t,0.00089456,p,0.000971595
r,7.53891E-05,r,7.53891E-05,t,0.000719955,p,0.000795344
r,7.16907E-05,r,7.16907E-05,t,0.00089561,p,0.0009673
r,5.79093E-05,r,5.79093E-05,t,0.000770824,p,0.000828733
r,5.4746E-05,r,5.4746E-05,t,0.000899427,p,0.000954173
r,6.54103E-05,r,6.54103E-05,t,0.000855638,p,0.000921049
r,5.75979E-05,r,5.75979E-05,t,0.000772935,p,0.000830533
r,5.28343E-05,r,5.28343E-05,t,0.00068433,p,0.000737164
r,6.45019E-05,r,6.45019E-05,t,0.000802009,p,0.000866511
r,6.37044E-05,r,6.37044E-05,t,0.000811432,p,0.000875137
r,6.31344E-05,r,6.31344E-05,t,0.000761029,p,0.000824163
r,5.26739E-05,r,5.26739E-05,t,0.000741493,p,0.000794167
r,7.05374E-05,r,7.05374E-05,t,0.000774718,p,0.000845256
r,7.13644E-05,r,7.13644E-05,t,0.000739443,p,0.000810807
r,6.18709E-05,r,6.18709E-05,t,0.000832046,p,0.000893917
r,6.77128E-05,r,6.77128E-05,t,0.000776428,p,0.00084414
r,4.67862E-05,r,4.67862E-05,t,0.00074997,p,0.000796756
r,5.75537E-05,r,5.75537E-05,t,0.000765347,p,0.000822901
r,6.32468E-05,r,6.32468E-05,t,0.000783425,p,0.000846672
r,5.80918E-05,r,5.80918E-05,t,0.00083341,p,0.000891502
r,5.67019E-05,r,5.67019E-05,t,0.000732398,p,0.0007891
r,6.33581E-05,r,6.33581E-05,t,0.000838984,p,0.000902342
r,5.98179E-05,r,5.98179E-05,t,0.000747982,p,0.0008078
r,6.5932E-05,r,6.5932E-05,t,0.000738208,p,0.00080414
r,5.9908E-05,r,5.9908E-05,t,0.000717893,p,0.000777801
r,6.12029E-05,r,6.12029E-05,t,0.000665695,p,0.000726898
r,6.43505E-05,r,6.43505E-05,t,0.000847941,p,0.000912292
r,6.34921E-05,r,6.34921E-05,t,0.000832007,p,0.000895499
r,7.05707E-05,r,7.05707E-05,t,0.000870363,p,0.000940933
r,4.96783E-05,r,4.96783E-05,t,0.000866025,p,0.000915703
r,5.78586E-05,r,5.78586E-05,t,0.000653039,p,0.000710898
r,6.96649E-05,r,6.96649E-05,t,0.00075364,p,0.000823305
r,0.000066773,r,0.000066773,t,0.000763696,p,0.000830469
r,6.93135E-05,r,6.93135E-05,t,0.000778836,p,0.000848149
r,5.56906E-05,r,5.56906E-05,t,0.000897835,p,0.000953526
r,6.15383E-05,r,6.15383E-05,t,0.000703462,p,0.000765001
r,6.65386E-05,r,6.65386E-05,t,0.000723754,p,0.000790292
r,7.45863E-05,r,7.45863E-05,t,0.000789031,p,0.000863617
r,5.16634E-05,r,5.16634E-05,t,0.000704476,p,0.00075614
r,6.93866E-05,r,6.93866E-05,t,0.000808403,p,0.000877789
r,6.49886E-05,r,6.49886E-05,t,0.000881405,p,0.000946394
r,5.40953E-05,r,5.40953E-05,t,0.000841969,p,0.000896065
r,5.70231E-05,r,5.70231E-05,t,0.000859354,p,0.000916377
r,6.43654E-05,r,6.43654E-05,t,0.000725259,p,0.000789624
r,5.85854E-05,r,5.85854E-05,t,0.000803733,p,0.000862319
r,8.09122E-05,r,8.09122E-05,t,0.000780321,p,0.000861233
r,5.54867E-05,r,5.54867E-05,t,0.000862903,p,0.00091839
r,7.54326E-05,r,7.54326E-05,t,0.000806131,p,0.000881564
r,5.41184E-05,r,5.41184E-05,t,0.000800425,p,0.000854543
r,7.24543E-05,r,7.24543E-05,t,0.000831353,p,0.000903808
r,5.32928E-05,r,5.32928E-05,t,0.000707119,p,0.000760412
r,6.97859E-05,r,6.97859E-05,t,0.000822629,p,0.000892415
r,7.66771E-05,r,7.66771E-05,t,0.00089329,p,0.000969968
r,7.70099E-05,r,7.70099E-05,t,0.000854398,p,0.000931408
r,7.20906E-05,r,7.20906E-05,t,0.000783052,p,0.000855143
r,6.94837E-05,r,6.94837E-05,t,0.000746695,p,0.000816179
r,6.18094E-05,r,6.18094E-05,t,0.000780077,p,0.000841887
r,5.41649E-05,r,5.41649E-05,t,0.000869615,p,0.00092378
r,6.23398E-05,r,6.23398E-05,t,0.000777212,p,0.000839552
r,6.1763E-05,r,6.1763E-05,t,0.000751797,p,0.00081356
r,0.000070453,r,0.000070453,t,0.000780558,p,0.000851011
r,5.67719E-05,r,5.67719E-05,t,0.000682207,p,0.000738979
r,5.84007E-05,r,5.84007E-05,t,0.000775219,p,0.000833619
r,6.27459E-05,r,6.27459E-05,t,0.000796056,p,0.000858802
r,5.92897E-05,r,5.92897E-05,t,0.00085808,p,0.00091737
r,6.41875E-05,r,6.41875E-05,t,0.000824422,p,0.00088861
r,6.92355E-05,r,6.92355E-05,t,0.00085291,p,0.000922145
r,6.15379E-05,r,6.15379E-05,t,0.000723239,p,0.000784777
r,6.62747E-05,r,6.62747E-05,t,0.000781018,p,0.000847293
r,6.45284E-05,r,6.45284E-05,t,0.000847049,p,0.000911577
r,5.75413E-05,r,5.75413E-05,t,0.000815862,p,0.000873404
r,7.15647E-05,r,7.15647E-05,t,0.000844547,p,0.000916111
r,6.68272E-05,r,6.68272E-05,t,0.00065849,p,0.000725317
r,7.28531E-05,r,7.28531E-05,t,0.000754079,p,0.000826932
r,6.24149E-05,r,6.24149E-05,t,0.000851321,p,0.000913736
r,6.63047E-05,r,6.63047E-05,t,0.000806922,p,0.000873227
r,6.31845E-05,r,6.31845E-05,t,0.000847199,p,0.000910383
r,5.09202E-05,r,5.09202E-05,t,0.000763329,p,0.000814249
