unstudied,tone,rhythm,both,,,cond.r.t,echo.r.t,condr.b,echo.r.b,cond.t.b,echo.t.b,,r,t,predicted,both,,cond.p.b,echo.p.b,cond.r.t,echo.r.t,condr.b,echo.r.b,cond.t.b,echo.t.b
1.41E-06,0.000496339,0.000136913,0.00074119,,,r,0.000136913,r,0.000136913,t,0.000496339,,1.35E-04,4.95E-04,6.30E-04,7.40E-04,,p,6.30E-04,r,0.000136913,r,0.000136913,t,0.000496339
3.42E-07,0.000506279,0.000142608,0.000680163,,,r,0.000142608,r,0.000142608,t,0.000506279,,1.42E-04,5.06E-04,6.48E-04,6.80E-04,,p,6.48E-04,r,0.000142608,r,0.000142608,t,0.000506279
-1.38E-07,0.000528912,0.000151489,0.000619259,,,r,0.000151489,r,0.000151489,t,0.000528912,,1.52E-04,5.29E-04,6.81E-04,6.19E-04,,p,6.81E-04,r,0.000151489,r,0.000151489,t,0.000528912
-1.38E-06,0.000488427,0.0001381,0.000621509,,,r,0.0001381,r,0.0001381,t,0.000488427,,1.39E-04,4.90E-04,6.29E-04,6.23E-04,,p,6.29E-04,r,0.0001381,r,0.0001381,t,0.000488427
3.85E-07,0.000433666,0.000160444,0.000648826,,,r,0.000160444,r,0.000160444,t,0.000433666,,1.60E-04,4.33E-04,5.93E-04,6.48E-04,,p,5.93E-04,r,0.000160444,r,0.000160444,t,0.000433666
-1.22E-06,0.000560345,0.000147134,0.000697698,,,r,0.000147134,r,0.000147134,t,0.000560345,,1.48E-04,5.62E-04,7.10E-04,6.99E-04,,p,7.10E-04,r,0.000147134,r,0.000147134,t,0.000560345
-7.94E-07,0.000513274,0.00016252,0.000650379,,,r,0.00016252,r,0.00016252,t,0.000513274,,1.63E-04,5.14E-04,6.77E-04,6.51E-04,,p,6.77E-04,r,0.00016252,r,0.00016252,t,0.000513274
6.23E-07,0.00051888,0.000178047,0.000722719,,,r,0.000178047,r,0.000178047,t,0.00051888,,1.77E-04,5.18E-04,6.96E-04,7.22E-04,,p,6.96E-04,r,0.000178047,r,0.000178047,t,0.00051888
-2.89E-06,0.000464274,0.000169715,0.000654509,,,r,0.000169715,r,0.000169715,t,0.000464274,,1.73E-04,4.67E-04,6.40E-04,6.57E-04,,p,6.40E-04,r,0.000169715,r,0.000169715,t,0.000464274
8.68E-07,0.000520177,0.000136864,0.000515107,,,r,0.000136864,r,0.000136864,t,0.000520177,,1.36E-04,5.19E-04,6.55E-04,5.14E-04,,p,6.55E-04,r,0.000136864,r,0.000136864,t,0.000520177
-5.34E-07,0.000543932,0.000174582,0.000559819,,,r,0.000174582,r,0.000174582,t,0.000543932,,1.75E-04,5.44E-04,7.20E-04,5.60E-04,,p,7.20E-04,r,0.000174582,r,0.000174582,t,0.000543932
1.95E-06,0.000579495,0.000154975,0.000704282,,,r,0.000154975,r,0.000154975,t,0.000579495,,1.53E-04,5.78E-04,7.31E-04,7.02E-04,,p,7.31E-04,r,0.000154975,r,0.000154975,t,0.000579495
-1.10E-06,0.000525122,0.000134003,0.000627516,,,r,0.000134003,r,0.000134003,t,0.000525122,,1.35E-04,5.26E-04,6.61E-04,6.29E-04,,p,6.61E-04,r,0.000134003,r,0.000134003,t,0.000525122
1.48E-06,0.000504233,0.000169197,0.000693685,,,r,0.000169197,r,0.000169197,t,0.000504233,,1.68E-04,5.03E-04,6.70E-04,6.92E-04,,p,6.70E-04,r,0.000169197,r,0.000169197,t,0.000504233
4.16E-07,0.000525509,0.000156655,0.000637733,,,r,0.000156655,r,0.000156655,t,0.000525509,,1.56E-04,5.25E-04,6.81E-04,6.37E-04,,p,6.81E-04,r,0.000156655,r,0.000156655,t,0.000525509
-9.81E-07,0.000518479,0.000165694,0.000655756,,,r,0.000165694,r,0.000165694,t,0.000518479,,1.67E-04,5.19E-04,6.86E-04,6.57E-04,,p,6.86E-04,r,0.000165694,r,0.000165694,t,0.000518479
-2.33E-07,0.000458767,0.000130586,0.000652753,,,r,0.000130586,r,0.000130586,t,0.000458767,,1.31E-04,4.59E-04,5.90E-04,6.53E-04,,p,5.90E-04,r,0.000130586,r,0.000130586,t,0.000458767
5.60E-07,0.000520899,0.000155055,0.000611014,,,r,0.000155055,r,0.000155055,t,0.000520899,,1.54E-04,5.20E-04,6.75E-04,6.10E-04,,p,6.75E-04,r,0.000155055,r,0.000155055,t,0.000520899
-1.88E-06,0.000557369,0.000122221,0.000629202,,,r,0.000122221,r,0.000122221,t,0.000557369,,1.24E-04,5.59E-04,6.83E-04,6.31E-04,,p,6.83E-04,r,0.000122221,r,0.000122221,t,0.000557369
4.43E-07,0.000504251,0.000131807,0.000634965,,,r,0.000131807,r,0.000131807,t,0.000504251,,1.31E-04,5.04E-04,6.35E-04,6.35E-04,,p,6.35E-04,r,0.000131807,r,0.000131807,t,0.000504251
4.98E-07,0.000487562,0.00013693,0.000703841,,,r,0.00013693,r,0.00013693,t,0.000487562,,1.36E-04,4.87E-04,6.23E-04,7.03E-04,,p,6.23E-04,r,0.00013693,r,0.00013693,t,0.000487562
9.31E-08,0.000532054,0.000129414,0.000629884,,,r,0.000129414,r,0.000129414,t,0.000532054,,1.29E-04,5.32E-04,6.61E-04,6.30E-04,,p,6.61E-04,r,0.000129414,r,0.000129414,t,0.000532054
1.19E-07,0.000456494,0.000152259,0.000611113,,,r,0.000152259,r,0.000152259,t,0.000456494,,1.52E-04,4.56E-04,6.09E-04,6.11E-04,,p,6.09E-04,r,0.000152259,r,0.000152259,t,0.000456494
-5.68E-07,0.000474898,0.000148803,0.000677796,,,r,0.000148803,r,0.000148803,t,0.000474898,,1.49E-04,4.75E-04,6.25E-04,6.78E-04,,p,6.25E-04,r,0.000148803,r,0.000148803,t,0.000474898
-1.32E-07,0.000506695,0.000191434,0.000665768,,,r,0.000191434,r,0.000191434,t,0.000506695,,1.92E-04,5.07E-04,6.98E-04,6.66E-04,,p,6.98E-04,r,0.000191434,r,0.000191434,t,0.000506695
-1.09E-06,0.000486363,0.00015319,0.000676671,,,r,0.00015319,r,0.00015319,t,0.000486363,,1.54E-04,4.87E-04,6.42E-04,6.78E-04,,p,6.42E-04,r,0.00015319,r,0.00015319,t,0.000486363
-9.01E-07,0.000506766,0.000142899,0.00067351,,,r,0.000142899,r,0.000142899,t,0.000506766,,1.44E-04,5.08E-04,6.51E-04,6.74E-04,,p,6.51E-04,r,0.000142899,r,0.000142899,t,0.000506766
-5.75E-07,0.000489773,0.000144726,0.000665394,,,r,0.000144726,r,0.000144726,t,0.000489773,,1.45E-04,4.90E-04,6.36E-04,6.66E-04,,p,6.36E-04,r,0.000144726,r,0.000144726,t,0.000489773
1.83E-07,0.000495915,0.000173688,0.000623221,,,r,0.000173688,r,0.000173688,t,0.000495915,,1.74E-04,4.96E-04,6.69E-04,6.23E-04,,p,6.69E-04,r,0.000173688,r,0.000173688,t,0.000495915
-1.30E-07,0.000491869,0.000133322,0.000597277,,,r,0.000133322,r,0.000133322,t,0.000491869,,1.33E-04,4.92E-04,6.25E-04,5.97E-04,,p,6.25E-04,r,0.000133322,r,0.000133322,t,0.000491869
1.26E-07,0.00044286,0.000141041,0.000568221,,,r,0.000141041,r,0.000141041,t,0.00044286,,1.41E-04,4.43E-04,5.84E-04,5.68E-04,,p,5.84E-04,r,0.000141041,r,0.000141041,t,0.00044286
8.52E-08,0.00050515,0.000150409,0.000557031,,,r,0.000150409,r,0.000150409,t,0.00050515,,1.50E-04,5.05E-04,6.55E-04,5.57E-04,,p,6.55E-04,r,0.000150409,r,0.000150409,t,0.00050515
-1.79E-06,0.000484116,0.000171585,0.000618146,,,r,0.000171585,r,0.000171585,t,0.000484116,,1.73E-04,4.86E-04,6.59E-04,6.20E-04,,p,6.59E-04,r,0.000171585,r,0.000171585,t,0.000484116
-2.20E-06,0.000549378,0.000154671,0.000673308,,,r,0.000154671,r,0.000154671,t,0.000549378,,1.57E-04,5.52E-04,7.08E-04,6.76E-04,,p,7.08E-04,r,0.000154671,r,0.000154671,t,0.000549378
3.34E-06,0.000457168,0.000135214,0.000651574,,,r,0.000135214,r,0.000135214,t,0.000457168,,1.32E-04,4.54E-04,5.86E-04,6.48E-04,,p,5.86E-04,r,0.000135214,r,0.000135214,t,0.000457168
-9.16E-07,0.000510543,0.000138116,0.000706539,,,r,0.000138116,r,0.000138116,t,0.000510543,,1.39E-04,5.11E-04,6.50E-04,7.07E-04,,p,6.50E-04,r,0.000138116,r,0.000138116,t,0.000510543
-2.45E-07,0.000458008,0.000177689,0.000558061,,,r,0.000177689,r,0.000177689,t,0.000458008,,1.78E-04,4.58E-04,6.36E-04,5.58E-04,,p,6.36E-04,r,0.000177689,r,0.000177689,t,0.000458008
7.21E-08,0.000474825,0.000140949,0.000677078,,,r,0.000140949,r,0.000140949,t,0.000474825,,1.41E-04,4.75E-04,6.16E-04,6.77E-04,,p,6.16E-04,r,0.000140949,r,0.000140949,t,0.000474825
5.80E-07,0.000439269,0.000145114,0.000667318,,,r,0.000145114,r,0.000145114,t,0.000439269,,1.45E-04,4.39E-04,5.83E-04,6.67E-04,,p,5.83E-04,r,0.000145114,r,0.000145114,t,0.000439269
-3.74E-07,0.000514517,0.000128142,0.000656524,,,r,0.000128142,r,0.000128142,t,0.000514517,,1.29E-04,5.15E-04,6.43E-04,6.57E-04,,p,6.43E-04,r,0.000128142,r,0.000128142,t,0.000514517
-6.76E-07,0.000502311,0.000167134,0.00068071,,,r,0.000167134,r,0.000167134,t,0.000502311,,1.68E-04,5.03E-04,6.71E-04,6.81E-04,,p,6.71E-04,r,0.000167134,r,0.000167134,t,0.000502311
2.40E-06,0.000466011,0.000145084,0.000718092,,,r,0.000145084,r,0.000145084,t,0.000466011,,1.43E-04,4.64E-04,6.06E-04,7.16E-04,,p,6.06E-04,r,0.000145084,r,0.000145084,t,0.000466011
-9.38E-07,0.0004578,0.000146807,0.000647448,,,r,0.000146807,r,0.000146807,t,0.0004578,,1.48E-04,4.59E-04,6.06E-04,6.48E-04,,p,6.06E-04,r,0.000146807,r,0.000146807,t,0.0004578
1.37E-06,0.000531027,0.000134642,0.000666251,,,r,0.000134642,r,0.000134642,t,0.000531027,,1.33E-04,5.30E-04,6.63E-04,6.65E-04,,p,6.63E-04,r,0.000134642,r,0.000134642,t,0.000531027
-2.09E-06,0.000494365,0.000160577,0.000611501,,,r,0.000160577,r,0.000160577,t,0.000494365,,1.63E-04,4.96E-04,6.59E-04,6.14E-04,,p,6.59E-04,r,0.000160577,r,0.000160577,t,0.000494365
-4.68E-07,0.000452844,0.000147334,0.000613808,,,r,0.000147334,r,0.000147334,t,0.000452844,,1.48E-04,4.53E-04,6.01E-04,6.14E-04,,p,6.01E-04,r,0.000147334,r,0.000147334,t,0.000452844
-9.79E-07,0.000500811,0.000140145,0.000603022,,,r,0.000140145,r,0.000140145,t,0.000500811,,1.41E-04,5.02E-04,6.43E-04,6.04E-04,,p,6.43E-04,r,0.000140145,r,0.000140145,t,0.000500811
-4.77E-07,0.000483063,0.000173013,0.000617513,,,r,0.000173013,r,0.000173013,t,0.000483063,,1.73E-04,4.84E-04,6.57E-04,6.18E-04,,p,6.57E-04,r,0.000173013,r,0.000173013,t,0.000483063
-2.32E-07,0.000537121,0.000153617,0.000618851,,,r,0.000153617,r,0.000153617,t,0.000537121,,1.54E-04,5.37E-04,6.91E-04,6.19E-04,,p,6.91E-04,r,0.000153617,r,0.000153617,t,0.000537121
-8.31E-08,0.000497104,0.000117907,0.000709571,,,r,0.000117907,r,0.000117907,t,0.000497104,,1.18E-04,4.97E-04,6.15E-04,7.10E-04,,p,6.15E-04,r,0.000117907,r,0.000117907,t,0.000497104
4.99E-07,0.000469322,0.000127297,0.000681387,,,r,0.000127297,r,0.000127297,t,0.000469322,,1.27E-04,4.69E-04,5.96E-04,6.81E-04,,p,5.96E-04,r,0.000127297,r,0.000127297,t,0.000469322
-1.01E-06,0.000549851,0.000143907,0.000703007,,,r,0.000143907,r,0.000143907,t,0.000549851,,1.45E-04,5.51E-04,6.96E-04,7.04E-04,,p,6.96E-04,r,0.000143907,r,0.000143907,t,0.000549851
2.93E-06,0.000551298,0.000162293,0.000751301,,,r,0.000162293,r,0.000162293,t,0.000551298,,1.59E-04,5.48E-04,7.08E-04,7.48E-04,,p,7.08E-04,r,0.000162293,r,0.000162293,t,0.000551298
7.35E-07,0.000448539,0.000153129,0.000578386,,,r,0.000153129,r,0.000153129,t,0.000448539,,1.52E-04,4.48E-04,6.00E-04,5.78E-04,,p,6.00E-04,r,0.000153129,r,0.000153129,t,0.000448539
-2.60E-07,0.000479995,0.000148904,0.000651011,,,r,0.000148904,r,0.000148904,t,0.000479995,,1.49E-04,4.80E-04,6.29E-04,6.51E-04,,p,6.29E-04,r,0.000148904,r,0.000148904,t,0.000479995
1.72E-08,0.000598785,0.000154513,0.000703486,,,r,0.000154513,r,0.000154513,t,0.000598785,,1.54E-04,5.99E-04,7.53E-04,7.03E-04,,p,7.53E-04,r,0.000154513,r,0.000154513,t,0.000598785
1.60E-07,0.000532678,0.000128994,0.000654093,,,r,0.000128994,r,0.000128994,t,0.000532678,,1.29E-04,5.33E-04,6.61E-04,6.54E-04,,p,6.61E-04,r,0.000128994,r,0.000128994,t,0.000532678
-1.34E-07,0.000527591,0.000137667,0.000632355,,,r,0.000137667,r,0.000137667,t,0.000527591,,1.38E-04,5.28E-04,6.66E-04,6.32E-04,,p,6.66E-04,r,0.000137667,r,0.000137667,t,0.000527591
-2.17E-07,0.000467613,0.00014195,0.000592571,,,r,0.00014195,r,0.00014195,t,0.000467613,,1.42E-04,4.68E-04,6.10E-04,5.93E-04,,p,6.10E-04,r,0.00014195,r,0.00014195,t,0.000467613
4.41E-09,0.000460411,0.000149897,0.000558588,,,r,0.000149897,r,0.000149897,t,0.000460411,,1.50E-04,4.60E-04,6.10E-04,5.59E-04,,p,6.10E-04,r,0.000149897,r,0.000149897,t,0.000460411
8.44E-07,0.000482266,0.000131526,0.000649062,,,r,0.000131526,r,0.000131526,t,0.000482266,,1.31E-04,4.81E-04,6.12E-04,6.48E-04,,p,6.12E-04,r,0.000131526,r,0.000131526,t,0.000482266
-3.25E-07,0.00063037,0.000137841,0.000647646,,,r,0.000137841,r,0.000137841,t,0.00063037,,1.38E-04,6.31E-04,7.69E-04,6.48E-04,,p,7.69E-04,r,0.000137841,r,0.000137841,t,0.00063037
-5.89E-07,0.000463184,0.000158188,0.000683528,,,r,0.000158188,r,0.000158188,t,0.000463184,,1.59E-04,4.64E-04,6.23E-04,6.84E-04,,p,6.23E-04,r,0.000158188,r,0.000158188,t,0.000463184
2.45E-07,0.000488865,0.000159042,0.000647812,,,r,0.000159042,r,0.000159042,t,0.000488865,,1.59E-04,4.89E-04,6.47E-04,6.48E-04,,p,6.47E-04,r,0.000159042,r,0.000159042,t,0.000488865
-7.46E-07,0.000524697,0.000124796,0.000640399,,,r,0.000124796,r,0.000124796,t,0.000524697,,1.26E-04,5.25E-04,6.51E-04,6.41E-04,,p,6.51E-04,r,0.000124796,r,0.000124796,t,0.000524697
-2.78E-07,0.000421688,0.000146524,0.000640194,,,r,0.000146524,r,0.000146524,t,0.000421688,,1.47E-04,4.22E-04,5.69E-04,6.40E-04,,p,5.69E-04,r,0.000146524,r,0.000146524,t,0.000421688
-1.66E-07,0.000447249,0.000148316,0.000634847,,,r,0.000148316,r,0.000148316,t,0.000447249,,1.48E-04,4.47E-04,5.96E-04,6.35E-04,,p,5.96E-04,r,0.000148316,r,0.000148316,t,0.000447249
1.42E-06,0.00052133,0.000151342,0.000768775,,,r,0.000151342,r,0.000151342,t,0.00052133,,1.50E-04,5.20E-04,6.70E-04,7.67E-04,,p,6.70E-04,r,0.000151342,r,0.000151342,t,0.00052133
8.34E-07,0.000558523,0.000131714,0.000681259,,,r,0.000131714,r,0.000131714,t,0.000558523,,1.31E-04,5.58E-04,6.89E-04,6.80E-04,,p,6.89E-04,r,0.000131714,r,0.000131714,t,0.000558523
-1.54E-06,0.000461853,0.000169117,0.000602353,,,r,0.000169117,r,0.000169117,t,0.000461853,,1.71E-04,4.63E-04,6.34E-04,6.04E-04,,p,6.34E-04,r,0.000169117,r,0.000169117,t,0.000461853
7.19E-07,0.000528187,0.000112603,0.000774764,,,r,0.000112603,r,0.000112603,t,0.000528187,,1.12E-04,5.27E-04,6.39E-04,7.74E-04,,p,6.39E-04,r,0.000112603,r,0.000112603,t,0.000528187
-1.54E-06,0.000546043,0.000159828,0.000573827,,,r,0.000159828,r,0.000159828,t,0.000546043,,1.61E-04,5.48E-04,7.09E-04,5.75E-04,,p,7.09E-04,r,0.000159828,r,0.000159828,t,0.000546043
7.87E-07,0.000474953,0.000147086,0.000598291,,,r,0.000147086,r,0.000147086,t,0.000474953,,1.46E-04,4.74E-04,6.20E-04,5.98E-04,,p,6.20E-04,r,0.000147086,r,0.000147086,t,0.000474953
-2.33E-06,0.000527538,0.000139239,0.000620958,,,r,0.000139239,r,0.000139239,t,0.000527538,,1.42E-04,5.30E-04,6.71E-04,6.23E-04,,p,6.71E-04,r,0.000139239,r,0.000139239,t,0.000527538
-4.91E-07,0.000486835,0.000167487,0.00067968,,,r,0.000167487,r,0.000167487,t,0.000486835,,1.68E-04,4.87E-04,6.55E-04,6.80E-04,,p,6.55E-04,r,0.000167487,r,0.000167487,t,0.000486835
-6.29E-07,0.000456666,0.00018183,0.000658034,,,r,0.00018183,r,0.00018183,t,0.000456666,,1.82E-04,4.57E-04,6.40E-04,6.59E-04,,p,6.40E-04,r,0.00018183,r,0.00018183,t,0.000456666
-1.11E-06,0.000520531,0.000162293,0.000595901,,,r,0.000162293,r,0.000162293,t,0.000520531,,1.63E-04,5.22E-04,6.85E-04,5.97E-04,,p,6.85E-04,r,0.000162293,r,0.000162293,t,0.000520531
1.06E-07,0.00051549,0.000132765,0.000582496,,,r,0.000132765,r,0.000132765,t,0.00051549,,1.33E-04,5.15E-04,6.48E-04,5.82E-04,,p,6.48E-04,r,0.000132765,r,0.000132765,t,0.00051549
-1.02E-06,0.000464865,0.000142013,0.000704133,,,r,0.000142013,r,0.000142013,t,0.000464865,,1.43E-04,4.66E-04,6.09E-04,7.05E-04,,p,6.09E-04,r,0.000142013,r,0.000142013,t,0.000464865
1.34E-06,0.000448871,0.000141788,0.000672744,,,r,0.000141788,r,0.000141788,t,0.000448871,,1.40E-04,4.48E-04,5.88E-04,6.71E-04,,p,5.88E-04,r,0.000141788,r,0.000141788,t,0.000448871
1.47E-06,0.000568747,0.00014501,0.000706707,,,r,0.00014501,r,0.00014501,t,0.000568747,,1.44E-04,5.67E-04,7.11E-04,7.05E-04,,p,7.11E-04,r,0.00014501,r,0.00014501,t,0.000568747
-2.72E-07,0.00051049,0.000134271,0.000583864,,,r,0.000134271,r,0.000134271,t,0.00051049,,1.35E-04,5.11E-04,6.45E-04,5.84E-04,,p,6.45E-04,r,0.000134271,r,0.000134271,t,0.00051049
3.51E-07,0.000476744,0.000157158,0.000714348,,,r,0.000157158,r,0.000157158,t,0.000476744,,1.57E-04,4.76E-04,6.33E-04,7.14E-04,,p,6.33E-04,r,0.000157158,r,0.000157158,t,0.000476744
-8.39E-07,0.000539935,0.000151828,0.00063441,,,r,0.000151828,r,0.000151828,t,0.000539935,,1.53E-04,5.41E-04,6.93E-04,6.35E-04,,p,6.93E-04,r,0.000151828,r,0.000151828,t,0.000539935
7.59E-07,0.000426088,0.000139207,0.000610479,,,r,0.000139207,r,0.000139207,t,0.000426088,,1.38E-04,4.25E-04,5.64E-04,6.10E-04,,p,5.64E-04,r,0.000139207,r,0.000139207,t,0.000426088
-6.70E-07,0.000570837,0.000149462,0.000692078,,,r,0.000149462,r,0.000149462,t,0.000570837,,1.50E-04,5.72E-04,7.22E-04,6.93E-04,,p,7.22E-04,r,0.000149462,r,0.000149462,t,0.000570837
7.28E-07,0.000512495,0.000149525,0.000620017,,,r,0.000149525,r,0.000149525,t,0.000512495,,1.49E-04,5.12E-04,6.61E-04,6.19E-04,,p,6.61E-04,r,0.000149525,r,0.000149525,t,0.000512495
-1.08E-06,0.000494548,0.000157663,0.000705151,,,r,0.000157663,r,0.000157663,t,0.000494548,,1.59E-04,4.96E-04,6.54E-04,7.06E-04,,p,6.54E-04,r,0.000157663,r,0.000157663,t,0.000494548
2.82E-06,0.000476051,0.000167671,0.000684244,,,r,0.000167671,r,0.000167671,t,0.000476051,,1.65E-04,4.73E-04,6.38E-04,6.81E-04,,p,6.38E-04,r,0.000167671,r,0.000167671,t,0.000476051
-1.02E-06,0.00050746,0.000146231,0.000732337,,,r,0.000146231,r,0.000146231,t,0.00050746,,1.47E-04,5.08E-04,6.56E-04,7.33E-04,,p,6.56E-04,r,0.000146231,r,0.000146231,t,0.00050746
7.44E-07,0.000532765,0.000134054,0.000521055,,,r,0.000134054,r,0.000134054,t,0.000532765,,1.33E-04,5.32E-04,6.65E-04,5.20E-04,,p,6.65E-04,r,0.000134054,r,0.000134054,t,0.000532765
-1.55E-07,0.00053864,0.000159615,0.000578144,,,r,0.000159615,r,0.000159615,t,0.00053864,,1.60E-04,5.39E-04,6.99E-04,5.78E-04,,p,6.99E-04,r,0.000159615,r,0.000159615,t,0.00053864
1.12E-06,0.000423743,0.000178805,0.000631516,,,r,0.000178805,r,0.000178805,t,0.000423743,,1.78E-04,4.23E-04,6.00E-04,6.30E-04,,p,6.00E-04,r,0.000178805,r,0.000178805,t,0.000423743
-1.26E-06,0.000576789,0.000161812,0.000621549,,,r,0.000161812,r,0.000161812,t,0.000576789,,1.63E-04,5.78E-04,7.41E-04,6.23E-04,,p,7.41E-04,r,0.000161812,r,0.000161812,t,0.000576789
-2.52E-06,0.000445768,0.000156889,0.000659167,,,r,0.000156889,r,0.000156889,t,0.000445768,,1.59E-04,4.48E-04,6.08E-04,6.62E-04,,p,6.08E-04,r,0.000156889,r,0.000156889,t,0.000445768
2.76E-07,0.000519949,0.000158071,0.000543069,,,r,0.000158071,r,0.000158071,t,0.000519949,,1.58E-04,5.20E-04,6.77E-04,5.43E-04,,p,6.77E-04,r,0.000158071,r,0.000158071,t,0.000519949
-2.24E-06,0.000532397,0.000151317,0.000662959,,,r,0.000151317,r,0.000151317,t,0.000532397,,1.54E-04,5.35E-04,6.88E-04,6.65E-04,,p,6.88E-04,r,0.000151317,r,0.000151317,t,0.000532397
-4.29E-07,0.000469504,0.000147674,0.00060904,,,r,0.000147674,r,0.000147674,t,0.000469504,,1.48E-04,4.70E-04,6.18E-04,6.09E-04,,p,6.18E-04,r,0.000147674,r,0.000147674,t,0.000469504
1.65E-06,0.000633152,0.000139153,0.00059358,,,r,0.000139153,r,0.000139153,t,0.000633152,,1.38E-04,6.32E-04,7.69E-04,5.92E-04,,p,7.69E-04,r,0.000139153,r,0.000139153,t,0.000633152
-1.32E-06,0.000521781,0.000171382,0.000663343,,,r,0.000171382,r,0.000171382,t,0.000521781,,1.73E-04,5.23E-04,6.96E-04,6.65E-04,,p,6.96E-04,r,0.000171382,r,0.000171382,t,0.000521781
2.59E-07,0.000509659,0.000164054,0.000524636,,,r,0.000164054,r,0.000164054,t,0.000509659,,1.64E-04,5.09E-04,6.73E-04,5.24E-04,,p,6.73E-04,r,0.000164054,r,0.000164054,t,0.000509659
8.61E-07,0.000490251,0.000144647,0.000714583,,,r,0.000144647,r,0.000144647,t,0.000490251,,1.44E-04,4.89E-04,6.33E-04,7.14E-04,,p,6.33E-04,r,0.000144647,r,0.000144647,t,0.000490251
-2.42E-06,0.000532591,0.000158247,0.000646178,,,r,0.000158247,r,0.000158247,t,0.000532591,,1.61E-04,5.35E-04,6.96E-04,6.49E-04,,p,6.96E-04,r,0.000158247,r,0.000158247,t,0.000532591
1.04E-06,0.000513901,0.000177048,0.000600452,,,r,0.000177048,r,0.000177048,t,0.000513901,,1.76E-04,5.13E-04,6.89E-04,5.99E-04,,p,6.89E-04,r,0.000177048,r,0.000177048,t,0.000513901
3.39E-07,0.00058443,0.000164952,0.000727219,,,r,0.000164952,r,0.000164952,t,0.00058443,,1.65E-04,5.84E-04,7.49E-04,7.27E-04,,p,7.49E-04,r,0.000164952,r,0.000164952,t,0.00058443
-1.27E-06,0.000422829,0.000133601,0.000669791,,,r,0.000133601,r,0.000133601,t,0.000422829,,1.35E-04,4.24E-04,5.59E-04,6.71E-04,,p,5.59E-04,r,0.000133601,r,0.000133601,t,0.000422829
1.81E-06,0.000487498,0.000166988,0.000603943,,,r,0.000166988,r,0.000166988,t,0.000487498,,1.65E-04,4.86E-04,6.51E-04,6.02E-04,,p,6.51E-04,r,0.000166988,r,0.000166988,t,0.000487498
-6.56E-07,0.000525451,0.000153522,0.000508146,,,r,0.000153522,r,0.000153522,t,0.000525451,,1.54E-04,5.26E-04,6.80E-04,5.09E-04,,p,6.80E-04,r,0.000153522,r,0.000153522,t,0.000525451
1.57E-06,0.000448592,0.00017083,0.000744862,,,r,0.00017083,r,0.00017083,t,0.000448592,,1.69E-04,4.47E-04,6.16E-04,7.43E-04,,p,6.16E-04,r,0.00017083,r,0.00017083,t,0.000448592
-4.59E-07,0.000524819,0.000143926,0.000720182,,,r,0.000143926,r,0.000143926,t,0.000524819,,1.44E-04,5.25E-04,6.70E-04,7.21E-04,,p,6.70E-04,r,0.000143926,r,0.000143926,t,0.000524819
6.38E-07,0.000443113,0.000168531,0.000591739,,,r,0.000168531,r,0.000168531,t,0.000443113,,1.68E-04,4.42E-04,6.10E-04,5.91E-04,,p,6.10E-04,r,0.000168531,r,0.000168531,t,0.000443113
-1.34E-06,0.000434934,0.000165268,0.000646027,,,r,0.000165268,r,0.000165268,t,0.000434934,,1.67E-04,4.36E-04,6.03E-04,6.47E-04,,p,6.03E-04,r,0.000165268,r,0.000165268,t,0.000434934
6.90E-08,0.000422026,0.000149338,0.000702526,,,r,0.000149338,r,0.000149338,t,0.000422026,,1.49E-04,4.22E-04,5.71E-04,7.02E-04,,p,5.71E-04,r,0.000149338,r,0.000149338,t,0.000422026
-5.15E-08,0.000549667,0.000135744,0.000589521,,,r,0.000135744,r,0.000135744,t,0.000549667,,1.36E-04,5.50E-04,6.86E-04,5.90E-04,,p,6.86E-04,r,0.000135744,r,0.000135744,t,0.000549667
1.04E-06,0.000489289,0.000119477,0.000648346,,,r,0.000119477,r,0.000119477,t,0.000489289,,1.18E-04,4.88E-04,6.07E-04,6.47E-04,,p,6.07E-04,r,0.000119477,r,0.000119477,t,0.000489289
-1.99E-06,0.00051572,0.000129361,0.000716975,,,r,0.000129361,r,0.000129361,t,0.00051572,,1.31E-04,5.18E-04,6.49E-04,7.19E-04,,p,6.49E-04,r,0.000129361,r,0.000129361,t,0.00051572
-1.30E-06,0.000484428,0.000152391,0.000701453,,,r,0.000152391,r,0.000152391,t,0.000484428,,1.54E-04,4.86E-04,6.39E-04,7.03E-04,,p,6.39E-04,r,0.000152391,r,0.000152391,t,0.000484428
-1.03E-06,0.000472726,0.000134097,0.000626609,,,r,0.000134097,r,0.000134097,t,0.000472726,,1.35E-04,4.74E-04,6.09E-04,6.28E-04,,p,6.09E-04,r,0.000134097,r,0.000134097,t,0.000472726
-1.83E-06,0.000455587,0.000140206,0.000657168,,,r,0.000140206,r,0.000140206,t,0.000455587,,1.42E-04,4.57E-04,5.99E-04,6.59E-04,,p,5.99E-04,r,0.000140206,r,0.000140206,t,0.000455587
1.53E-06,0.000478528,0.00015999,0.000639052,,,r,0.00015999,r,0.00015999,t,0.000478528,,1.58E-04,4.77E-04,6.35E-04,6.38E-04,,p,6.35E-04,r,0.00015999,r,0.00015999,t,0.000478528
-5.85E-07,0.000550288,0.000126176,0.000582029,,,r,0.000126176,r,0.000126176,t,0.000550288,,1.27E-04,5.51E-04,6.78E-04,5.83E-04,,p,6.78E-04,r,0.000126176,r,0.000126176,t,0.000550288
