unstudied,tone,rhythm,both,,,cond.r.t,echo.r.t,condr.b,echo.r.b,cond.t.b,echo.t.b,,r,t,predicted,both,,cond.p.b,echo.p.b,cond.r.t,echo.r.t,condr.b,echo.r.b,cond.t.b,echo.t.b
,,,,,,t,0.000458849,b,0.0006794,b,0.0006794,,,,,,,b,6.81E-04,t,0.000458849,b,0.0006794,b,0.0006794
,,,,,,t,0.00052082,b,0.000624029,b,0.000624029,,,,,,,b,6.25E-04,t,0.00052082,b,0.000624029,b,0.000624029
,,,,,,t,0.000455472,b,0.00062559,b,0.00062559,,,,,,,b,6.26E-04,t,0.000455472,b,0.00062559,b,0.00062559
,,,,,,t,0.000480043,b,0.000635233,b,0.000635233,,,,,,,b,6.36E-04,t,0.000480043,b,0.000635233,b,0.000635233
,,,,,,t,0.000517762,b,0.000712764,b,0.000712764,,,,,,,b,7.13E-04,t,0.000517762,b,0.000712764,b,0.000712764
,,,,,,t,0.000496977,b,0.00071084,b,0.00071084,,,,,,,b,7.09E-04,t,0.000496977,b,0.00071084,b,0.00071084
,,,,,,t,0.00050627,b,0.000703806,b,0.000703806,,,,,,,b,7.06E-04,t,0.00050627,b,0.000703806,b,0.000703806
,,,,,,t,0.000560586,b,0.000647386,b,0.000647386,,,,,,,b,6.46E-04,t,0.000560586,b,0.000647386,b,0.000647386
,,,,,,t,0.000511753,b,0.000615821,b,0.000615821,,,,,,,b,6.14E-04,t,0.000511753,b,0.000615821,b,0.000615821
,,,,,,t,0.000582913,b,0.000683236,b,0.000683236,,,,,,,b,6.83E-04,t,0.000582913,b,0.000683236,b,0.000683236
,,,,,,t,0.0004967,b,0.000636042,b,0.000636042,,,,,,,b,6.37E-04,t,0.0004967,b,0.000636042,b,0.000636042
,,,,,,t,0.000590247,b,0.000643475,b,0.000643475,,,,,,,b,6.43E-04,t,0.000590247,b,0.000643475,b,0.000643475
,,,,,,t,0.00047851,b,0.000618135,b,0.000618135,,,,,,,b,6.19E-04,t,0.00047851,b,0.000618135,b,0.000618135
,,,,,,t,0.000516977,b,0.000678664,b,0.000678664,,,,,,,b,6.79E-04,t,0.000516977,b,0.000678664,b,0.000678664
,,,,,,t,0.000555971,b,0.000674227,b,0.000674227,,,,,,,b,6.76E-04,t,0.000555971,b,0.000674227,b,0.000674227
,,,,,,t,0.000505936,b,0.000559083,b,0.000559083,,,,,,,b,5.56E-04,t,0.000505936,b,0.000559083,b,0.000559083
,,,,,,t,0.000422435,b,0.000724927,b,0.000724927,,,,,,,b,7.26E-04,t,0.000422435,b,0.000724927,b,0.000724927
,,,,,,t,0.000497998,b,0.000701099,b,0.000701099,,,,,,,b,7.01E-04,t,0.000497998,b,0.000701099,b,0.000701099
,,,,,,t,0.000549936,b,0.000637743,b,0.000637743,,,,,,,b,6.39E-04,t,0.000549936,b,0.000637743,b,0.000637743
,,,,,,t,0.000524348,b,0.00062422,b,0.00062422,,,,,,,b,6.24E-04,t,0.000524348,b,0.00062422,b,0.00062422
,,,,,,t,0.000498781,b,0.00059186,b,0.00059186,,,,,,,b,5.91E-04,t,0.000498781,b,0.00059186,b,0.00059186
,,,,,,t,0.000497343,b,0.00064151,b,0.00064151,,,,,,,b,6.41E-04,t,0.000497343,b,0.00064151,b,0.00064151
,,,,,,t,0.000463235,b,0.000549471,b,0.000549471,,,,,,,b,5.50E-04,t,0.000463235,b,0.000549471,b,0.000549471
,,,,,,t,0.000456575,b,0.000595933,b,0.000595933,,,,,,,b,5.94E-04,t,0.000456575,b,0.000595933,b,0.000595933
,,,,,,t,0.000515794,b,0.000706172,b,0.000706172,,,,,,,b,7.06E-04,t,0.000515794,b,0.000706172,b,0.000706172
,,,,,,t,0.00054678,b,0.000561017,b,0.000561017,,,,,,,b,5.61E-04,t,0.00054678,b,0.000561017,b,0.000561017
,,,,,,t,0.00044017,b,0.000622745,b,0.000622745,,,,,,,b,6.23E-04,t,0.00044017,b,0.000622745,b,0.000622745
,,,,,,t,0.000446212,b,0.000627528,b,0.000627528,,,,,,,b,6.29E-04,t,0.000446212,b,0.000627528,b,0.000627528
,,,,,,t,0.000533351,b,0.000658821,b,0.000658821,,,,,,,b,6.58E-04,t,0.000533351,b,0.000658821,b,0.000658821
,,,,,,t,0.000490164,b,0.000677661,b,0.000677661,,,,,,,b,6.76E-04,t,0.000490164,b,0.000677661,b,0.000677661
,,,,,,t,0.000477069,b,0.000753363,b,0.000753363,,,,,,,b,7.54E-04,t,0.000477069,b,0.000753363,b,0.000753363
,,,,,,t,0.000476741,b,0.000620311,b,0.000620311,,,,,,,b,6.20E-04,t,0.000476741,b,0.000620311,b,0.000620311
,,,,,,t,0.000515405,b,0.000630145,b,0.000630145,,,,,,,b,6.29E-04,t,0.000515405,b,0.000630145,b,0.000630145
,,,,,,t,0.000520326,b,0.000620178,b,0.000620178,,,,,,,b,6.20E-04,t,0.000520326,b,0.000620178,b,0.000620178
,,,,,,t,0.000510652,b,0.000627079,b,0.000627079,,,,,,,b,6.27E-04,t,0.000510652,b,0.000627079,b,0.000627079
,,,,,,t,0.000451835,b,0.000608033,b,0.000608033,,,,,,,b,6.09E-04,t,0.000451835,b,0.000608033,b,0.000608033
,,,,,,t,0.000546002,b,0.000731698,b,0.000731698,,,,,,,b,7.29E-04,t,0.000546002,b,0.000731698,b,0.000731698
,,,,,,t,0.000486084,b,0.000587655,b,0.000587655,,,,,,,b,5.88E-04,t,0.000486084,b,0.000587655,b,0.000587655
,,,,,,t,0.000515971,b,0.000684478,b,0.000684478,,,,,,,b,6.86E-04,t,0.000515971,b,0.000684478,b,0.000684478
,,,,,,t,0.000447142,b,0.000646857,b,0.000646857,,,,,,,b,6.47E-04,t,0.000447142,b,0.000646857,b,0.000646857
,,,,,,t,0.000443096,b,0.000606146,b,0.000606146,,,,,,,b,6.08E-04,t,0.000443096,b,0.000606146,b,0.000606146
,,,,,,t,0.000478641,b,0.000638592,b,0.000638592,,,,,,,b,6.38E-04,t,0.000478641,b,0.000638592,b,0.000638592
,,,,,,t,0.000527003,b,0.000633682,b,0.000633682,,,,,,,b,6.34E-04,t,0.000527003,b,0.000633682,b,0.000633682
,,,,,,t,0.000557755,b,0.00065197,b,0.00065197,,,,,,,b,6.51E-04,t,0.000557755,b,0.00065197,b,0.00065197
,,,,,,t,0.000470121,b,0.000706599,b,0.000706599,,,,,,,b,7.08E-04,t,0.000470121,b,0.000706599,b,0.000706599
,,,,,,t,0.000483486,b,0.000665688,b,0.000665688,,,,,,,b,6.67E-04,t,0.000483486,b,0.000665688,b,0.000665688
,,,,,,t,0.000500849,b,0.000559579,b,0.000559579,,,,,,,b,5.62E-04,t,0.000500849,b,0.000559579,b,0.000559579
,,,,,,t,0.000521277,b,0.000577469,b,0.000577469,,,,,,,b,5.79E-04,t,0.000521277,b,0.000577469,b,0.000577469
,,,,,,t,0.000517845,b,0.000648578,b,0.000648578,,,,,,,b,6.46E-04,t,0.000517845,b,0.000648578,b,0.000648578
,,,,,,t,0.000521337,b,0.000658331,b,0.000658331,,,,,,,b,6.59E-04,t,0.000521337,b,0.000658331,b,0.000658331
,,,,,,t,0.000533722,b,0.000697134,b,0.000697134,,,,,,,b,6.96E-04,t,0.000533722,b,0.000697134,b,0.000697134
,,,,,,t,0.000496907,b,0.000666088,b,0.000666088,,,,,,,b,6.64E-04,t,0.000496907,b,0.000666088,b,0.000666088
,,,,,,t,0.000533994,b,0.000633721,b,0.000633721,,,,,,,b,6.34E-04,t,0.000533994,b,0.000633721,b,0.000633721
,,,,,,t,0.000490913,b,0.000685121,b,0.000685121,,,,,,,b,6.83E-04,t,0.000490913,b,0.000685121,b,0.000685121
,,,,,,t,0.000504694,b,0.000719988,b,0.000719988,,,,,,,b,7.21E-04,t,0.000504694,b,0.000719988,b,0.000719988
,,,,,,t,0.00051698,b,0.000659258,b,0.000659258,,,,,,,b,6.61E-04,t,0.00051698,b,0.000659258,b,0.000659258
,,,,,,t,0.000560032,b,0.000615649,b,0.000615649,,,,,,,b,6.15E-04,t,0.000560032,b,0.000615649,b,0.000615649
,,,,,,t,0.000452776,b,0.000597949,b,0.000597949,,,,,,,b,5.96E-04,t,0.000452776,b,0.000597949,b,0.000597949
,,,,,,t,0.000502412,b,0.000660077,b,0.000660077,,,,,,,b,6.61E-04,t,0.000502412,b,0.000660077,b,0.000660077
,,,,,,t,0.000409615,b,0.000569801,b,0.000569801,,,,,,,b,5.71E-04,t,0.000409615,b,0.000569801,b,0.000569801
,,,,,,t,0.000461337,b,0.000729675,b,0.000729675,,,,,,,b,7.30E-04,t,0.000461337,b,0.000729675,b,0.000729675
,,,,,,t,0.000472647,b,0.000662147,b,0.000662147,,,,,,,b,6.62E-04,t,0.000472647,b,0.000662147,b,0.000662147
,,,,,,t,0.000541868,b,0.000617212,b,0.000617212,,,,,,,b,6.15E-04,t,0.000541868,b,0.000617212,b,0.000617212
,,,,,,t,0.000561956,b,0.000597314,b,0.000597314,,,,,,,b,5.98E-04,t,0.000561956,b,0.000597314,b,0.000597314
,,,,,,t,0.000485288,b,0.000598859,b,0.000598859,,,,,,,b,5.99E-04,t,0.000485288,b,0.000598859,b,0.000598859
,,,,,,t,0.000508019,b,0.0007132,b,0.0007132,,,,,,,b,7.13E-04,t,0.000508019,b,0.0007132,b,0.0007132
,,,,,,t,0.000486539,b,0.000621036,b,0.000621036,,,,,,,b,6.23E-04,t,0.000486539,b,0.000621036,b,0.000621036
,,,,,,t,0.000565907,b,0.000606887,b,0.000606887,,,,,,,b,6.07E-04,t,0.000565907,b,0.000606887,b,0.000606887
,,,,,,t,0.00051041,b,0.000607822,b,0.000607822,,,,,,,b,6.09E-04,t,0.00051041,b,0.000607822,b,0.000607822
,,,,,,t,0.000551544,b,0.000572618,b,0.000572618,,,,,,,b,5.71E-04,t,0.000551544,b,0.000572618,b,0.000572618
,,,,,,t,0.00053528,b,0.000646431,b,0.000646431,,,,,,,b,6.47E-04,t,0.00053528,b,0.000646431,b,0.000646431
,,,,,,t,0.000414826,b,0.000678871,b,0.000678871,,,,,,,b,6.78E-04,t,0.000414826,b,0.000678871,b,0.000678871
,,,,,,t,0.000505406,b,0.000677319,b,0.000677319,,,,,,,b,6.79E-04,t,0.000505406,b,0.000677319,b,0.000677319
,,,,,,t,0.000507686,b,0.000609014,b,0.000609014,,,,,,,b,6.10E-04,t,0.000507686,b,0.000609014,b,0.000609014
,,,,,,t,0.000471488,b,0.000608357,b,0.000608357,,,,,,,b,6.10E-04,t,0.000471488,b,0.000608357,b,0.000608357
,,,,,,t,0.000536795,b,0.000577391,b,0.000577391,,,,,,,b,5.75E-04,t,0.000536795,b,0.000577391,b,0.000577391
,,,,,,t,0.000489545,b,0.000603548,b,0.000603548,,,,,,,b,6.04E-04,t,0.000489545,b,0.000603548,b,0.000603548
,,,,,,t,0.000522321,b,0.000667817,b,0.000667817,,,,,,,b,6.70E-04,t,0.000522321,b,0.000667817,b,0.000667817
,,,,,,t,0.000450162,b,0.000658778,b,0.000658778,,,,,,,b,6.59E-04,t,0.000450162,b,0.000658778,b,0.000658778
,,,,,,t,0.000504857,b,0.000677681,b,0.000677681,,,,,,,b,6.78E-04,t,0.000504857,b,0.000677681,b,0.000677681
,,,,,,t,0.000516739,b,0.000668137,b,0.000668137,,,,,,,b,6.67E-04,t,0.000516739,b,0.000668137,b,0.000668137
,,,,,,t,0.000468403,b,0.000729518,b,0.000729518,,,,,,,b,7.29E-04,t,0.000468403,b,0.000729518,b,0.000729518
,,,,,,t,0.000535616,b,0.000652086,b,0.000652086,,,,,,,b,6.55E-04,t,0.000535616,b,0.000652086,b,0.000652086
,,,,,,t,0.0006617,b,0.000630783,b,0.000630783,,,,,,,b,6.30E-04,t,0.0006617,b,0.000630783,b,0.000630783
,,,,,,t,0.000442714,b,0.000663241,b,0.000663241,,,,,,,b,6.63E-04,t,0.000442714,b,0.000663241,b,0.000663241
,,,,,,t,0.000441815,b,0.000584785,b,0.000584785,,,,,,,b,5.87E-04,t,0.000441815,b,0.000584785,b,0.000584785
,,,,,,t,0.000472067,b,0.00069285,b,0.00069285,,,,,,,b,6.93E-04,t,0.000472067,b,0.00069285,b,0.00069285
,,,,,,t,0.000474122,b,0.000700994,b,0.000700994,,,,,,,b,7.03E-04,t,0.000474122,b,0.000700994,b,0.000700994
,,,,,,t,0.000514984,b,0.000609045,b,0.000609045,,,,,,,b,6.10E-04,t,0.000514984,b,0.000609045,b,0.000609045
,,,,,,t,0.000532747,b,0.000812259,b,0.000812259,,,,,,,b,8.14E-04,t,0.000532747,b,0.000812259,b,0.000812259
,,,,,,t,0.000503526,b,0.000687384,b,0.000687384,,,,,,,b,6.88E-04,t,0.000503526,b,0.000687384,b,0.000687384
,,,,,,t,0.000487544,b,0.00073824,b,0.00073824,,,,,,,b,7.37E-04,t,0.000487544,b,0.00073824,b,0.00073824
,,,,,,t,0.000517707,b,0.000512288,b,0.000512288,,,,,,,b,5.10E-04,t,0.000517707,b,0.000512288,b,0.000512288
,,,,,,t,0.000492652,b,0.000625392,b,0.000625392,,,,,,,b,6.24E-04,t,0.000492652,b,0.000625392,b,0.000625392
,,,,,,t,0.000497289,b,0.000642921,b,0.000642921,,,,,,,b,6.43E-04,t,0.000497289,b,0.000642921,b,0.000642921
,,,,,,t,0.000482486,b,0.00059297,b,0.00059297,,,,,,,b,5.95E-04,t,0.000482486,b,0.00059297,b,0.00059297
,,,,,,t,0.000475758,b,0.000583439,b,0.000583439,,,,,,,b,5.85E-04,t,0.000475758,b,0.000583439,b,0.000583439
,,,,,,t,0.000521464,b,0.000652135,b,0.000652135,,,,,,,b,6.53E-04,t,0.000521464,b,0.000652135,b,0.000652135
,,,,,,t,0.000520743,b,0.000606504,b,0.000606504,,,,,,,b,6.07E-04,t,0.000520743,b,0.000606504,b,0.000606504
,,,,,,t,0.000553439,b,0.000602113,b,0.000602113,,,,,,,b,6.04E-04,t,0.000553439,b,0.000602113,b,0.000602113
,,,,,,t,0.000533698,b,0.000677639,b,0.000677639,,,,,,,b,6.79E-04,t,0.000533698,b,0.000677639,b,0.000677639
,,,,,,t,0.00043886,b,0.000689232,b,0.000689232,,,,,,,b,6.89E-04,t,0.00043886,b,0.000689232,b,0.000689232
,,,,,,t,0.000442979,b,0.000701669,b,0.000701669,,,,,,,b,7.03E-04,t,0.000442979,b,0.000701669,b,0.000701669
,,,,,,t,0.000478102,b,0.000665624,b,0.000665624,,,,,,,b,6.67E-04,t,0.000478102,b,0.000665624,b,0.000665624
,,,,,,t,0.000493458,b,0.000681807,b,0.000681807,,,,,,,b,6.83E-04,t,0.000493458,b,0.000681807,b,0.000681807
,,,,,,t,0.000604127,b,0.000667864,b,0.000667864,,,,,,,b,6.68E-04,t,0.000604127,b,0.000667864,b,0.000667864
,,,,,,t,0.000460728,b,0.000683067,b,0.000683067,,,,,,,b,6.82E-04,t,0.000460728,b,0.000683067,b,0.000683067
,,,,,,t,0.000445327,b,0.000649928,b,0.000649928,,,,,,,b,6.49E-04,t,0.000445327,b,0.000649928,b,0.000649928
,,,,,,t,0.000441535,b,0.000607943,b,0.000607943,,,,,,,b,6.08E-04,t,0.000441535,b,0.000607943,b,0.000607943
,,,,,,t,0.000502893,b,0.000540363,b,0.000540363,,,,,,,b,5.40E-04,t,0.000502893,b,0.000540363,b,0.000540363
,,,,,,t,0.000494812,b,0.0005638,b,0.0005638,,,,,,,b,5.63E-04,t,0.000494812,b,0.0005638,b,0.0005638
,,,,,,t,0.000570082,b,0.000689704,b,0.000689704,,,,,,,b,6.89E-04,t,0.000570082,b,0.000689704,b,0.000689704
,,,,,,t,0.000565677,b,0.000598357,b,0.000598357,,,,,,,b,5.98E-04,t,0.000565677,b,0.000598357,b,0.000598357
,,,,,,t,0.000521284,b,0.000601498,b,0.000601498,,,,,,,b,6.03E-04,t,0.000521284,b,0.000601498,b,0.000601498
,,,,,,t,0.000581899,b,0.000703778,b,0.000703778,,,,,,,b,7.03E-04,t,0.000581899,b,0.000703778,b,0.000703778
,,,,,,t,0.00056593,b,0.000684442,b,0.000684442,,,,,,,b,6.83E-04,t,0.00056593,b,0.000684442,b,0.000684442
,,,,,,t,0.000502015,b,0.000609184,b,0.000609184,,,,,,,b,6.12E-04,t,0.000502015,b,0.000609184,b,0.000609184
,,,,,,t,0.00047455,b,0.000602492,b,0.000602492,,,,,,,b,6.04E-04,t,0.00047455,b,0.000602492,b,0.000602492
,,,,,,t,0.000479492,b,0.000609767,b,0.000609767,,,,,,,b,6.11E-04,t,0.000479492,b,0.000609767,b,0.000609767
,,,,,,t,0.00064021,b,0.000691063,b,0.000691063,,,,,,,b,6.92E-04,t,0.00064021,b,0.000691063,b,0.000691063
,,,,,,t,0.000423469,b,0.000691088,b,0.000691088,,,,,,,b,6.89E-04,t,0.000423469,b,0.000691088,b,0.000691088
,,,,,,t,0.0005864,b,0.000674884,b,0.000674884,,,,,,,b,6.76E-04,t,0.0005864,b,0.000674884,b,0.000674884
,,,,,,t,0.000479148,b,0.000634004,b,0.000634004,,,,,,,b,6.33E-04,t,0.000479148,b,0.000634004,b,0.000634004
,,,,,,t,0.000425629,b,0.000636643,b,0.000636643,,,,,,,b,6.39E-04,t,0.000425629,b,0.000636643,b,0.000636643
,,,,,,t,0.000486072,b,0.000624839,b,0.000624839,,,,,,,b,6.24E-04,t,0.000486072,b,0.000624839,b,0.000624839
,,,,,,t,0.000496924,b,0.000727621,b,0.000727621,,,,,,,b,7.27E-04,t,0.000496924,b,0.000727621,b,0.000727621
,,,,,,t,0.000481227,b,0.000587866,b,0.000587866,,,,,,,b,5.87E-04,t,0.000481227,b,0.000587866,b,0.000587866
,,,,,,t,0.000460994,b,0.000695922,b,0.000695922,,,,,,,b,6.96E-04,t,0.000460994,b,0.000695922,b,0.000695922
,,,,,,t,0.00052546,b,0.000688918,b,0.000688918,,,,,,,b,6.89E-04,t,0.00052546,b,0.000688918,b,0.000688918
,,,,,,t,0.000509577,b,0.000645792,b,0.000645792,,,,,,,b,6.47E-04,t,0.000509577,b,0.000645792,b,0.000645792
,,,,,,t,0.000524224,b,0.000654578,b,0.000654578,,,,,,,b,6.53E-04,t,0.000524224,b,0.000654578,b,0.000654578
,,,,,,t,0.00048032,b,0.000754966,b,0.000754966,,,,,,,b,7.55E-04,t,0.00048032,b,0.000754966,b,0.000754966
,,,,,,t,0.000506493,b,0.000646909,b,0.000646909,,,,,,,b,6.46E-04,t,0.000506493,b,0.000646909,b,0.000646909
,,,,,,t,0.00045576,b,0.000673752,b,0.000673752,,,,,,,b,6.76E-04,t,0.00045576,b,0.000673752,b,0.000673752
,,,,,,t,0.000512776,b,0.000610673,b,0.000610673,,,,,,,b,6.09E-04,t,0.000512776,b,0.000610673,b,0.000610673
,,,,,,t,0.000554326,b,0.000620604,b,0.000620604,,,,,,,b,6.19E-04,t,0.000554326,b,0.000620604,b,0.000620604
,,,,,,t,0.000494484,b,0.000627981,b,0.000627981,,,,,,,b,6.28E-04,t,0.000494484,b,0.000627981,b,0.000627981
,,,,,,t,0.000584216,b,0.000675912,b,0.000675912,,,,,,,b,6.75E-04,t,0.000584216,b,0.000675912,b,0.000675912
,,,,,,t,0.000493698,b,0.000727084,b,0.000727084,,,,,,,b,7.26E-04,t,0.000493698,b,0.000727084,b,0.000727084
,,,,,,t,0.000590745,b,0.000697703,b,0.000697703,,,,,,,b,7.00E-04,t,0.000590745,b,0.000697703,b,0.000697703
,,,,,,t,0.000521582,b,0.000650998,b,0.000650998,,,,,,,b,6.49E-04,t,0.000521582,b,0.000650998,b,0.000650998
,,,,,,t,0.000564752,b,0.000696317,b,0.000696317,,,,,,,b,6.94E-04,t,0.000564752,b,0.000696317,b,0.000696317
,,,,,,t,0.000455909,b,0.000632921,b,0.000632921,,,,,,,b,6.34E-04,t,0.000455909,b,0.000632921,b,0.000632921
,,,,,,t,0.000558759,b,0.000651779,b,0.000651779,,,,,,,b,6.52E-04,t,0.000558759,b,0.000651779,b,0.000651779
,,,,,,t,0.000485699,b,0.000625123,b,0.000625123,,,,,,,b,6.27E-04,t,0.000485699,b,0.000625123,b,0.000625123
,,,,,,t,0.000477858,b,0.000628577,b,0.000628577,,,,,,,b,6.28E-04,t,0.000477858,b,0.000628577,b,0.000628577
,,,,,,t,0.000453529,b,0.000547198,b,0.000547198,,,,,,,b,5.47E-04,t,0.000453529,b,0.000547198,b,0.000547198
,,,,,,t,0.000447108,b,0.000619716,b,0.000619716,,,,,,,b,6.22E-04,t,0.000447108,b,0.000619716,b,0.000619716
,,,,,,t,0.000478257,b,0.00073211,b,0.00073211,,,,,,,b,7.33E-04,t,0.000478257,b,0.00073211,b,0.00073211
,,,,,,t,0.000522856,b,0.000696891,b,0.000696891,,,,,,,b,6.97E-04,t,0.000522856,b,0.000696891,b,0.000696891
,,,,,,t,0.000482143,b,0.000736981,b,0.000736981,,,,,,,b,7.37E-04,t,0.000482143,b,0.000736981,b,0.000736981
,,,,,,t,0.00048489,b,0.000644717,b,0.000644717,,,,,,,b,6.43E-04,t,0.00048489,b,0.000644717,b,0.000644717
,,,,,,t,0.00043779,b,0.000690663,b,0.000690663,,,,,,,b,6.89E-04,t,0.00043779,b,0.000690663,b,0.000690663
,,,,,,t,0.00049436,b,0.000706958,b,0.000706958,,,,,,,b,7.06E-04,t,0.00049436,b,0.000706958,b,0.000706958
,,,,,,t,0.000489263,b,0.000631107,b,0.000631107,,,,,,,b,6.31E-04,t,0.000489263,b,0.000631107,b,0.000631107
,,,,,,t,0.000524235,b,0.000664392,b,0.000664392,,,,,,,b,6.65E-04,t,0.000524235,b,0.000664392,b,0.000664392
,,,,,,t,0.000514121,b,0.000697556,b,0.000697556,,,,,,,b,6.99E-04,t,0.000514121,b,0.000697556,b,0.000697556
,,,,,,t,0.000504806,b,0.000673602,b,0.000673602,,,,,,,b,6.76E-04,t,0.000504806,b,0.000673602,b,0.000673602
,,,,,,t,0.000494872,b,0.000689411,b,0.000689411,,,,,,,b,6.91E-04,t,0.000494872,b,0.000689411,b,0.000689411
,,,,,,t,0.00049339,b,0.000625863,b,0.000625863,,,,,,,b,6.27E-04,t,0.00049339,b,0.000625863,b,0.000625863
,,,,,,t,0.000520194,b,0.00058285,b,0.00058285,,,,,,,b,5.84E-04,t,0.000520194,b,0.00058285,b,0.00058285
,,,,,,t,0.000529396,b,0.00059649,b,0.00059649,,,,,,,b,5.95E-04,t,0.000529396,b,0.00059649,b,0.00059649
,,,,,,t,0.000540242,b,0.000629392,b,0.000629392,,,,,,,b,6.29E-04,t,0.000540242,b,0.000629392,b,0.000629392
,,,,,,t,0.000457393,b,0.000628533,b,0.000628533,,,,,,,b,6.28E-04,t,0.000457393,b,0.000628533,b,0.000628533
,,,,,,t,0.000615353,b,0.000659803,b,0.000659803,,,,,,,b,6.58E-04,t,0.000615353,b,0.000659803,b,0.000659803
,,,,,,t,0.000460986,b,0.000585128,b,0.000585128,,,,,,,b,5.86E-04,t,0.000460986,b,0.000585128,b,0.000585128
,,,,,,t,0.000516098,b,0.000755009,b,0.000755009,,,,,,,b,7.56E-04,t,0.000516098,b,0.000755009,b,0.000755009
,,,,,,t,0.000476898,b,0.000625883,b,0.000625883,,,,,,,b,6.22E-04,t,0.000476898,b,0.000625883,b,0.000625883
,,,,,,t,0.000515634,b,0.000607137,b,0.000607137,,,,,,,b,6.07E-04,t,0.000515634,b,0.000607137,b,0.000607137
,,,,,,t,0.000462901,b,0.000690467,b,0.000690467,,,,,,,b,6.90E-04,t,0.000462901,b,0.000690467,b,0.000690467
,,,,,,t,0.000531253,b,0.000753016,b,0.000753016,,,,,,,b,7.53E-04,t,0.000531253,b,0.000753016,b,0.000753016
,,,,,,t,0.000516662,b,0.000674243,b,0.000674243,,,,,,,b,6.74E-04,t,0.000516662,b,0.000674243,b,0.000674243
,,,,,,t,0.000558048,b,0.000649106,b,0.000649106,,,,,,,b,6.49E-04,t,0.000558048,b,0.000649106,b,0.000649106
,,,,,,t,0.000506012,b,0.000550384,b,0.000550384,,,,,,,b,5.51E-04,t,0.000506012,b,0.000550384,b,0.000550384
,,,,,,t,0.000497092,b,0.000601068,b,0.000601068,,,,,,,b,6.00E-04,t,0.000497092,b,0.000601068,b,0.000601068
,,,,,,t,0.000531857,b,0.000662562,b,0.000662562,,,,,,,b,6.63E-04,t,0.000531857,b,0.000662562,b,0.000662562
,,,,,,t,0.000414999,b,0.000611776,b,0.000611776,,,,,,,b,6.11E-04,t,0.000414999,b,0.000611776,b,0.000611776
,,,,,,t,0.000492395,b,0.000660296,b,0.000660296,,,,,,,b,6.59E-04,t,0.000492395,b,0.000660296,b,0.000660296
,,,,,,t,0.00046965,b,0.000602463,b,0.000602463,,,,,,,b,6.03E-04,t,0.00046965,b,0.000602463,b,0.000602463
,,,,,,t,0.000511464,b,0.000590976,b,0.000590976,,,,,,,b,5.91E-04,t,0.000511464,b,0.000590976,b,0.000590976
,,,,,,t,0.000493249,b,0.000754106,b,0.000754106,,,,,,,b,7.54E-04,t,0.000493249,b,0.000754106,b,0.000754106
,,,,,,t,0.000436247,b,0.000577479,b,0.000577479,,,,,,,b,5.77E-04,t,0.000436247,b,0.000577479,b,0.000577479
,,,,,,t,0.000549576,b,0.00073831,b,0.00073831,,,,,,,b,7.38E-04,t,0.000549576,b,0.00073831,b,0.00073831
,,,,,,t,0.00044286,b,0.000653201,b,0.000653201,,,,,,,b,6.53E-04,t,0.00044286,b,0.000653201,b,0.000653201
,,,,,,t,0.000454514,b,0.000662177,b,0.000662177,,,,,,,b,6.62E-04,t,0.000454514,b,0.000662177,b,0.000662177
,,,,,,t,0.000574615,b,0.000632987,b,0.000632987,,,,,,,b,6.32E-04,t,0.000574615,b,0.000632987,b,0.000632987
,,,,,,t,0.000521244,b,0.000644067,b,0.000644067,,,,,,,b,6.44E-04,t,0.000521244,b,0.000644067,b,0.000644067
,,,,,,t,0.000484065,b,0.000733187,b,0.000733187,,,,,,,b,7.34E-04,t,0.000484065,b,0.000733187,b,0.000733187
,,,,,,t,0.000541879,b,0.000718581,b,0.000718581,,,,,,,b,7.19E-04,t,0.000541879,b,0.000718581,b,0.000718581
,,,,,,t,0.000462657,b,0.00072498,b,0.00072498,,,,,,,b,7.26E-04,t,0.000462657,b,0.00072498,b,0.00072498
,,,,,,t,0.000456818,b,0.000704361,b,0.000704361,,,,,,,b,7.03E-04,t,0.000456818,b,0.000704361,b,0.000704361
,,,,,,t,0.000567022,b,0.000626373,b,0.000626373,,,,,,,b,6.26E-04,t,0.000567022,b,0.000626373,b,0.000626373
,,,,,,t,0.000549939,b,0.000644375,b,0.000644375,,,,,,,b,6.45E-04,t,0.000549939,b,0.000644375,b,0.000644375
,,,,,,t,0.000538703,b,0.000651562,b,0.000651562,,,,,,,b,6.54E-04,t,0.000538703,b,0.000651562,b,0.000651562
,,,,,,t,0.000509443,b,0.000672287,b,0.000672287,,,,,,,b,6.70E-04,t,0.000509443,b,0.000672287,b,0.000672287
,,,,,,t,0.000513936,b,0.000583162,b,0.000583162,,,,,,,b,5.83E-04,t,0.000513936,b,0.000583162,b,0.000583162
,,,,,,t,0.000492285,b,0.000615259,b,0.000615259,,,,,,,b,6.15E-04,t,0.000492285,b,0.000615259,b,0.000615259
,,,,,,t,0.000524542,b,0.000609144,b,0.000609144,,,,,,,b,6.08E-04,t,0.000524542,b,0.000609144,b,0.000609144
,,,,,,t,0.000509857,b,0.000668073,b,0.000668073,,,,,,,b,6.66E-04,t,0.000509857,b,0.000668073,b,0.000668073
,,,,,,t,0.000467072,b,0.000718248,b,0.000718248,,,,,,,b,7.18E-04,t,0.000467072,b,0.000718248,b,0.000718248
,,,,,,t,0.000531669,b,0.000677461,b,0.000677461,,,,,,,b,6.77E-04,t,0.000531669,b,0.000677461,b,0.000677461
