echo,condition
5.33E-05,N=1
5.03E-05,N=1
3.81E-05,N=1
3.47E-05,N=1
5.61E-05,N=1
4.38E-05,N=1
5.40E-05,N=1
4.16E-05,N=1
3.35E-05,N=1
7.21E-05,N=1
5.36E-05,N=1
4.66E-05,N=1
4.36E-05,N=1
5.87E-05,N=1
5.73E-05,N=1
6.08E-05,N=1
4.99E-05,N=1
6.28E-05,N=1
5.16E-05,N=1
3.99E-05,N=1
4.54E-05,N=1
3.57E-05,N=1
4.16E-05,N=1
3.91E-05,N=1
5.88E-05,N=1
5.72E-05,N=1
4.90E-05,N=1
4.34E-05,N=1
5.94E-05,N=1
4.46E-05,N=1
6.28E-05,N=1
5.38E-05,N=1
5.61E-05,N=1
3.43E-05,N=1
4.86E-05,N=1
4.12E-05,N=1
5.72E-05,N=1
3.12E-05,N=1
4.00E-05,N=1
5.69E-05,N=1
3.72E-05,N=1
5.88E-05,N=1
4.95E-05,N=1
4.35E-05,N=1
3.90E-05,N=1
5.18E-05,N=1
3.62E-05,N=1
4.26E-05,N=1
6.68E-05,N=1
5.26E-05,N=1
3.87E-05,N=1
4.24E-05,N=1
5.10E-05,N=1
5.78E-05,N=1
4.38E-05,N=1
6.08E-05,N=1
6.27E-05,N=1
3.91E-05,N=1
7.48E-05,N=1
5.01E-05,N=1
4.13E-05,N=1
6.38E-05,N=1
4.22E-05,N=1
7.18E-05,N=1
7.04E-05,N=1
4.37E-05,N=1
5.91E-05,N=1
5.00E-05,N=1
4.55E-05,N=1
6.05E-05,N=1
5.13E-05,N=1
4.89E-05,N=1
4.59E-05,N=1
4.72E-05,N=1
4.69E-05,N=1
4.61E-05,N=1
5.40E-05,N=1
7.19E-05,N=1
4.59E-05,N=1
6.25E-05,N=1
4.14E-05,N=1
6.95E-05,N=1
5.04E-05,N=1
3.48E-05,N=1
3.08E-05,N=1
6.81E-05,N=1
6.88E-05,N=1
4.96E-05,N=1
5.78E-05,N=1
3.67E-05,N=1
4.59E-05,N=1
5.95E-05,N=1
6.13E-05,N=1
4.65E-05,N=1
5.60E-05,N=1
3.59E-05,N=1
5.40E-05,N=1
4.54E-05,N=1
5.62E-05,N=1
3.57E-05,N=1
4.32E-05,N=1
5.17E-05,N=1
3.36E-05,N=1
3.52E-05,N=1
5.52E-05,N=1
7.22E-05,N=1
4.45E-05,N=1
4.56E-05,N=1
4.13E-05,N=1
5.04E-05,N=1
4.66E-05,N=1
4.38E-05,N=1
5.78E-05,N=1
5.45E-05,N=1
4.19E-05,N=1
4.67E-05,N=1
5.21E-05,N=1
5.35E-05,N=1
4.48E-05,N=1
3.60E-05,N=1
4.22E-05,N=1
5.25E-05,N=1
3.50E-05,N=1
5.82E-05,N=1
4.27E-05,N=1
5.98E-05,N=1
4.97E-05,N=1
5.48E-05,N=1
5.81E-05,N=1
6.16E-05,N=1
5.90E-05,N=1
4.08E-05,N=1
4.45E-05,N=1
6.42E-05,N=1
3.10E-05,N=1
5.51E-05,N=1
6.33E-05,N=1
7.07E-05,N=1
4.61E-05,N=1
4.17E-05,N=1
7.83E-05,N=1
5.83E-05,N=1
6.07E-05,N=1
6.32E-05,N=1
5.48E-05,N=1
4.90E-05,N=1
4.03E-05,N=1
4.06E-05,N=1
3.08E-05,N=1
6.44E-05,N=1
8.47E-05,N=1
3.46E-05,N=1
6.15E-05,N=1
4.85E-05,N=1
4.21E-05,N=1
4.56E-05,N=1
3.24E-05,N=1
5.34E-05,N=1
5.51E-05,N=1
4.90E-05,N=1
3.35E-05,N=1
5.28E-05,N=1
4.89E-05,N=1
6.01E-05,N=1
3.99E-05,N=1
4.91E-05,N=1
5.92E-05,N=1
5.78E-05,N=1
6.09E-05,N=1
4.23E-05,N=1
4.69E-05,N=1
4.54E-05,N=1
3.73E-05,N=1
6.18E-05,N=1
4.15E-05,N=1
5.63E-05,N=1
5.64E-05,N=1
3.94E-05,N=1
3.43E-05,N=1
3.67E-05,N=1
3.86E-05,N=1
6.02E-05,N=1
4.44E-05,N=1
4.99E-05,N=1
6.53E-05,N=1
4.86E-05,N=1
2.33E-05,N=1
6.59E-05,N=1
6.14E-05,N=1
6.10E-05,N=1
3.90E-05,N=1
2.85E-05,N=1
4.05E-05,N=1
3.71E-05,N=1
7.00E-05,N=1
4.77E-05,N=1
5.65E-05,N=1
7.13E-05,N=1
6.68E-05,N=1
4.96E-05,N=1
8.37E-05,N=1
2.95E-05,N=1
4.09E-05,N=1
5.94E-05,N=1
5.06E-05,N=1
5.95E-05,N=1
5.55E-05,N=1
4.24E-05,N=1
5.23E-05,N=1
3.37E-05,N=1
5.42E-05,N=1
5.72E-05,N=1
4.68E-05,N=1
3.64E-05,N=1
6.18E-05,N=1
6.12E-05,N=1
4.24E-05,N=1
3.89E-05,N=1
6.68E-05,N=1
4.80E-05,N=1
5.82E-05,N=1
3.39E-05,N=1
6.04E-05,N=1
5.01E-05,N=1
6.27E-05,N=1
4.44E-05,N=1
4.68E-05,N=1
8.46E-05,N=1
3.63E-05,N=1
5.81E-05,N=1
5.98E-05,N=1
5.12E-05,N=1
6.17E-05,N=1
4.56E-05,N=1
5.78E-05,N=1
4.59E-05,N=1
5.36E-05,N=1
4.39E-05,N=1
5.91E-05,N=1
2.73E-05,N=1
5.49E-05,N=1
6.16E-05,N=1
5.30E-05,N=1
3.90E-05,N=1
5.75E-05,N=1
5.56E-05,N=1
5.59E-05,N=1
3.53E-05,N=1
8.63E-05,N=1
5.83E-05,N=1
6.60E-05,N=1
6.60E-05,N=1
5.01E-05,N=1
5.11E-05,N=1
4.99E-05,N=1
3.32E-05,N=1
5.85E-05,N=1
4.74E-05,N=1
8.75E-05,N=1
5.02E-05,N=1
5.36E-05,N=1
5.80E-05,N=1
3.64E-05,N=1
5.41E-05,N=1
5.87E-05,N=1
4.18E-05,N=1
3.96E-05,N=1
4.32E-05,N=1
2.54E-05,N=1
7.43E-05,N=1
5.22E-05,N=1
4.86E-05,N=1
2.96E-05,N=1
5.82E-05,N=1
6.00E-05,N=1
2.91E-05,N=1
4.46E-05,N=1
4.37E-05,N=1
3.92E-05,N=1
5.98E-05,N=1
3.51E-05,N=1
3.56E-05,N=1
5.35E-05,N=1
5.61E-05,N=1
6.28E-05,N=1
3.75E-05,N=1
4.48E-05,N=1
5.16E-05,N=1
4.50E-05,N=1
4.99E-05,N=1
6.10E-05,N=1
3.86E-05,N=1
4.80E-05,N=1
4.66E-05,N=1
2.40E-05,N=1
3.64E-05,N=1
6.32E-05,N=1
3.91E-05,N=1
5.61E-05,N=1
4.95E-05,N=1
4.45E-05,N=1
3.79E-05,N=1
4.01E-05,N=1
4.42E-05,N=1
3.94E-05,N=1
4.04E-05,N=1
7.48E-05,N=1
5.45E-05,N=1
4.28E-05,N=1
5.15E-05,N=1
5.79E-05,N=1
7.81E-05,N=1
4.81E-05,N=1
4.76E-05,N=1
3.79E-05,N=1
2.63E-05,N=1
4.09E-05,N=1
4.14E-05,N=1
5.84E-05,N=1
4.54E-05,N=1
4.66E-05,N=1
5.87E-05,N=1
5.01E-05,N=1
4.45E-05,N=1
4.47E-05,N=1
5.24E-05,N=1
5.91E-05,N=1
6.62E-05,N=1
4.77E-05,N=1
4.83E-05,N=1
5.10E-05,N=1
6.96E-05,N=1
6.35E-05,N=1
5.74E-05,N=1
3.72E-05,N=1
5.68E-05,N=1
5.94E-05,N=1
9.31E-05,N=1
3.80E-05,N=1
4.34E-05,N=1
4.83E-05,N=1
3.78E-05,N=1
6.40E-05,N=1
3.51E-05,N=1
4.96E-05,N=1
4.87E-05,N=1
4.44E-05,N=1
6.06E-05,N=1
3.95E-05,N=1
4.85E-05,N=1
5.08E-05,N=1
3.54E-05,N=1
5.32E-05,N=1
4.12E-05,N=1
5.19E-05,N=1
4.69E-05,N=1
5.28E-05,N=1
4.85E-05,N=1
4.54E-05,N=1
6.37E-05,N=1
4.91E-05,N=1
3.08E-05,N=1
5.82E-05,N=1
3.64E-05,N=1
6.00E-05,N=1
2.81E-05,N=1
5.02E-05,N=1
6.10E-05,N=1
5.75E-05,N=1
6.20E-05,N=1
5.53E-05,N=1
4.29E-05,N=1
3.24E-05,N=1
4.92E-05,N=1
7.36E-05,N=1
4.79E-05,N=1
4.14E-05,N=1
6.12E-05,N=1
5.61E-05,N=1
3.70E-05,N=1
3.40E-05,N=1
5.27E-05,N=1
4.77E-05,N=1
4.71E-05,N=1
5.50E-05,N=1
3.76E-05,N=1
6.59E-05,N=1
6.11E-05,N=1
5.01E-05,N=1
8.10E-05,N=1
5.86E-05,N=1
6.22E-05,N=1
5.17E-05,N=1
4.19E-05,N=1
4.16E-05,N=1
4.52E-05,N=1
5.38E-05,N=1
4.79E-05,N=1
5.37E-05,N=1
3.67E-05,N=1
5.35E-05,N=1
5.41E-05,N=1
4.03E-05,N=1
6.04E-05,N=1
3.73E-05,N=1
4.86E-05,N=1
2.62E-05,N=1
7.40E-05,N=1
6.50E-05,N=1
5.69E-05,N=1
6.18E-05,N=1
5.71E-05,N=1
7.85E-05,N=1
3.86E-05,N=1
5.36E-05,N=1
4.87E-05,N=1
3.36E-05,N=1
4.53E-05,N=1
4.08E-05,N=1
6.91E-05,N=1
4.60E-05,N=1
4.48E-05,N=1
4.13E-05,N=1
3.81E-05,N=1
6.04E-05,N=1
4.05E-05,N=1
4.48E-05,N=1
5.19E-05,N=1
3.52E-05,N=1
5.64E-05,N=1
4.93E-05,N=1
4.47E-05,N=1
4.55E-05,N=1
3.99E-05,N=1
4.44E-05,N=1
5.50E-05,N=1
6.80E-05,N=1
5.96E-05,N=1
5.65E-05,N=1
5.40E-05,N=1
5.85E-05,N=1
4.91E-05,N=1
5.29E-05,N=1
4.52E-05,N=1
3.49E-05,N=1
6.49E-05,N=1
6.45E-05,N=1
3.98E-05,N=1
7.50E-05,N=1
4.93E-05,N=1
7.48E-05,N=1
3.33E-05,N=1
3.92E-05,N=1
5.40E-05,N=1
4.56E-05,N=1
5.27E-05,N=1
6.62E-05,N=1
6.07E-05,N=1
4.29E-05,N=1
4.99E-05,N=1
5.99E-05,N=1
5.67E-05,N=1
4.93E-05,N=1
4.01E-05,N=1
4.86E-05,N=1
6.36E-05,N=1
5.30E-05,N=1
5.38E-05,N=1
4.55E-05,N=1
5.06E-05,N=1
2.91E-05,N=1
6.80E-05,N=1
5.85E-05,N=1
5.19E-05,N=1
3.78E-05,N=1
5.20E-05,N=1
5.37E-05,N=1
5.65E-05,N=1
4.62E-05,N=1
3.87E-05,N=1
5.45E-05,N=1
5.84E-05,N=1
5.59E-05,N=1
5.48E-05,N=1
3.48E-05,N=1
4.21E-05,N=1
3.96E-05,N=1
6.39E-05,N=1
4.68E-05,N=1
5.37E-05,N=1
2.49E-05,N=1
4.42E-05,N=1
6.47E-05,N=1
5.07E-05,N=1
3.58E-05,N=1
4.59E-05,N=1
3.73E-05,N=1
4.08E-05,N=1
7.11E-05,N=1
4.81E-05,N=1
4.77E-05,N=1
4.56E-05,N=1
5.30E-05,N=1
4.36E-05,N=1
4.94E-05,N=1
5.25E-05,N=1
4.85E-05,N=1
4.73E-05,N=1
3.44E-05,N=1
5.89E-05,N=1
6.13E-05,N=1
5.29E-05,N=1
4.59E-05,N=1
5.23E-05,N=1
4.23E-05,N=1
3.71E-05,N=1
5.65E-05,N=1
3.03E-05,N=1
4.60E-05,N=1
3.51E-05,N=1
4.34E-05,N=1
6.60E-05,N=1
4.47E-05,N=1
4.19E-05,N=1
6.03E-05,N=1
4.49E-05,N=1
5.78E-05,N=1
5.78E-05,N=1
5.07E-05,N=1
4.54E-05,N=1
5.76E-05,N=1
6.94E-05,N=1
5.44E-05,N=1
6.58E-05,N=1
4.08E-05,N=1
5.66E-05,N=1
5.31E-05,N=1
3.42E-05,N=1
4.79E-05,N=1
5.17E-05,N=1
6.25E-05,N=1
5.41E-05,N=1
5.64E-05,N=1
4.64E-05,N=1
5.05E-05,N=1
4.63E-05,N=1
3.93E-05,N=1
6.91E-05,N=1
4.54E-05,N=1
3.98E-05,N=1
4.63E-05,N=1
6.34E-05,N=1
5.08E-05,N=1
5.61E-05,N=1
5.78E-05,N=1
5.80E-05,N=1
4.02E-05,N=1
4.84E-05,N=1
6.22E-05,N=1
6.65E-05,N=1
5.22E-05,N=1
5.42E-05,N=1
3.74E-05,N=1
4.56E-05,N=1
6.40E-05,N=1
5.55E-05,N=1
4.61E-05,N=1
3.74E-05,N=1
5.66E-05,N=1
4.85E-05,N=1
3.19E-05,N=1
3.47E-05,N=1
3.45E-05,N=1
4.86E-05,N=1
4.79E-05,N=1
4.01E-05,N=1
3.44E-05,N=1
6.23E-05,N=1
6.44E-05,N=1
5.61E-05,N=1
5.98E-05,N=1
5.63E-05,N=1
3.83E-05,N=1
3.99E-05,N=1
6.23E-05,N=1
2.97E-05,N=1
4.15E-05,N=1
5.48E-05,N=1
4.39E-05,N=1
6.12E-05,N=1
5.40E-05,N=1
4.89E-05,N=1
4.54E-05,N=1
5.27E-05,N=1
3.02E-05,N=1
5.50E-05,N=1
4.34E-05,N=1
4.56E-05,N=1
5.31E-05,N=1
5.98E-05,N=1
4.21E-05,N=1
6.76E-05,N=1
4.64E-05,N=1
4.24E-05,N=1
2.79E-05,N=1
6.60E-05,N=1
3.84E-05,N=1
3.91E-05,N=1
4.13E-05,N=1
4.78E-05,N=1
4.52E-05,N=1
4.72E-05,N=1
5.21E-05,N=1
4.14E-05,N=1
6.77E-05,N=1
4.06E-05,N=1
4.64E-05,N=1
4.99E-05,N=1
7.26E-05,N=1
7.81E-05,N=1
4.79E-05,N=1
3.73E-05,N=1
8.25E-05,N=1
6.54E-05,N=1
5.57E-05,N=1
4.21E-05,N=1
5.65E-05,N=1
4.99E-05,N=1
4.25E-05,N=1
4.75E-05,N=1
5.40E-05,N=1
4.38E-05,N=1
7.98E-05,N=1
7.15E-05,N=1
6.12E-05,N=1
2.67E-05,N=1
4.72E-05,N=1
6.56E-05,N=1
5.03E-05,N=1
3.81E-05,N=1
5.14E-05,N=1
6.92E-05,N=1
3.40E-05,N=1
8.20E-05,N=1
5.64E-05,N=1
5.45E-05,N=1
6.25E-05,N=1
4.19E-05,N=1
3.89E-05,N=1
3.36E-05,N=1
5.30E-05,N=1
4.05E-05,N=1
7.58E-05,N=1
7.47E-05,N=1
4.06E-05,N=1
6.28E-05,N=1
5.79E-05,N=1
5.82E-05,N=1
4.68E-05,N=1
8.40E-05,N=1
3.26E-05,N=1
5.81E-05,N=1
5.68E-05,N=1
4.42E-05,N=1
5.86E-05,N=1
4.54E-05,N=1
4.88E-05,N=1
5.01E-05,N=1
5.16E-05,N=1
7.00E-05,N=1
5.23E-05,N=1
3.92E-05,N=1
6.03E-05,N=1
5.27E-05,N=1
3.44E-05,N=1
3.41E-05,N=1
4.12E-05,N=1
6.41E-05,N=1
6.05E-05,N=1
4.34E-05,N=1
3.48E-05,N=1
4.92E-05,N=1
5.33E-05,N=1
5.64E-05,N=1
7.00E-05,N=1
4.90E-05,N=1
3.76E-05,N=1
8.14E-05,N=1
5.91E-05,N=1
2.68E-05,N=1
2.90E-05,N=1
4.80E-05,N=1
3.88E-05,N=1
4.01E-05,N=1
4.71E-05,N=1
4.16E-05,N=1
4.84E-05,N=1
3.37E-05,N=1
5.52E-05,N=1
4.10E-05,N=1
8.58E-05,N=1
5.76E-05,N=1
5.58E-05,N=1
5.33E-05,N=1
7.20E-05,N=1
4.33E-05,N=1
3.31E-05,N=1
7.21E-05,N=1
2.70E-05,N=1
5.43E-05,N=1
4.87E-05,N=1
4.91E-05,N=1
5.90E-05,N=1
3.13E-05,N=1
3.86E-05,N=1
4.25E-05,N=1
5.94E-05,N=1
3.56E-05,N=1
6.00E-05,N=1
3.21E-05,N=1
6.67E-05,N=1
5.68E-05,N=1
6.07E-05,N=1
4.97E-05,N=1
6.23E-05,N=1
3.53E-05,N=1
5.21E-05,N=1
4.29E-05,N=1
5.26E-05,N=1
7.03E-05,N=1
6.00E-05,N=1
5.63E-05,N=1
3.86E-05,N=1
4.28E-05,N=1
4.46E-05,N=1
3.52E-05,N=1
3.70E-05,N=1
5.04E-05,N=1
5.41E-05,N=1
4.11E-05,N=1
6.46E-05,N=1
4.35E-05,N=1
3.73E-05,N=1
4.69E-05,N=1
4.43E-05,N=1
5.65E-05,N=1
5.97E-05,N=1
6.28E-05,N=1
5.43E-05,N=1
6.14E-05,N=1
4.11E-05,N=1
5.28E-05,N=1
6.76E-05,N=1
4.61E-05,N=1
9.27E-05,N=1
5.88E-05,N=1
5.36E-05,N=1
5.94E-05,N=1
5.80E-05,N=1
4.33E-05,N=1
6.12E-05,N=1
3.21E-05,N=1
6.32E-05,N=1
3.36E-05,N=1
4.16E-05,N=1
5.88E-05,N=1
3.72E-05,N=1
5.36E-05,N=1
6.08E-05,N=1
7.11E-05,N=1
7.59E-05,N=1
4.25E-05,N=1
4.09E-05,N=1
3.96E-05,N=1
7.28E-05,N=1
4.81E-05,N=1
5.54E-05,N=1
5.13E-05,N=1
4.89E-05,N=1
5.59E-05,N=1
6.11E-05,N=1
6.95E-05,N=1
5.49E-05,N=1
4.57E-05,N=1
6.60E-05,N=1
5.65E-05,N=1
5.46E-05,N=1
3.98E-05,N=1
6.21E-05,N=1
4.61E-05,N=1
6.13E-05,N=1
2.04E-05,N=1
4.62E-05,N=1
6.45E-05,N=1
5.27E-05,N=1
4.73E-05,N=1
3.91E-05,N=1
4.71E-05,N=1
5.25E-05,N=1
4.89E-05,N=1
5.67E-05,N=1
4.02E-05,N=1
6.53E-05,N=1
5.85E-05,N=1
3.64E-05,N=1
4.52E-05,N=1
8.05E-05,N=1
4.35E-05,N=1
5.76E-05,N=1
3.71E-05,N=1
7.21E-05,N=1
5.12E-05,N=1
4.04E-05,N=1
4.62E-05,N=1
3.89E-05,N=1
4.10E-05,N=1
4.77E-05,N=1
5.59E-05,N=1
6.25E-05,N=1
4.81E-05,N=1
4.70E-05,N=1
5.13E-05,N=1
7.69E-05,N=1
3.93E-05,N=1
4.06E-05,N=1
4.00E-05,N=1
6.32E-05,N=1
3.30E-05,N=1
4.71E-05,N=1
5.56E-05,N=1
3.94E-05,N=1
4.97E-05,N=1
5.06E-05,N=1
6.60E-05,N=1
5.61E-05,N=1
5.62E-05,N=1
6.29E-05,N=1
5.16E-05,N=1
5.23E-05,N=1
6.92E-05,N=1
4.73E-05,N=1
6.50E-05,N=1
7.29E-05,N=1
6.11E-05,N=1
6.14E-05,N=1
5.25E-05,N=1
5.46E-05,N=1
7.08E-05,N=1
3.66E-05,N=1
5.35E-05,N=1
6.17E-05,N=1
4.80E-05,N=1
5.71E-05,N=1
5.59E-05,N=1
8.63E-05,N=1
4.57E-05,N=1
2.50E-05,N=1
4.26E-05,N=1
4.19E-05,N=1
7.05E-05,N=1
6.96E-05,N=1
2.81E-05,N=1
3.36E-05,N=1
4.84E-05,N=1
3.51E-05,N=1
3.99E-05,N=1
6.38E-05,N=1
5.10E-05,N=1
3.78E-05,N=1
6.24E-05,N=1
4.29E-05,N=1
5.39E-05,N=1
7.25E-05,N=1
7.36E-05,N=1
4.56E-05,N=1
4.11E-05,N=1
5.75E-05,N=1
4.85E-05,N=1
5.51E-05,N=1
5.51E-05,N=1
5.20E-05,N=1
4.21E-05,N=1
5.94E-05,N=1
2.87E-05,N=1
5.86E-05,N=1
5.45E-05,N=1
6.63E-05,N=1
3.93E-05,N=1
4.17E-05,N=1
3.11E-05,N=1
5.52E-05,N=1
6.46E-05,N=1
4.92E-05,N=1
4.02E-05,N=1
6.42E-05,N=1
5.38E-05,N=1
4.69E-05,N=1
5.01E-05,N=1
6.13E-05,N=1
3.14E-05,N=1
3.61E-05,N=1
5.50E-05,N=1
4.05E-05,N=1
2.58E-05,N=1
4.46E-05,N=1
5.76E-05,N=1
5.01E-05,N=1
5.24E-05,N=1
6.41E-05,N=1
4.35E-05,N=1
4.72E-05,N=1
5.36E-05,N=1
5.90E-05,N=1
6.26E-05,N=1
4.26E-05,N=1
3.96E-05,N=1
4.45E-05,N=1
5.49E-05,N=1
6.77E-05,N=1
3.79E-05,N=1
3.40E-05,N=1
2.41E-05,N=1
3.12E-05,N=1
4.98E-05,N=1
8.05E-05,N=1
4.72E-05,N=1
6.08E-05,N=1
4.99E-05,N=1
3.61E-05,N=1
5.90E-05,N=1
6.16E-05,N=1
6.10E-05,N=1
5.01E-05,N=1
3.93E-05,N=1
6.56E-05,N=1
7.35E-05,N=1
4.61E-05,N=1
3.43E-05,N=1
5.66E-05,N=1
4.94E-05,N=1
6.16E-05,N=1
4.37E-05,N=1
4.82E-05,N=1
5.80E-05,N=1
2.90E-05,N=1
4.30E-05,N=1
6.20E-05,N=1
5.56E-05,N=1
4.79E-05,N=1
5.63E-05,N=1
3.75E-05,N=1
5.63E-05,N=1
4.10E-05,N=1
6.06E-05,N=1
4.71E-05,N=1
4.68E-05,N=1
5.40E-05,N=1
5.57E-05,N=1
6.04E-05,N=1
4.26E-05,N=1
6.27E-05,N=1
3.70E-05,N=1
9.29E-05,N=1
4.20E-05,N=1
6.56E-05,N=1
3.76E-05,N=1
6.11E-05,N=1
3.43E-05,N=1
4.04E-05,N=1
4.17E-05,N=1
4.99E-05,N=1
5.34E-05,N=1
3.94E-05,N=1
6.77E-05,N=1
6.20E-05,N=1
5.54E-05,N=1
5.37E-05,N=1
5.04E-05,N=1
4.74E-05,N=1
4.20E-05,N=1
6.36E-05,N=1
4.23E-05,N=1
6.03E-05,N=1
7.24E-05,N=1
5.95E-05,N=1
3.60E-05,N=1
4.54E-05,N=1
5.79E-05,N=1
6.36E-05,N=1
6.28E-05,N=1
5.79E-05,N=1
4.80E-05,N=1
5.16E-05,N=1
6.62E-05,N=1
3.86E-05,N=1
5.57E-05,N=1
6.32E-05,N=1
3.87E-05,N=1
3.93E-05,N=1
5.84E-05,N=1
3.50E-05,N=1
6.77E-05,N=1
3.66E-05,N=1
5.31E-05,N=1
6.81E-05,N=1
4.75E-05,N=1
7.33E-05,N=1
4.93E-05,N=1
5.25E-05,N=1
5.95E-05,N=1
3.67E-05,N=1
6.01E-05,N=1
4.93E-05,N=1
4.68E-05,N=1
5.76E-05,N=1
6.20E-05,N=1
3.08E-05,N=1
8.72E-05,N=1
6.97E-05,N=1
3.70E-05,N=1
4.70E-05,N=1
4.33E-05,N=1
5.82E-05,N=1
4.68E-05,N=1
3.79E-05,N=1
6.19E-05,N=1
5.63E-05,N=1
5.17E-05,N=1
8.14E-05,N=1
3.92E-05,N=1
3.97E-05,N=1
5.90E-05,N=1
4.90E-05,N=1
5.15E-05,N=1
4.16E-05,N=1
4.54E-05,N=1
3.47E-05,N=1
6.40E-05,N=1
4.93E-05,N=1
5.48E-05,N=1
4.93E-05,N=1
5.02E-05,N=1
3.14E-05,N=1
8.76E-05,N=1
5.11E-05,N=1
6.95E-05,N=1
2.82E-05,N=1
5.26E-05,N=1
4.69E-05,N=1
5.10E-05,N=1
2.74E-05,N=1
5.07E-05,N=1
3.96E-05,N=1
5.15E-05,N=1
4.82E-05,N=1
3.67E-05,N=1
4.88E-05,N=1
4.81E-05,N=1
7.31E-05,N=1
6.35E-05,N=1
5.01E-05,N=1
3.28E-05,N=1
5.55E-05,N=1
5.87E-05,N=1
7.52E-05,N=1
3.66E-05,N=1
4.75E-05,N=1
3.84E-05,N=1
6.88E-05,N=1
5.77E-05,N=1
4.67E-05,N=1
5.53E-05,N=1
7.06E-05,N=1
6.97E-05,N=1
5.18E-05,N=1
3.96E-05,N=1
4.64E-05,N=1
7.98E-05,N=1
4.18E-05,N=1
6.79E-05,N=1
4.29E-05,N=1
4.25E-05,N=1
4.61E-05,N=1
3.64E-05,N=1
3.01E-05,N=1
3.39E-05,N=1
4.45E-05,N=1
